
Grupe de varsta a sotului , Grupa de varsta a sotiei, Ani, UM: Numar, Valoare
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2013, Numar, 40
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2014, Numar, 40
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2015, Numar, 31
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2016, Numar, 25
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 1990, Numar, 19
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 1991, Numar, 19
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 1992, Numar, 16
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 1993, Numar, 14
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 1994, Numar, 12
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 1995, Numar, 13
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 1996, Numar, 12
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 1997, Numar, 14
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 1998, Numar, 8
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 1999, Numar, 7
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2000, Numar, 12
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2001, Numar, 8
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2002, Numar, 6
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2003, Numar, 12
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2004, Numar, 8
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2005, Numar, 6
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2006, Numar, 14
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2007, Numar, 3
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2008, Numar, 15
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2009, Numar, 10
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2010, Numar, 10
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2011, Numar, 16
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2012, Numar, 16
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2013, Numar, 6
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2014, Numar, 8
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2015, Numar, 8
Varsta sotului 40-44 ani, Varsta sotiei 55-59 ani, Anul 2016, Numar, 11
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 1990, Numar, 5
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 1991, Numar, 9
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 1992, Numar, 5
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 1993, Numar, 6
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 1994, Numar, 4
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 1995, Numar, 1
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 1996, Numar, 3
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 1997, Numar, 6
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 1998, Numar, 9
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 1999, Numar, 6
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2000, Numar, 2
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2001, Numar, 8
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2002, Numar, 2
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2003, Numar, 1
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2004, Numar, 2
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2005, Numar, 2
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2006, Numar, 2
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2007, Numar, 1
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2008, Numar, 4
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2009, Numar, 4
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2010, Numar, 1
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2011, Numar, 3
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2012, Numar, 4
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2014, Numar, 4
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2015, Numar, 2
Varsta sotului 40-44 ani, Varsta sotiei 60 ani si peste, Anul 2016, Numar, 3
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 1990, Numar, 1
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 1991, Numar, 1
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 1994, Numar, 2
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 1995, Numar, 2
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 1997, Numar, 1
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 1998, Numar, 1
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2000, Numar, 1
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2001, Numar, 1
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2002, Numar, 3
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2003, Numar, 1
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2004, Numar, 3
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2006, Numar, 1
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2007, Numar, 1
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2008, Numar, 1
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2013, Numar, 1
Varsta sotului 45-49 ani, Varsta sotiei sub 20 ani, Anul 2016, Numar, 1
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 1990, Numar, 8
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 1991, Numar, 17
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 1992, Numar, 11
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 1993, Numar, 6
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 1994, Numar, 7
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 1995, Numar, 7
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 1996, Numar, 8
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 1997, Numar, 7
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 1998, Numar, 9
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 1999, Numar, 8
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2000, Numar, 14
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2001, Numar, 14
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2002, Numar, 17
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2003, Numar, 16
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2004, Numar, 13
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2005, Numar, 12
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2006, Numar, 16
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2007, Numar, 14
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2008, Numar, 16
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2009, Numar, 11
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2010, Numar, 10
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2011, Numar, 10
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2012, Numar, 9
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2013, Numar, 5
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2014, Numar, 5
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2015, Numar, 8
Varsta sotului 45-49 ani, Varsta sotiei 20-24 ani, Anul 2016, Numar, 4
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 1990, Numar, 21
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 1991, Numar, 36
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 1992, Numar, 17
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 1993, Numar, 24
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 1994, Numar, 22
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 1995, Numar, 34
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 1996, Numar, 50
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 1997, Numar, 50
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 1998, Numar, 62
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 1999, Numar, 53
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2000, Numar, 49
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2001, Numar, 36
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2002, Numar, 42
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2003, Numar, 59
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2004, Numar, 67
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2005, Numar, 81
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2006, Numar, 63
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2007, Numar, 65
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2008, Numar, 63
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2009, Numar, 61
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2010, Numar, 37
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2011, Numar, 58
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2012, Numar, 45
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2013, Numar, 55
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2014, Numar, 44
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2015, Numar, 64
Varsta sotului 45-49 ani, Varsta sotiei 25-29 ani, Anul 2016, Numar, 62
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 1990, Numar, 97
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 1991, Numar, 110
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 1992, Numar, 86
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 1993, Numar, 89
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 1994, Numar, 111
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 1995, Numar, 96
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 1996, Numar, 94
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 1997, Numar, 105
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 1998, Numar, 168
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 1999, Numar, 162
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2000, Numar, 188
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2001, Numar, 198
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2002, Numar, 244
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2003, Numar, 209
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2004, Numar, 232
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2005, Numar, 191
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2006, Numar, 216
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2007, Numar, 236
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2008, Numar, 177
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2009, Numar, 201
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2010, Numar, 168
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2011, Numar, 169
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2012, Numar, 160
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2013, Numar, 172
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2014, Numar, 190
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2015, Numar, 211
Varsta sotului 45-49 ani, Varsta sotiei 30-34 ani, Anul 2016, Numar, 228
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 1990, Numar, 545
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 1991, Numar, 535
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 1992, Numar, 365
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 1993, Numar, 371
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 1994, Numar, 557
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 1995, Numar, 471
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 1996, Numar, 480
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 1997, Numar, 440
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 1998, Numar, 480
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 1999, Numar, 468
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2000, Numar, 380
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2001, Numar, 456
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2002, Numar, 472
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2003, Numar, 583
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2004, Numar, 703
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2005, Numar, 774
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2006, Numar, 805
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2007, Numar, 936
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2008, Numar, 786
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2009, Numar, 559
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2010, Numar, 531
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2011, Numar, 543
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2012, Numar, 477
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2013, Numar, 631
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2014, Numar, 686
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2015, Numar, 839
Varsta sotului 45-49 ani, Varsta sotiei 35-39 ani, Anul 2016, Numar, 796
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 1990, Numar, 979
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 1991, Numar, 1104
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 1992, Numar, 883
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 1993, Numar, 928
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 1994, Numar, 1172
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 1995, Numar, 1132
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 1996, Numar, 1274
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 1997, Numar, 1320
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 1998, Numar, 1566
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 1999, Numar, 1370
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2000, Numar, 1196
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2001, Numar, 1274
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2002, Numar, 1369
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2003, Numar, 1367
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2004, Numar, 1479
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2005, Numar, 1347
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2006, Numar, 1261
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2007, Numar, 1490
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2008, Numar, 1625
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2009, Numar, 1543
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2010, Numar, 1520
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2011, Numar, 1662
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2012, Numar, 1468
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2013, Numar, 1497
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2014, Numar, 1544
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2015, Numar, 1868
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2016, Numar, 1915
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 1990, Numar, 537
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 1991, Numar, 597
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 1992, Numar, 489
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 1993, Numar, 519
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 1994, Numar, 673
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 1995, Numar, 702
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 1996, Numar, 853
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 1997, Numar, 895
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 1998, Numar, 1086
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 1999, Numar, 1017
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2000, Numar, 942
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2001, Numar, 1018
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2002, Numar, 1111
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2003, Numar, 1181
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2004, Numar, 1181
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2005, Numar, 1126
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2006, Numar, 1061
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2007, Numar, 1058
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2008, Numar, 1044
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2009, Numar, 840
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2010, Numar, 751
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2011, Numar, 808
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2012, Numar, 743
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2013, Numar, 947
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2014, Numar, 1173
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2015, Numar, 1535
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2016, Numar, 1807
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 1990, Numar, 151
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 1991, Numar, 170
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 1992, Numar, 122
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 1993, Numar, 121
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 1994, Numar, 120
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 1995, Numar, 110
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 1996, Numar, 147
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 1997, Numar, 134
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 1998, Numar, 163
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 1999, Numar, 168
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2000, Numar, 138
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2001, Numar, 169
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2002, Numar, 185
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2003, Numar, 196
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2004, Numar, 208
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2005, Numar, 221
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2006, Numar, 229
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2007, Numar, 214
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2008, Numar, 230
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2009, Numar, 183
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2010, Numar, 148
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2011, Numar, 156
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2012, Numar, 155
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2013, Numar, 122
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2014, Numar, 115
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2015, Numar, 145
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2016, Numar, 186
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 1990, Numar, 35
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 1991, Numar, 55
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 1992, Numar, 30
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 1993, Numar, 33
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 1994, Numar, 32
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 1995, Numar, 39
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 1996, Numar, 47
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 1997, Numar, 21
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 1998, Numar, 40
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 1999, Numar, 22
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2000, Numar, 26
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2001, Numar, 21
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2002, Numar, 31
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2003, Numar, 43
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2004, Numar, 39
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2005, Numar, 35
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2006, Numar, 34
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2007, Numar, 33
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2008, Numar, 43
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2009, Numar, 36
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2010, Numar, 35
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2011, Numar, 28
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2012, Numar, 27
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2013, Numar, 29
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2014, Numar, 16
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2015, Numar, 26
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2016, Numar, 30
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 1990, Numar, 11
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 1991, Numar, 19
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 1992, Numar, 11
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 1993, Numar, 14
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 1994, Numar, 12
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 1995, Numar, 10
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 1996, Numar, 5
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 1997, Numar, 13
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 1998, Numar, 13
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 1999, Numar, 11
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2000, Numar, 9
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2001, Numar, 7
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2002, Numar, 7
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2003, Numar, 9
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2004, Numar, 9
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2005, Numar, 5
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2006, Numar, 5
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2007, Numar, 10
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2008, Numar, 6
