
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
64 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 10613
64 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 11369
64 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 11747
64 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 12977
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 1992, Numar persoane, 18836
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 1993, Numar persoane, 20068
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 1994, Numar persoane, 19930
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 1995, Numar persoane, 20536
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 1996, Numar persoane, 19713
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 1997, Numar persoane, 21571
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 1998, Numar persoane, 19705
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 1999, Numar persoane, 21303
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 2000, Numar persoane, 20824
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 2001, Numar persoane, 21877
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 2002, Numar persoane, 21945
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 2003, Numar persoane, 21459
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 2004, Numar persoane, 21274
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 2005, Numar persoane, 19991
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 2006, Numar persoane, 17588
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 2007, Numar persoane, 15808
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 2008, Numar persoane, 15227
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 2009, Numar persoane, 15775
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 2010, Numar persoane, 13293
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 2011, Numar persoane, 18036
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 2012, Numar persoane, 14872
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 2013, Numar persoane, 20186
64 ani, Feminin, Total, Regiunea NORD-EST, Anul 2014, Numar persoane, 24178
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 1992, Numar persoane, 15280
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 1993, Numar persoane, 15644
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 1994, Numar persoane, 15385
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 1995, Numar persoane, 16047
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 1996, Numar persoane, 16042
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 1997, Numar persoane, 17609
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 1998, Numar persoane, 16388
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 1999, Numar persoane, 17059
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 2000, Numar persoane, 16252
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 2001, Numar persoane, 16728
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 2002, Numar persoane, 16604
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 2003, Numar persoane, 16613
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 2004, Numar persoane, 16335
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 2005, Numar persoane, 15596
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 2006, Numar persoane, 14038
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 2007, Numar persoane, 13570
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 2008, Numar persoane, 13127
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 2009, Numar persoane, 13472
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 2010, Numar persoane, 11997
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 2011, Numar persoane, 14337
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 2012, Numar persoane, 12812
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 2013, Numar persoane, 15248
64 ani, Feminin, Total, Regiunea SUD-EST, Anul 2014, Numar persoane, 21241
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 21330
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 21917
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 21152
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 21660
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 21202
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 24184
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 21297
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 22449
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 21979
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 23459
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 22114
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 22271
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 21923
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 19926
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 17246
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 15877
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 16014
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 18246
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 15465
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 18314
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 18272
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 18518
64 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 24115
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 14746
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 14803
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 13780
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 14308
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 14477
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 16182
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 14169
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 14938
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 14875
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 16843
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 15897
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 15325
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 14376
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 12657
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 11281
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 10942
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 10273
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 12655
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 9797
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 12444
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 13423
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 13744
64 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 15263
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 1992, Numar persoane, 71489
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 1993, Numar persoane, 74191
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 1994, Numar persoane, 76076
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 1995, Numar persoane, 77565
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 1996, Numar persoane, 78901
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 1997, Numar persoane, 79955
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 1998, Numar persoane, 82081
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 1999, Numar persoane, 81970
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 2000, Numar persoane, 82538
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 2001, Numar persoane, 83071
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 2002, Numar persoane, 84136
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 2003, Numar persoane, 83407
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 2004, Numar persoane, 83225
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 2005, Numar persoane, 82469
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 2006, Numar persoane, 81081
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 2007, Numar persoane, 77179
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 2008, Numar persoane, 72296
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 2009, Numar persoane, 67924
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 2010, Numar persoane, 64056
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 2011, Numar persoane, 58763
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 2012, Numar persoane, 59395
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 2013, Numar persoane, 59178
65-69 ani, Masculin, Total, Regiunea NORD-EST, Anul 2014, Numar persoane, 62803
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 1992, Numar persoane, 55876
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 1993, Numar persoane, 58405
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 1994, Numar persoane, 60216
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 1995, Numar persoane, 60252
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 1996, Numar persoane, 61873
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 1997, Numar persoane, 62723
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 1998, Numar persoane, 64569
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 1999, Numar persoane, 65182
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 2000, Numar persoane, 66257
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 2001, Numar persoane, 66156
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 2002, Numar persoane, 66227
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 2003, Numar persoane, 64641
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 2004, Numar persoane, 63517
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 2005, Numar persoane, 62448
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 2006, Numar persoane, 61813
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 2007, Numar persoane, 59654
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 2008, Numar persoane, 57379
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 2009, Numar persoane, 55295
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 2010, Numar persoane, 53499
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 2011, Numar persoane, 50621
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 2012, Numar persoane, 51582
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 2013, Numar persoane, 51393
65-69 ani, Masculin, Total, Regiunea SUD-EST, Anul 2014, Numar persoane, 52930
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 79112
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 81021
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 82931
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 82512
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 82519
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 82055
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 83873
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 82960
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 83242
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 82966
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 83881
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 81773
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 81666
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 80998
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 79311
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 74976
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 70936
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 67055
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 64895
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 61693
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 62889
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 65001
65-69 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 66788
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 53668
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 55259
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 56960
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 56216
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 55651
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 55065
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 55863
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 55189
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 55539
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 55987
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 57708
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 57602
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 58106
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 57334
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 55250
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 51304
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 48027
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 44591
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 44091
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 42335
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 43632
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 45604
65-69 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 48463
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 1992, Numar persoane, 86289
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 1993, Numar persoane, 88311
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 1994, Numar persoane, 90397
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 1995, Numar persoane, 91842
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 1996, Numar persoane, 93372
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 1997, Numar persoane, 93769
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 1998, Numar persoane, 96321
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 1999, Numar persoane, 96104
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 2000, Numar persoane, 97574
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 2001, Numar persoane, 98062
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 2002, Numar persoane, 100316
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 2003, Numar persoane, 100594
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 2004, Numar persoane, 102084
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 2005, Numar persoane, 102206
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 2006, Numar persoane, 101364
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 2007, Numar persoane, 97344
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 2008, Numar persoane, 91585
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 2009, Numar persoane, 85714
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 2010, Numar persoane, 80616
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 2011, Numar persoane, 74205
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 2012, Numar persoane, 74915
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 2013, Numar persoane, 74030
65-69 ani, Feminin, Total, Regiunea NORD-EST, Anul 2014, Numar persoane, 79024
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 1992, Numar persoane, 67303
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 1993, Numar persoane, 69077
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 1994, Numar persoane, 70786
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 1995, Numar persoane, 71149
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 1996, Numar persoane, 72853
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 1997, Numar persoane, 74094
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 1998, Numar persoane, 76295
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 1999, Numar persoane, 77082
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 2000, Numar persoane, 78721
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 2001, Numar persoane, 78894
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 2002, Numar persoane, 79521
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 2003, Numar persoane, 78720
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 2004, Numar persoane, 79007
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 2005, Numar persoane, 78406
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 2006, Numar persoane, 77923
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 2007, Numar persoane, 75423
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 2008, Numar persoane, 72518
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 2009, Numar persoane, 69336
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 2010, Numar persoane, 66711
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 2011, Numar persoane, 63298
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 2012, Numar persoane, 63651
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 2013, Numar persoane, 62939
65-69 ani, Feminin, Total, Regiunea SUD-EST, Anul 2014, Numar persoane, 65152
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 97854
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 99472
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 100788
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 101046
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 101349
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 101464
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 104308
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 103806
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 105114
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 105544
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 107759
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 105802
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 106694
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 106320
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 104424
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 98694
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 92864
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 86940
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 83635
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 79522
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 80657
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 82954
65-69 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 85495
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 69134
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 69511
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 70495
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 69645
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 68717
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 67979
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 69360
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 68683
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 69856
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 70486
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 72893
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 72696
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 73768
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 73244
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 71033
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 65867
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 61289
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 56616
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 55174
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 52474
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 53701
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 56281
65-69 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 59695
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 1992, Numar persoane, 15945
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 1993, Numar persoane, 16340
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 1994, Numar persoane, 17043
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 1995, Numar persoane, 17382
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 1996, Numar persoane, 17294
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 1997, Numar persoane, 17240
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 1998, Numar persoane, 18643
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 1999, Numar persoane, 16939
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 2000, Numar persoane, 17874
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 2001, Numar persoane, 17773
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 2002, Numar persoane, 18338
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 2003, Numar persoane, 18051
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 2004, Numar persoane, 17042
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 2005, Numar persoane, 16995
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 2006, Numar persoane, 16256
