
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 15111
52 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 14290
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 1992, Numar persoane, 23680
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 1993, Numar persoane, 22270
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 1994, Numar persoane, 19539
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 1995, Numar persoane, 17558
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 1996, Numar persoane, 16827
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 1997, Numar persoane, 17435
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 1998, Numar persoane, 14612
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 1999, Numar persoane, 19765
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 2000, Numar persoane, 16383
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 2001, Numar persoane, 22172
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 2002, Numar persoane, 26436
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 2003, Numar persoane, 25217
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 2004, Numar persoane, 24573
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 2005, Numar persoane, 24249
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 2006, Numar persoane, 23443
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 2007, Numar persoane, 24624
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 2008, Numar persoane, 26503
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 2009, Numar persoane, 25366
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 2010, Numar persoane, 24792
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 2011, Numar persoane, 24038
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 2012, Numar persoane, 23423
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 2013, Numar persoane, 22685
52 ani, Feminin, Total, Regiunea NORD-EST, Anul 2014, Numar persoane, 21525
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 1992, Numar persoane, 18364
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 1993, Numar persoane, 17536
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 1994, Numar persoane, 15631
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 1995, Numar persoane, 15282
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 1996, Numar persoane, 14691
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 1997, Numar persoane, 14994
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 1998, Numar persoane, 13297
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 1999, Numar persoane, 15911
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 2000, Numar persoane, 14184
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 2001, Numar persoane, 16840
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 2002, Numar persoane, 23331
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 2003, Numar persoane, 21202
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 2004, Numar persoane, 21077
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 2005, Numar persoane, 21070
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 2006, Numar persoane, 20960
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 2007, Numar persoane, 22218
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 2008, Numar persoane, 23542
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 2009, Numar persoane, 22681
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 2010, Numar persoane, 21657
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 2011, Numar persoane, 20460
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 2012, Numar persoane, 19272
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 2013, Numar persoane, 18529
52 ani, Feminin, Total, Regiunea SUD-EST, Anul 2014, Numar persoane, 17147
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 24346
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 22083
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 19037
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 17466
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 17615
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 19980
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 16916
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 19864
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 19936
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 20149
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 26032
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 23584
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 22818
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 22939
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 22537
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 23520
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 24462
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 23223
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 22087
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 21976
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 21060
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 20122
52 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 18437
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 15946
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 14104
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 12523
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 12261
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 11411
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 13995
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 10794
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 13722
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 14693
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 15063
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 16719
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 15847
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 14302
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 14978
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 14667
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 15830
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 16662
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 16175
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 15618
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 15204
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 14725
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 14639
52 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 13920
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 1992, Numar persoane, 21857
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 1993, Numar persoane, 21692
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 1994, Numar persoane, 20620
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 1995, Numar persoane, 17832
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 1996, Numar persoane, 16287
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 1997, Numar persoane, 15509
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 1998, Numar persoane, 15855
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 1999, Numar persoane, 13463
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 2000, Numar persoane, 17948
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 2001, Numar persoane, 15707
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 2002, Numar persoane, 19816
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 2003, Numar persoane, 24153
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 2004, Numar persoane, 23194
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 2005, Numar persoane, 23014
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 2006, Numar persoane, 22516
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 2007, Numar persoane, 22462
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 2008, Numar persoane, 23700
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 2009, Numar persoane, 25749
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 2010, Numar persoane, 24996
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 2011, Numar persoane, 24665
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 2012, Numar persoane, 24312
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 2013, Numar persoane, 23598
53 ani, Masculin, Total, Regiunea NORD-EST, Anul 2014, Numar persoane, 22861
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 1992, Numar persoane, 17476
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 1993, Numar persoane, 17599
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 1994, Numar persoane, 16992
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 1995, Numar persoane, 15004
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 1996, Numar persoane, 14548
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 1997, Numar persoane, 14143
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 1998, Numar persoane, 14529
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 1999, Numar persoane, 12698
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 2000, Numar persoane, 15189
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 2001, Numar persoane, 13834
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 2002, Numar persoane, 15770
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 2003, Numar persoane, 22058
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 2004, Numar persoane, 19956
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 2005, Numar persoane, 20078
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 2006, Numar persoane, 19845
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 2007, Numar persoane, 19626
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 2008, Numar persoane, 21342
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 2009, Numar persoane, 22776
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 2010, Numar persoane, 22197
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 2011, Numar persoane, 21178
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 2012, Numar persoane, 20134
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 2013, Numar persoane, 18786
53 ani, Masculin, Total, Regiunea SUD-EST, Anul 2014, Numar persoane, 18057
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 23130
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 22461
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 20505
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 17721
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 16676
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 16737
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 18546
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 15593
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 18546
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 18748
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 18613
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 24135
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 22213
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 21765
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 21783
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 21671
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 22404
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 23577
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 22491
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 21519
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 21571
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 20794
53 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 19909
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 16218
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 14532
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 12948
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 11937
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 11755
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 10932
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 13256
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 10236
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 12979
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 13911
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 14333
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 15793
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 15157
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 13441
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 14499
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 14264
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 15598
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 16248
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 15930
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 15482
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 14973
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 14678
53 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 14983
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 1992, Numar persoane, 23631
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 1993, Numar persoane, 23538
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 1994, Numar persoane, 22134
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 1995, Numar persoane, 19412
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 1996, Numar persoane, 17442
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 1997, Numar persoane, 16744
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 1998, Numar persoane, 17336
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 1999, Numar persoane, 14530
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 2000, Numar persoane, 19680
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 2001, Numar persoane, 16313
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 2002, Numar persoane, 22063
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 2003, Numar persoane, 26306
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 2004, Numar persoane, 25092
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 2005, Numar persoane, 24455
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 2006, Numar persoane, 24127
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 2007, Numar persoane, 23340
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 2008, Numar persoane, 24499
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 2009, Numar persoane, 26405
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 2010, Numar persoane, 25263
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 2011, Numar persoane, 24679
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 2012, Numar persoane, 23957
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 2013, Numar persoane, 23397
53 ani, Feminin, Total, Regiunea NORD-EST, Anul 2014, Numar persoane, 22761
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 1992, Numar persoane, 18533
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 1993, Numar persoane, 18268
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 1994, Numar persoane, 17434
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 1995, Numar persoane, 15541
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 1996, Numar persoane, 15186
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 1997, Numar persoane, 14582
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 1998, Numar persoane, 14888
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 1999, Numar persoane, 13208
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 2000, Numar persoane, 15828
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 2001, Numar persoane, 14110
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 2002, Numar persoane, 16725
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 2003, Numar persoane, 23210
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 2004, Numar persoane, 21081
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 2005, Numar persoane, 20982
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 2006, Numar persoane, 20952
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 2007, Numar persoane, 20827
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 2008, Numar persoane, 22122
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 2009, Numar persoane, 23431
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 2010, Numar persoane, 22559
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 2011, Numar persoane, 21556
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 2012, Numar persoane, 20373
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 2013, Numar persoane, 19199
53 ani, Feminin, Total, Regiunea SUD-EST, Anul 2014, Numar persoane, 18463
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 24518
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 24212
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 21950
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 18935
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 17374
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 17511
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 19878
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 16830
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 19777
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 19846
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 20048
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 25916
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 23516
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 22736
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 22838
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 22471
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 23474
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 24396
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 23164
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 21981
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 21899
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 20991
53 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 20029
53 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 17037
53 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 15865
53 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 14026
53 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 12456
53 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 12194
53 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 11352
53 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 13902
53 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 10728
53 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 13657
53 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 14645
53 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 15002
53 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 16611
53 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 15742
