
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
50 ani, Masculin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 19376
50 ani, Masculin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 18257
50 ani, Masculin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 17092
50 ani, Masculin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 16261
50 ani, Masculin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 15539
50 ani, Masculin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 14956
50 ani, Masculin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 14857
50 ani, Masculin, Total, Regiunea VEST, Anul 1992, Numar persoane, 11725
50 ani, Masculin, Total, Regiunea VEST, Anul 1993, Numar persoane, 10616
50 ani, Masculin, Total, Regiunea VEST, Anul 1994, Numar persoane, 9650
50 ani, Masculin, Total, Regiunea VEST, Anul 1995, Numar persoane, 10885
50 ani, Masculin, Total, Regiunea VEST, Anul 1996, Numar persoane, 9935
50 ani, Masculin, Total, Regiunea VEST, Anul 1997, Numar persoane, 12482
50 ani, Masculin, Total, Regiunea VEST, Anul 1998, Numar persoane, 13011
50 ani, Masculin, Total, Regiunea VEST, Anul 1999, Numar persoane, 13703
50 ani, Masculin, Total, Regiunea VEST, Anul 2000, Numar persoane, 14952
50 ani, Masculin, Total, Regiunea VEST, Anul 2001, Numar persoane, 14901
50 ani, Masculin, Total, Regiunea VEST, Anul 2002, Numar persoane, 14181
50 ani, Masculin, Total, Regiunea VEST, Anul 2003, Numar persoane, 14297
50 ani, Masculin, Total, Regiunea VEST, Anul 2004, Numar persoane, 14256
50 ani, Masculin, Total, Regiunea VEST, Anul 2005, Numar persoane, 15607
50 ani, Masculin, Total, Regiunea VEST, Anul 2006, Numar persoane, 16449
50 ani, Masculin, Total, Regiunea VEST, Anul 2007, Numar persoane, 15640
50 ani, Masculin, Total, Regiunea VEST, Anul 2008, Numar persoane, 14974
50 ani, Masculin, Total, Regiunea VEST, Anul 2009, Numar persoane, 14467
50 ani, Masculin, Total, Regiunea VEST, Anul 2010, Numar persoane, 13682
50 ani, Masculin, Total, Regiunea VEST, Anul 2011, Numar persoane, 13582
50 ani, Masculin, Total, Regiunea VEST, Anul 2012, Numar persoane, 12635
50 ani, Masculin, Total, Regiunea VEST, Anul 2013, Numar persoane, 11685
50 ani, Masculin, Total, Regiunea VEST, Anul 2014, Numar persoane, 11858
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 17231
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 16309
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 14881
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 17020
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 15427
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 17485
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 17066
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 17375
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 18938
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 20117
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 19813
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 19874
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 19314
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 20415
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 21733
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 20835
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 20682
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 19748
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 19094
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 18205
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 17473
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 16653
50 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 16639
50 ani, Feminin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 14719
50 ani, Feminin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 14153
50 ani, Feminin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 13132
50 ani, Feminin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 14506
50 ani, Feminin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 12565
50 ani, Feminin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 14574
50 ani, Feminin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 14353
50 ani, Feminin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 15228
50 ani, Feminin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 17950
50 ani, Feminin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 18390
50 ani, Feminin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 18484
50 ani, Feminin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 18983
50 ani, Feminin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 19058
50 ani, Feminin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 20292
50 ani, Feminin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 21702
50 ani, Feminin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 21030
50 ani, Feminin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 20250
50 ani, Feminin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 19335
50 ani, Feminin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 17846
50 ani, Feminin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 17034
50 ani, Feminin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 16132
50 ani, Feminin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 15547
50 ani, Feminin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 15423
50 ani, Feminin, Total, Regiunea VEST, Anul 1992, Numar persoane, 12118
50 ani, Feminin, Total, Regiunea VEST, Anul 1993, Numar persoane, 10993
50 ani, Feminin, Total, Regiunea VEST, Anul 1994, Numar persoane, 9981
50 ani, Feminin, Total, Regiunea VEST, Anul 1995, Numar persoane, 11160
50 ani, Feminin, Total, Regiunea VEST, Anul 1996, Numar persoane, 10232
50 ani, Feminin, Total, Regiunea VEST, Anul 1997, Numar persoane, 12897
50 ani, Feminin, Total, Regiunea VEST, Anul 1998, Numar persoane, 13609
50 ani, Feminin, Total, Regiunea VEST, Anul 1999, Numar persoane, 14011
50 ani, Feminin, Total, Regiunea VEST, Anul 2000, Numar persoane, 15197
50 ani, Feminin, Total, Regiunea VEST, Anul 2001, Numar persoane, 15468
50 ani, Feminin, Total, Regiunea VEST, Anul 2002, Numar persoane, 15000
50 ani, Feminin, Total, Regiunea VEST, Anul 2003, Numar persoane, 14970
50 ani, Feminin, Total, Regiunea VEST, Anul 2004, Numar persoane, 14715
50 ani, Feminin, Total, Regiunea VEST, Anul 2005, Numar persoane, 16503
50 ani, Feminin, Total, Regiunea VEST, Anul 2006, Numar persoane, 17286
50 ani, Feminin, Total, Regiunea VEST, Anul 2007, Numar persoane, 16496
50 ani, Feminin, Total, Regiunea VEST, Anul 2008, Numar persoane, 16237
50 ani, Feminin, Total, Regiunea VEST, Anul 2009, Numar persoane, 15523
50 ani, Feminin, Total, Regiunea VEST, Anul 2010, Numar persoane, 14087
50 ani, Feminin, Total, Regiunea VEST, Anul 2011, Numar persoane, 13122
50 ani, Feminin, Total, Regiunea VEST, Anul 2012, Numar persoane, 12610
50 ani, Feminin, Total, Regiunea VEST, Anul 2013, Numar persoane, 11849
50 ani, Feminin, Total, Regiunea VEST, Anul 2014, Numar persoane, 11865
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 16154
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 16284
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 15306
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 13942
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 16007
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 14389
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 16598
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 16481
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 16749
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 17748
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 19309
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 18912
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 19038
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 18340
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 19547
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 20895
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 20218
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 19983
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 19020
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 18578
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 17799
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 17087
51 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 16069
51 ani, Masculin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 14380
51 ani, Masculin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 14500
51 ani, Masculin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 14039
51 ani, Masculin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 13018
51 ani, Masculin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 14223
51 ani, Masculin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 12508
51 ani, Masculin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 14475
51 ani, Masculin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 14334
51 ani, Masculin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 15500
51 ani, Masculin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 18072
51 ani, Masculin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 18471
51 ani, Masculin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 18374
51 ani, Masculin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 18985
51 ani, Masculin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 19182
51 ani, Masculin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 19782
51 ani, Masculin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 20693
51 ani, Masculin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 19856
51 ani, Masculin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 19195
51 ani, Masculin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 18078
51 ani, Masculin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 16929
51 ani, Masculin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 16122
51 ani, Masculin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 15413
51 ani, Masculin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 14826
51 ani, Masculin, Total, Regiunea VEST, Anul 1992, Numar persoane, 12434
51 ani, Masculin, Total, Regiunea VEST, Anul 1993, Numar persoane, 11521
51 ani, Masculin, Total, Regiunea VEST, Anul 1994, Numar persoane, 10426
51 ani, Masculin, Total, Regiunea VEST, Anul 1995, Numar persoane, 9484
51 ani, Masculin, Total, Regiunea VEST, Anul 1996, Numar persoane, 10714
51 ani, Masculin, Total, Regiunea VEST, Anul 1997, Numar persoane, 9751
51 ani, Masculin, Total, Regiunea VEST, Anul 1998, Numar persoane, 12296
51 ani, Masculin, Total, Regiunea VEST, Anul 1999, Numar persoane, 12813
51 ani, Masculin, Total, Regiunea VEST, Anul 2000, Numar persoane, 13503
51 ani, Masculin, Total, Regiunea VEST, Anul 2001, Numar persoane, 14747
51 ani, Masculin, Total, Regiunea VEST, Anul 2002, Numar persoane, 14745
51 ani, Masculin, Total, Regiunea VEST, Anul 2003, Numar persoane, 14014
51 ani, Masculin, Total, Regiunea VEST, Anul 2004, Numar persoane, 14128
51 ani, Masculin, Total, Regiunea VEST, Anul 2005, Numar persoane, 14096
51 ani, Masculin, Total, Regiunea VEST, Anul 2006, Numar persoane, 15425
51 ani, Masculin, Total, Regiunea VEST, Anul 2007, Numar persoane, 16248
51 ani, Masculin, Total, Regiunea VEST, Anul 2008, Numar persoane, 15475
51 ani, Masculin, Total, Regiunea VEST, Anul 2009, Numar persoane, 14833
51 ani, Masculin, Total, Regiunea VEST, Anul 2010, Numar persoane, 14315
51 ani, Masculin, Total, Regiunea VEST, Anul 2011, Numar persoane, 13544
51 ani, Masculin, Total, Regiunea VEST, Anul 2012, Numar persoane, 13450
51 ani, Masculin, Total, Regiunea VEST, Anul 2013, Numar persoane, 12533
51 ani, Masculin, Total, Regiunea VEST, Anul 2014, Numar persoane, 11600
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 16603
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 17111
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 16223
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 14781
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 16904
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 15310
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 17389
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 16966
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 17273
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 18849
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 19971
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 19702
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 19748
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 19198
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 20324
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 21643
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 20765
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 20604
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 19671
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 19029
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 18152
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 17402
51 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 16598
51 ani, Feminin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 14513
51 ani, Feminin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 14607
51 ani, Feminin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 14055
51 ani, Feminin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 13045
51 ani, Feminin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 14430
51 ani, Feminin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 12481
51 ani, Feminin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 14478
51 ani, Feminin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 14250
51 ani, Feminin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 15118
51 ani, Feminin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 17873
51 ani, Feminin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 18317
51 ani, Feminin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 18380
51 ani, Feminin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 18894
51 ani, Feminin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 18979
51 ani, Feminin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 20194
51 ani, Feminin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 21567
51 ani, Feminin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 20935
51 ani, Feminin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 20187
51 ani, Feminin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 19253
51 ani, Feminin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 17775
51 ani, Feminin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 16980
51 ani, Feminin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 16077
51 ani, Feminin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 15492
51 ani, Feminin, Total, Regiunea VEST, Anul 1992, Numar persoane, 12645
51 ani, Feminin, Total, Regiunea VEST, Anul 1993, Numar persoane, 12033
51 ani, Feminin, Total, Regiunea VEST, Anul 1994, Numar persoane, 10887
51 ani, Feminin, Total, Regiunea VEST, Anul 1995, Numar persoane, 9908
51 ani, Feminin, Total, Regiunea VEST, Anul 1996, Numar persoane, 11075
51 ani, Feminin, Total, Regiunea VEST, Anul 1997, Numar persoane, 10143
51 ani, Feminin, Total, Regiunea VEST, Anul 1998, Numar persoane, 12798
51 ani, Feminin, Total, Regiunea VEST, Anul 1999, Numar persoane, 13522
51 ani, Feminin, Total, Regiunea VEST, Anul 2000, Numar persoane, 13899
51 ani, Feminin, Total, Regiunea VEST, Anul 2001, Numar persoane, 15084
51 ani, Feminin, Total, Regiunea VEST, Anul 2002, Numar persoane, 15392
51 ani, Feminin, Total, Regiunea VEST, Anul 2003, Numar persoane, 14922
51 ani, Feminin, Total, Regiunea VEST, Anul 2004, Numar persoane, 14917
51 ani, Feminin, Total, Regiunea VEST, Anul 2005, Numar persoane, 14632
51 ani, Feminin, Total, Regiunea VEST, Anul 2006, Numar persoane, 16430
51 ani, Feminin, Total, Regiunea VEST, Anul 2007, Numar persoane, 17192
51 ani, Feminin, Total, Regiunea VEST, Anul 2008, Numar persoane, 16417
51 ani, Feminin, Total, Regiunea VEST, Anul 2009, Numar persoane, 16159
51 ani, Feminin, Total, Regiunea VEST, Anul 2010, Numar persoane, 15448
51 ani, Feminin, Total, Regiunea VEST, Anul 2011, Numar persoane, 14006
51 ani, Feminin, Total, Regiunea VEST, Anul 2012, Numar persoane, 13059
51 ani, Feminin, Total, Regiunea VEST, Anul 2013, Numar persoane, 12574
51 ani, Feminin, Total, Regiunea VEST, Anul 2014, Numar persoane, 11806
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 17084
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 15887
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 16003
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 15055
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 13716
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 15717
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 14162
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 16332
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 16291
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 16538
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 17509
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 18983
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 18631
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 18762
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 18098
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 19282
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 20657
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 19972
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 19756
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 18817
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 18399
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 17619
52 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 16917
52 ani, Masculin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 15465
52 ani, Masculin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 14136
52 ani, Masculin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 14253
52 ani, Masculin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 13815
52 ani, Masculin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 12809
52 ani, Masculin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 13994
52 ani, Masculin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 12311
52 ani, Masculin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 14292
52 ani, Masculin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 14167
52 ani, Masculin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 15334
52 ani, Masculin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 17863
52 ani, Masculin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 18215
