
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
2 ani, Feminin, Total, Covasna, Anul 1999, Numar persoane, 1251
2 ani, Feminin, Total, Covasna, Anul 2000, Numar persoane, 1297
2 ani, Feminin, Total, Covasna, Anul 2001, Numar persoane, 1245
2 ani, Feminin, Total, Covasna, Anul 2002, Numar persoane, 1311
2 ani, Feminin, Total, Covasna, Anul 2003, Numar persoane, 1302
2 ani, Feminin, Total, Covasna, Anul 2004, Numar persoane, 1241
2 ani, Feminin, Total, Covasna, Anul 2005, Numar persoane, 1249
2 ani, Feminin, Total, Covasna, Anul 2006, Numar persoane, 1201
2 ani, Feminin, Total, Covasna, Anul 2007, Numar persoane, 1279
2 ani, Feminin, Total, Covasna, Anul 2008, Numar persoane, 1401
2 ani, Feminin, Total, Covasna, Anul 2009, Numar persoane, 1340
2 ani, Feminin, Total, Covasna, Anul 2010, Numar persoane, 1246
2 ani, Feminin, Total, Covasna, Anul 2011, Numar persoane, 1289
2 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1225
2 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 1847
2 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 1844
2 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 1886
2 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 1820
2 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 1834
2 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 1831
2 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 1707
2 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 1707
2 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 1758
2 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 1901
2 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 1900
2 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 1792
2 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 1838
2 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1745
2 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 3054
2 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 3146
2 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 3283
2 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 3162
2 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 3291
2 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 3110
2 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 3121
2 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 3199
2 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 3180
2 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 3310
2 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 3136
2 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 3128
2 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 3236
2 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 3136
3 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 1229
3 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 1274
3 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 1315
3 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 1273
3 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 1300
3 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 1388
3 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 1373
3 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 1282
3 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 1324
3 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 1363
3 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 1391
3 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 1400
3 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 1246
3 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1315
3 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 1878
3 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 1817
3 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 2019
3 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 1913
3 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 1905
3 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 1965
3 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 1825
3 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 1822
3 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 1826
3 ani, Masculin, Total, Harghita, Anul 2008, Numar persoane, 1842
3 ani, Masculin, Total, Harghita, Anul 2009, Numar persoane, 1899
3 ani, Masculin, Total, Harghita, Anul 2010, Numar persoane, 1941
3 ani, Masculin, Total, Harghita, Anul 2011, Numar persoane, 1884
3 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 1878
3 ani, Masculin, Total, Mures, Anul 1999, Numar persoane, 3211
3 ani, Masculin, Total, Mures, Anul 2000, Numar persoane, 3189
3 ani, Masculin, Total, Mures, Anul 2001, Numar persoane, 3368
3 ani, Masculin, Total, Mures, Anul 2002, Numar persoane, 3307
3 ani, Masculin, Total, Mures, Anul 2003, Numar persoane, 3370
3 ani, Masculin, Total, Mures, Anul 2004, Numar persoane, 3576
3 ani, Masculin, Total, Mures, Anul 2005, Numar persoane, 3275
3 ani, Masculin, Total, Mures, Anul 2006, Numar persoane, 3322
3 ani, Masculin, Total, Mures, Anul 2007, Numar persoane, 3320
3 ani, Masculin, Total, Mures, Anul 2008, Numar persoane, 3369
3 ani, Masculin, Total, Mures, Anul 2009, Numar persoane, 3473
3 ani, Masculin, Total, Mures, Anul 2010, Numar persoane, 3356
3 ani, Masculin, Total, Mures, Anul 2011, Numar persoane, 3341
3 ani, Masculin, Total, Mures, Anul 2012, Numar persoane, 3435
3 ani, Feminin, Total, Covasna, Anul 1999, Numar persoane, 1199
3 ani, Feminin, Total, Covasna, Anul 2000, Numar persoane, 1248
3 ani, Feminin, Total, Covasna, Anul 2001, Numar persoane, 1292
3 ani, Feminin, Total, Covasna, Anul 2002, Numar persoane, 1242
3 ani, Feminin, Total, Covasna, Anul 2003, Numar persoane, 1300
3 ani, Feminin, Total, Covasna, Anul 2004, Numar persoane, 1296
3 ani, Feminin, Total, Covasna, Anul 2005, Numar persoane, 1240
3 ani, Feminin, Total, Covasna, Anul 2006, Numar persoane, 1246
3 ani, Feminin, Total, Covasna, Anul 2007, Numar persoane, 1201
3 ani, Feminin, Total, Covasna, Anul 2008, Numar persoane, 1280
3 ani, Feminin, Total, Covasna, Anul 2009, Numar persoane, 1392
3 ani, Feminin, Total, Covasna, Anul 2010, Numar persoane, 1346
3 ani, Feminin, Total, Covasna, Anul 2011, Numar persoane, 1244
3 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1284
3 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 1822
3 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 1847
3 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 1844
3 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 1875
3 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 1812
3 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 1823
3 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 1823
3 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 1702
3 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 1707
3 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 1758
3 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 1908
3 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 1894
3 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 1789
3 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1835
3 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 2881
3 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 3045
3 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 3141
3 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 3280
3 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 3166
3 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 3301
3 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 3107
3 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 3117
3 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 3206
3 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 3172
3 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 3292
3 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 3133
3 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 3141
3 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 3230
4 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 1212
4 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 1224
4 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 1267
4 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 1314
4 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 1271
4 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 1299
4 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 1381
4 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 1374
4 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 1286
4 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 1321
4 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 1365
4 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 1389
4 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 1395
4 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1242
4 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 1887
4 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 1877
4 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 1814
4 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 2015
4 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 1909
4 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 1901
4 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 1958
4 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 1823
4 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 1819
4 ani, Masculin, Total, Harghita, Anul 2008, Numar persoane, 1824
4 ani, Masculin, Total, Harghita, Anul 2009, Numar persoane, 1839
4 ani, Masculin, Total, Harghita, Anul 2010, Numar persoane, 1894
4 ani, Masculin, Total, Harghita, Anul 2011, Numar persoane, 1931
4 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 1876
4 ani, Masculin, Total, Mures, Anul 1999, Numar persoane, 3496
4 ani, Masculin, Total, Mures, Anul 2000, Numar persoane, 3202
4 ani, Masculin, Total, Mures, Anul 2001, Numar persoane, 3198
4 ani, Masculin, Total, Mures, Anul 2002, Numar persoane, 3364
4 ani, Masculin, Total, Mures, Anul 2003, Numar persoane, 3305
4 ani, Masculin, Total, Mures, Anul 2004, Numar persoane, 3370
4 ani, Masculin, Total, Mures, Anul 2005, Numar persoane, 3582
4 ani, Masculin, Total, Mures, Anul 2006, Numar persoane, 3275
4 ani, Masculin, Total, Mures, Anul 2007, Numar persoane, 3323
4 ani, Masculin, Total, Mures, Anul 2008, Numar persoane, 3326
4 ani, Masculin, Total, Mures, Anul 2009, Numar persoane, 3361
4 ani, Masculin, Total, Mures, Anul 2010, Numar persoane, 3468
4 ani, Masculin, Total, Mures, Anul 2011, Numar persoane, 3356
4 ani, Masculin, Total, Mures, Anul 2012, Numar persoane, 3333
4 ani, Feminin, Total, Covasna, Anul 1999, Numar persoane, 1156
4 ani, Feminin, Total, Covasna, Anul 2000, Numar persoane, 1199
4 ani, Feminin, Total, Covasna, Anul 2001, Numar persoane, 1249
4 ani, Feminin, Total, Covasna, Anul 2002, Numar persoane, 1298
4 ani, Feminin, Total, Covasna, Anul 2003, Numar persoane, 1242
4 ani, Feminin, Total, Covasna, Anul 2004, Numar persoane, 1299
4 ani, Feminin, Total, Covasna, Anul 2005, Numar persoane, 1288
4 ani, Feminin, Total, Covasna, Anul 2006, Numar persoane, 1236
4 ani, Feminin, Total, Covasna, Anul 2007, Numar persoane, 1245
4 ani, Feminin, Total, Covasna, Anul 2008, Numar persoane, 1203
4 ani, Feminin, Total, Covasna, Anul 2009, Numar persoane, 1282
4 ani, Feminin, Total, Covasna, Anul 2010, Numar persoane, 1386
4 ani, Feminin, Total, Covasna, Anul 2011, Numar persoane, 1341
4 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1241
4 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 1905
4 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 1820
4 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 1844
4 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 1837
4 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 1875
4 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 1811
4 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 1817
4 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 1821
4 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 1693
4 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 1706
4 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 1755
4 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 1900
4 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 1894
4 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1787
4 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 3313
4 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 2871
4 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 3037
4 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 3141
4 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 3281
4 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 3176
4 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 3304
4 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 3111
4 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 3119
4 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 3195
4 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 3155
4 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 3285
4 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 3118
4 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 3131
5- 9 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 7710
5- 9 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 6829
5- 9 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 6396
5- 9 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 6326
5- 9 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 6264
5- 9 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 6288
5- 9 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 6358
5- 9 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 6514
5- 9 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 6624
5- 9 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 6606
5- 9 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 6644
5- 9 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 6723
5- 9 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 6707
5- 9 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 6701
5- 9 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 11366
5- 9 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 10421
5- 9 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 9927
5- 9 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 9512
5- 9 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 9347
5- 9 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 9425
5- 9 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 9457
5- 9 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 9542
5- 9 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 9557
5- 9 ani, Masculin, Total, Harghita, Anul 2008, Numar persoane, 9370
5- 9 ani, Masculin, Total, Harghita, Anul 2009, Numar persoane, 9274
5- 9 ani, Masculin, Total, Harghita, Anul 2010, Numar persoane, 9208
5- 9 ani, Masculin, Total, Harghita, Anul 2011, Numar persoane, 9148
5- 9 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 9279
5- 9 ani, Masculin, Total, Mures, Anul 1999, Numar persoane, 19653
5- 9 ani, Masculin, Total, Mures, Anul 2000, Numar persoane, 18362
5- 9 ani, Masculin, Total, Mures, Anul 2001, Numar persoane, 17334
5- 9 ani, Masculin, Total, Mures, Anul 2002, Numar persoane, 16827
5- 9 ani, Masculin, Total, Mures, Anul 2003, Numar persoane, 16586
5- 9 ani, Masculin, Total, Mures, Anul 2004, Numar persoane, 16583
5- 9 ani, Masculin, Total, Mures, Anul 2005, Numar persoane, 16449
5- 9 ani, Masculin, Total, Mures, Anul 2006, Numar persoane, 16840
5- 9 ani, Masculin, Total, Mures, Anul 2007, Numar persoane, 16879
5- 9 ani, Masculin, Total, Mures, Anul 2008, Numar persoane, 16817
5- 9 ani, Masculin, Total, Mures, Anul 2009, Numar persoane, 16810
5- 9 ani, Masculin, Total, Mures, Anul 2010, Numar persoane, 16815
5- 9 ani, Masculin, Total, Mures, Anul 2011, Numar persoane, 16692
5- 9 ani, Masculin, Total, Mures, Anul 2012, Numar persoane, 16781
5- 9 ani, Feminin, Total, Covasna, Anul 1999, Numar persoane, 7393
5- 9 ani, Feminin, Total, Covasna, Anul 2000, Numar persoane, 6622
5- 9 ani, Feminin, Total, Covasna, Anul 2001, Numar persoane, 6137
5- 9 ani, Feminin, Total, Covasna, Anul 2002, Numar persoane, 6065
5- 9 ani, Feminin, Total, Covasna, Anul 2003, Numar persoane, 6084
5- 9 ani, Feminin, Total, Covasna, Anul 2004, Numar persoane, 6140
5- 9 ani, Feminin, Total, Covasna, Anul 2005, Numar persoane, 6285
5- 9 ani, Feminin, Total, Covasna, Anul 2006, Numar persoane, 6375
5- 9 ani, Feminin, Total, Covasna, Anul 2007, Numar persoane, 6357
5- 9 ani, Feminin, Total, Covasna, Anul 2008, Numar persoane, 6301
5- 9 ani, Feminin, Total, Covasna, Anul 2009, Numar persoane, 6225
5- 9 ani, Feminin, Total, Covasna, Anul 2010, Numar persoane, 6226
5- 9 ani, Feminin, Total, Covasna, Anul 2011, Numar persoane, 6333
5- 9 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 6434
5- 9 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 10886
5- 9 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 10080
5- 9 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 9507
5- 9 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 9231
5- 9 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 9116
5- 9 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 9209
5- 9 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 9121
5- 9 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 9117
5- 9 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 9104
5- 9 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 8956
5- 9 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 8804
5- 9 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 8733
5- 9 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 8815
5- 9 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 8900
5- 9 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 18605
5- 9 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 17340
5- 9 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 16160
5- 9 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 15768
5- 9 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 15542
5- 9 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 15676
5- 9 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 15525
5- 9 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 15954
5- 9 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 16022
5- 9 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 15968
5- 9 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 15857
5- 9 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 15828
5- 9 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 15809
5- 9 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 15818
5 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 1237
5 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 1215
5 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 1220
5 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 1268
5 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 1310
5 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 1272
5 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 1298
5 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 1379
5 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 1372
5 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 1284
5 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 1318
5 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 1371
5 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 1370
5 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1387
5 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 1849
5 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 1876
