Nem,Életkor,Város,Iskola,Háztartás,Vallás,Jövedelem,Munkaviszonya,Lakhely,Rászorulók segítése,,
férfi,45-54,Igen,középiskola,4,3,1000 - 1999,Vállalkozó,Udvarhelyszék,4,,
nő,15-24,Igen,középiskola,3,4,1000 - 1999,Tanuló / diák,Udvarhelyszék,4,,
nő,15-24,Nem,felsőfokú,4,3,1000 - 1999,Tanuló / diák,Udvarhelyszék,6,,
nő,25-34,Igen,felsőfokú,3,3,1000 - 1999,Alkalmazott,Bardóc-Miklósvárszék,6,,
férfi,65-74,Nem,középiskola,2,2,1000 - 1999,Nyugdíjas,Marosszék,4,,
nő,15-24,Igen,felsőfokú,2,2,2000 - 2999,Alkalmazott,Sepsiszék,6,,
nő,35-44,Nem,felsőfokú,4,0,999 RON -,Alkalmazott,Kézdiszék,5,,
nő,25-34,Igen,felsőfokú,4,3,999 RON -,Egyéb,Csíkszék,4,,
nő,55-64,Igen,felsőfokú,egyedül él,1,2000 - 2999,Alkalmazott,Udvarhelyszék,7,,
férfi,25-34,Igen,felsőfokú,egyedül él,4,3000 RON +,Alkalmazott,Udvarhelyszék,4,,
férfi,15-24,Nem,középiskola,4,3,1000 - 1999,Tanuló / diák,Udvarhelyszék,3,,
nő,25-34,Igen,felsőfokú,4,2,1000 - 1999,Alkalmazott,Csíkszék,6,,
nő,35-44,Igen,felsőfokú,2,-1,1000 - 1999,Alkalmazott,Csíkszék,6,,
nő,15-24,Nem,felsőfokú,2,4,999 RON -,Alkalmazott,Csíkszék,4,,
nő,35-44,Nem,felsőfokú,3,3,1000 - 1999,Alkalmazott,Csíkszék,4,,
nő,55-64,Igen,felsőfokú,5 +,4,1000 - 1999,Nyugdíjas,Bardóc-Miklósvárszék,7,,
férfi,45-54,Igen,felsőfokú,4,-1,1000 - 1999,Alkalmazott,Kézdiszék,3,,
nő,15-24,Igen,felsőfokú,3,3,1000 - 1999,Alkalmazott,Csíkszék,8,,
nő,15-24,Nem,középiskola,4,4,2000 - 2999,Alkalmazott,Gyergyószék,6,,
nő,15-24,Nem,középiskola,3,2,999 RON -,Alkalmazott,Csíkszék,4,,
férfi,45-54,Igen,felsőfokú,3,4,1000 - 1999,Alkalmazott,Udvarhelyszék,6,,
férfi,15-24,Igen,középiskola,3,3,1000 - 1999,Tanuló / diák,Udvarhelyszék,4,,
nő,35-44,Igen,középiskola,4,3,1000 - 1999,Alkalmazott,Kézdiszék,7,,
nő,45-54,Igen,középiskola,3,1,999 RON -,Alkalmazott,Sepsiszék,4,,
nő,25-34,Nem,felsőfokú,4,4,1000 - 1999,Alkalmazott,Sepsiszék,5,,
férfi,25-34,Igen,középiskola,3,0,1000 - 1999,Vállalkozó,Csíkszék,4,,
nő,15-24,Nem,középiskola,2,3,999 RON -,Tanuló / diák,Csíkszék,4,,
nő,25-34,Nem,felsőfokú,3,2,1000 - 1999,Alkalmazott,Bardóc-Miklósvárszék,6,,
nő,25-34,Nem,középiskola,3,3,1000 - 1999,Egyéb,Udvarhelyszék,6,,
férfi,25-34,Igen,felsőfokú,2,2,1000 - 1999,Alkalmazott,Csíkszék,3,,
nő,35-44,Igen,felsőfokú,3,2,2000 - 2999,Alkalmazott,Udvarhelyszék,5,,
nő,25-34,Nem,középiskola,3,3,999 RON -,Egyéb,Csíkszék,4,,
férfi,25-34,Igen,felsőfokú,egyedül él,1,3000 RON +,Alkalmazott,Marosszék,3,,
férfi,25-34,Igen,felsőfokú,3,4,1000 - 1999,Alkalmazott,Marosszék,4,,
férfi,25-34,Nem,középiskola,4,1,999 RON -,Alkalmazott,Sepsiszék,4,,
nő,45-54,Igen,középiskola,5 +,4,1000 - 1999,Alkalmazott,Udvarhelyszék,7,,
nő,15-24,Nem,felsőfokú,3,3,1000 - 1999,Alkalmazott,Csíkszék,6,,
férfi,15-24,Nem,felsőfokú,5 +,0,1000 - 1999,Tanuló / diák,Csíkszék,3,,
férfi,25-34,Igen,felsőfokú,4,4,1000 - 1999,Alkalmazott,Udvarhelyszék,4,,
férfi,25-34,Igen,felsőfokú,3,4,3000 RON +,Alkalmazott,Csíkszék,3,,
nő,15-24,Igen,felsőfokú,3,1,999 RON -,Tanuló / diák,Kézdiszék,5,,
férfi,15-24,Nem,középiskola,5 +,3,1000 - 1999,Munkanélküli,Udvarhelyszék,1,,
nő,35-44,Igen,felsőfokú,3,0,999 RON -,Vállalkozó,Marosszék,5,,
férfi,15-24,Igen,középiskola,3,3,1000 - 1999,Tanuló / diák,Marosszék,4,,
