year,temp_avg,temp_mean,temp_mean80,temp_delta,temp_delta80,varos,value
1993,10.2,11.2,21.3,-1.1,0.1,MIHAIL KOGALNICEANU,1
1994,11.8,11.2,21.3,0.6,0.9,MIHAIL KOGALNICEANU,1
1995,10.8,11.2,21.3,-0.4,0.1,MIHAIL KOGALNICEANU,1
1997,9.9,11.2,21.3,-1.3,-1.5,MIHAIL KOGALNICEANU,1
1998,11.2,11.2,21.3,-0.0,1.5,MIHAIL KOGALNICEANU,1
1999,12.1,11.2,21.3,0.9,1.0,MIHAIL KOGALNICEANU,1
2000,12.0,11.2,21.3,0.8,1.7,MIHAIL KOGALNICEANU,1
2001,11.9,11.2,21.3,0.7,2.8,MIHAIL KOGALNICEANU,1
2002,12.1,11.2,21.3,0.9,1.0,MIHAIL KOGALNICEANU,1
2003,10.8,11.2,21.3,-0.5,2.3,MIHAIL KOGALNICEANU,1
2004,11.1,11.2,21.3,-0.1,-0.2,MIHAIL KOGALNICEANU,1
2005,11.0,11.2,21.3,-0.2,1.1,MIHAIL KOGALNICEANU,1
2006,11.1,11.2,21.3,-0.1,1.4,MIHAIL KOGALNICEANU,1
2007,12.4,11.2,21.3,1.2,2.8,MIHAIL KOGALNICEANU,1
2008,12.4,11.2,21.3,1.2,3.1,MIHAIL KOGALNICEANU,1
2009,12.3,11.2,21.3,1.1,1.2,MIHAIL KOGALNICEANU,1
2010,12.0,11.2,21.3,0.8,4.8,MIHAIL KOGALNICEANU,1
2011,11.1,11.2,21.3,-0.1,1.6,MIHAIL KOGALNICEANU,1
2012,12.5,11.2,21.3,1.3,3.0,MIHAIL KOGALNICEANU,1
2013,12.4,11.2,21.3,1.2,2.6,MIHAIL KOGALNICEANU,1
2014,12.2,11.2,21.3,1.0,2.7,MIHAIL KOGALNICEANU,1
2015,12.3,11.2,21.3,1.1,3.1,MIHAIL KOGALNICEANU,1
2016,12.4,11.2,21.3,1.1,3.0,MIHAIL KOGALNICEANU,1
2017,12.2,11.2,21.3,1.0,3.3,MIHAIL KOGALNICEANU,1
2018,12.1,11.2,21.3,0.9,3.5,MIHAIL KOGALNICEANU,1
2019,14.2,12.8,21.3,1.5,2.7,MIHAIL KOGALNICEANU,1
1977,6.6,8.3,,-1.3,,SZENTGOTTHARD/FARKASFA,1
1978,8.0,9.7,19.0,-1.7,-1.5,SZENTGOTTHARD/FARKASFA,1
1979,8.6,9.4,19.0,-0.8,-0.6,SZENTGOTTHARD/FARKASFA,1
1980,8.4,10.2,19.0,-1.7,-1.0,SZENTGOTTHARD/FARKASFA,1
1981,8.8,9.6,19.0,-0.7,-0.4,SZENTGOTTHARD/FARKASFA,1
1982,9.3,9.8,19.0,-0.5,0.5,SZENTGOTTHARD/FARKASFA,1
1983,10.2,10.3,19.0,0.1,1.8,SZENTGOTTHARD/FARKASFA,1
1984,8.2,9.4,19.6,-1.3,-1.4,SZENTGOTTHARD/FARKASFA,1
1985,8.4,9.7,19.0,-1.3,-0.2,SZENTGOTTHARD/FARKASFA,1
1986,8.9,9.9,19.0,-1.0,-0.3,SZENTGOTTHARD/FARKASFA,1
1987,7.9,9.5,18.6,-1.5,0.8,SZENTGOTTHARD/FARKASFA,1
1988,9.4,9.8,19.0,-0.4,1.3,SZENTGOTTHARD/FARKASFA,1
1989,9.6,9.7,19.0,-0.0,-0.2,SZENTGOTTHARD/FARKASFA,1
1990,9.8,9.7,19.0,0.0,-0.6,SZENTGOTTHARD/FARKASFA,1
1991,8.6,9.8,19.0,-1.2,0.5,SZENTGOTTHARD/FARKASFA,1
1992,10.3,9.8,19.0,0.5,1.1,SZENTGOTTHARD/FARKASFA,1
1993,8.8,9.4,19.0,-0.6,0.1,SZENTGOTTHARD/FARKASFA,1
1994,9.8,9.5,19.0,0.3,1.9,SZENTGOTTHARD/FARKASFA,1
1995,9.2,9.5,19.0,-0.3,1.0,SZENTGOTTHARD/FARKASFA,1
1996,8.4,10.2,19.0,-1.8,-0.5,SZENTGOTTHARD/FARKASFA,1
1997,7.4,8.2,19.0,-0.8,-0.2,SZENTGOTTHARD/FARKASFA,1
1998,9.4,10.0,19.0,-0.6,0.5,SZENTGOTTHARD/FARKASFA,1
1999,9.7,10.0,19.0,-0.4,0.9,SZENTGOTTHARD/FARKASFA,1
2000,10.9,10.0,19.0,0.9,0.7,SZENTGOTTHARD/FARKASFA,1
2001,10.1,10.0,19.0,0.0,0.8,SZENTGOTTHARD/FARKASFA,1
2002,10.7,10.0,19.0,0.7,2.4,SZENTGOTTHARD/FARKASFA,1
2003,10.1,10.0,19.0,0.1,3.0,SZENTGOTTHARD/FARKASFA,1
2004,9.3,10.0,19.0,-0.8,-0.1,SZENTGOTTHARD/FARKASFA,1
2005,9.2,10.0,19.0,-0.8,0.6,SZENTGOTTHARD/FARKASFA,1
2006,9.7,10.0,19.0,-0.3,2.4,SZENTGOTTHARD/FARKASFA,1
2007,10.6,10.0,19.0,0.5,2.4,SZENTGOTTHARD/FARKASFA,1
2008,10.6,10.0,19.0,0.6,1.1,SZENTGOTTHARD/FARKASFA,1
2009,10.1,10.0,19.0,0.1,0.5,SZENTGOTTHARD/FARKASFA,1
2010,9.3,10.0,19.0,-0.8,1.8,SZENTGOTTHARD/FARKASFA,1
2011,9.9,10.0,19.0,-0.2,0.2,SZENTGOTTHARD/FARKASFA,1
2012,10.6,10.0,19.0,0.5,2.2,SZENTGOTTHARD/FARKASFA,1
2013,10.1,10.0,19.0,0.0,2.4,SZENTGOTTHARD/FARKASFA,1
2014,11.0,10.0,19.0,1.0,1.1,SZENTGOTTHARD/FARKASFA,1
2015,10.4,10.0,19.0,0.4,2.6,SZENTGOTTHARD/FARKASFA,1
2016,10.3,10.0,19.0,0.3,1.8,SZENTGOTTHARD/FARKASFA,1
2017,10.5,10.0,19.0,0.4,2.5,SZENTGOTTHARD/FARKASFA,1
2018,11.1,10.0,19.0,1.1,1.6,SZENTGOTTHARD/FARKASFA,1
2019,13.2,11.5,19.0,1.7,3.1,SZENTGOTTHARD/FARKASFA,1
1934,7.5,5.7,-0.2,1.8,2.3,PREDEAL,1
1935,5.7,5.4,1.6,0.3,-2.4,PREDEAL,1
1936,7.0,5.9,1.6,1.1,1.3,PREDEAL,1
1937,8.2,6.9,1.4,1.3,0.7,PREDEAL,1
1938,6.6,6.1,1.4,0.5,1.3,PREDEAL,1
1939,8.0,7.7,,0.4,,PREDEAL,1
1973,5.1,5.4,1.4,-0.3,-2.6,PREDEAL,1
1974,4.1,4.8,3.4,-0.7,0.8,PREDEAL,1
1975,4.5,4.3,3.4,0.2,-4.5,PREDEAL,1
1976,4.1,5.6,1.6,-1.5,1.6,PREDEAL,1
1977,5.2,5.2,1.4,0.0,2.8,PREDEAL,1
1978,4.2,5.4,1.4,-1.2,-0.3,PREDEAL,1
1979,5.3,5.4,1.4,-0.1,0.7,PREDEAL,1
1980,3.7,5.2,1.4,-1.5,0.0,PREDEAL,1
1981,4.7,5.3,1.4,-0.7,-2.9,PREDEAL,1
1982,5.4,5.6,1.4,-0.1,0.2,PREDEAL,1
1983,5.4,5.6,1.4,-0.3,-2.7,PREDEAL,1
1984,5.0,6.0,1.4,-0.9,0.1,PREDEAL,1
1985,4.1,5.3,1.4,-1.1,-0.5,PREDEAL,1
1986,5.1,5.4,1.4,-0.3,-0.3,PREDEAL,1
1987,4.4,5.5,1.4,-1.0,0.2,PREDEAL,1
1988,4.9,5.5,1.4,-0.6,-5.4,PREDEAL,1
1989,5.4,5.5,1.4,-0.1,-2.3,PREDEAL,1
1990,5.8,5.5,1.4,0.3,1.7,PREDEAL,1
1991,4.8,5.5,1.4,-0.7,0.7,PREDEAL,1
1992,5.1,5.5,1.4,-0.4,-0.1,PREDEAL,1
1993,4.5,5.5,1.4,-0.9,-3.4,PREDEAL,1
1994,6.4,5.5,1.4,0.9,-0.5,PREDEAL,1
1995,5.0,5.5,1.4,-0.5,-3.5,PREDEAL,1
1996,4.6,5.5,1.4,-0.9,3.0,PREDEAL,1
1997,4.3,5.5,1.4,-1.1,0.8,PREDEAL,1
1998,5.0,5.5,1.4,-0.5,-2.3,PREDEAL,1
1999,5.3,5.1,1.4,0.3,-1.2,PREDEAL,1
2000,5.6,5.1,2.1,0.5,9.5,PREDEAL,1
2001,5.7,5.5,1.4,0.2,-1.5,PREDEAL,1
2002,7.3,6.9,,0.4,,PREDEAL,1
2014,8.5,7.3,1.4,1.1,1.3,PREDEAL,1
2015,6.5,5.4,1.4,1.1,3.0,PREDEAL,1
2016,6.1,5.5,1.4,0.6,-0.9,PREDEAL,1
2017,6.3,5.5,1.4,0.8,1.1,PREDEAL,1
2018,7.0,5.5,1.4,1.6,2.5,PREDEAL,1
2019,7.9,6.9,,1.0,,PREDEAL,1
1965,10.0,10.7,,-0.7,,SIGHETUL MARMATIEI,1
1966,9.4,8.9,11.5,0.5,-0.0,SIGHETUL MARMATIEI,1
1967,8.6,8.9,11.5,-0.4,-2.5,SIGHETUL MARMATIEI,1
1973,8.2,8.9,11.5,-0.8,-2.2,SIGHETUL MARMATIEI,1
1974,8.8,8.9,11.5,-0.1,-3.5,SIGHETUL MARMATIEI,1
1975,9.2,8.9,11.5,0.3,-2.2,SIGHETUL MARMATIEI,1
1976,7.7,8.9,11.5,-1.2,-1.6,SIGHETUL MARMATIEI,1
1977,8.5,8.7,11.5,-0.2,-3.3,SIGHETUL MARMATIEI,1
1978,7.8,9.1,11.5,-1.3,-2.7,SIGHETUL MARMATIEI,1
1979,9.2,9.0,11.5,0.2,-3.3,SIGHETUL MARMATIEI,1
1980,7.6,8.8,11.5,-1.2,-3.6,SIGHETUL MARMATIEI,1
1981,8.3,8.7,11.5,-0.4,-3.6,SIGHETUL MARMATIEI,1
1982,8.8,9.4,11.5,-0.6,-4.9,SIGHETUL MARMATIEI,1
1983,8.8,9.2,11.5,-0.4,-0.3,SIGHETUL MARMATIEI,1
1984,8.8,9.7,11.5,-0.8,-1.9,SIGHETUL MARMATIEI,1
1985,6.8,8.7,11.5,-1.9,-1.9,SIGHETUL MARMATIEI,1
1986,8.5,9.2,11.5,-0.6,-0.1,SIGHETUL MARMATIEI,1
1987,7.4,9.1,11.5,-1.7,-2.9,SIGHETUL MARMATIEI,1
1988,8.7,9.2,11.5,-0.5,-3.0,SIGHETUL MARMATIEI,1
1989,9.2,9.2,11.5,0.0,1.0,SIGHETUL MARMATIEI,1
1990,9.3,9.2,11.5,0.0,-1.9,SIGHETUL MARMATIEI,1
1991,8.7,9.2,11.5,-0.5,-2.8,SIGHETUL MARMATIEI,1
1992,8.9,9.2,11.5,-0.2,-1.6,SIGHETUL MARMATIEI,1
1993,8.3,9.2,11.5,-0.9,-2.6,SIGHETUL MARMATIEI,1
1994,10.2,9.2,11.5,1.1,-0.6,SIGHETUL MARMATIEI,1
1995,8.8,9.2,11.5,-0.4,-3.5,SIGHETUL MARMATIEI,1
1996,8.6,9.2,11.5,-0.6,-1.3,SIGHETUL MARMATIEI,1
1997,8.4,9.2,11.5,-0.8,-5.9,SIGHETUL MARMATIEI,1
1998,8.7,9.2,11.5,-0.5,-0.1,SIGHETUL MARMATIEI,1
1999,9.4,9.0,11.5,0.4,-0.8,SIGHETUL MARMATIEI,1
2000,9.3,8.8,11.5,0.5,0.8,SIGHETUL MARMATIEI,1
2001,8.9,9.1,11.5,-0.2,-1.2,SIGHETUL MARMATIEI,1
2002,10.6,10.1,11.5,0.5,-1.8,SIGHETUL MARMATIEI,1
2003,9.3,8.9,12.4,0.3,-2.5,SIGHETUL MARMATIEI,1
2004,9.1,9.0,11.5,0.1,-1.2,SIGHETUL MARMATIEI,1
2005,0.6,2.8,11.5,-2.4,-2.4,SIGHETUL MARMATIEI,1
2014,12.3,10.7,,1.6,,SIGHETUL MARMATIEI,1
2015,10.3,8.9,11.5,1.4,-6.1,SIGHETUL MARMATIEI,1
2016,9.9,9.2,11.5,0.8,1.0,SIGHETUL MARMATIEI,1
2017,9.8,9.2,11.5,0.7,-2.1,SIGHETUL MARMATIEI,1
2018,10.8,9.2,11.5,1.7,3.2,SIGHETUL MARMATIEI,1
2019,12.1,10.9,11.5,1.2,0.1,SIGHETUL MARMATIEI,1
1977,6.1,7.9,,-1.8,,ZALAEGERSZEG/ANDRASHIDA,1
1978,8.7,10.3,15.3,-1.6,2.3,ZALAEGERSZEG/ANDRASHIDA,1
1979,9.4,10.1,15.3,-0.7,2.3,ZALAEGERSZEG/ANDRASHIDA,1
1980,8.9,10.6,15.3,-1.7,2.9,ZALAEGERSZEG/ANDRASHIDA,1
1981,9.7,10.2,15.3,-0.5,3.8,ZALAEGERSZEG/ANDRASHIDA,1
1982,10.2,10.5,15.3,-0.4,4.8,ZALAEGERSZEG/ANDRASHIDA,1
1983,10.5,10.7,15.3,-0.2,6.8,ZALAEGERSZEG/ANDRASHIDA,1
1984,8.9,10.1,15.6,-1.2,2.6,ZALAEGERSZEG/ANDRASHIDA,1
1985,8.9,10.3,15.3,-1.4,5.1,ZALAEGERSZEG/ANDRASHIDA,1
1986,9.4,10.3,15.3,-0.8,4.4,ZALAEGERSZEG/ANDRASHIDA,1
1987,8.6,10.1,14.4,-1.4,6.2,ZALAEGERSZEG/ANDRASHIDA,1
1988,9.9,10.4,15.3,-0.5,5.6,ZALAEGERSZEG/ANDRASHIDA,1
1989,10.0,10.2,15.3,-0.2,5.0,ZALAEGERSZEG/ANDRASHIDA,1
1990,10.0,10.3,15.3,-0.3,3.4,ZALAEGERSZEG/ANDRASHIDA,1
1991,9.2,10.4,15.8,-1.3,5.3,ZALAEGERSZEG/ANDRASHIDA,1
1992,11.4,10.9,16.2,0.6,6.1,ZALAEGERSZEG/ANDRASHIDA,1
1993,2.5,7.2,12.9,-3.5,2.4,ZALAEGERSZEG/ANDRASHIDA,1
1994,7.3,9.8,13.3,-1.0,5.1,ZALAEGERSZEG/ANDRASHIDA,1
1995,12.9,12.9,15.3,0.0,6.3,ZALAEGERSZEG/ANDRASHIDA,1
1996,9.8,12.2,15.3,-2.4,2.8,ZALAEGERSZEG/ANDRASHIDA,1
1998,10.8,10.7,14.9,-0.7,,ZALAEGERSZEG/ANDRASHIDA,1
1999,10.3,10.6,15.3,-0.4,5.5,ZALAEGERSZEG/ANDRASHIDA,1
2000,11.5,10.6,15.3,0.9,3.7,ZALAEGERSZEG/ANDRASHIDA,1
2001,10.6,10.6,15.3,-0.0,5.4,ZALAEGERSZEG/ANDRASHIDA,1
2002,11.1,10.6,15.3,0.5,6.1,ZALAEGERSZEG/ANDRASHIDA,1
2003,10.5,10.6,15.3,-0.1,6.2,ZALAEGERSZEG/ANDRASHIDA,1
2004,9.9,10.6,15.3,-0.8,4.4,ZALAEGERSZEG/ANDRASHIDA,1
2005,9.6,10.6,15.3,-1.0,4.5,ZALAEGERSZEG/ANDRASHIDA,1
2006,10.2,10.6,15.3,-0.4,7.1,ZALAEGERSZEG/ANDRASHIDA,1
2007,11.4,10.6,15.3,0.7,7.0,ZALAEGERSZEG/ANDRASHIDA,1
2008,11.3,10.6,15.3,0.7,5.1,ZALAEGERSZEG/ANDRASHIDA,1
2009,10.7,10.6,15.3,0.1,5.8,ZALAEGERSZEG/ANDRASHIDA,1
2010,9.8,10.6,15.3,-0.9,6.8,ZALAEGERSZEG/ANDRASHIDA,1
2011,10.7,10.6,15.3,0.1,4.5,ZALAEGERSZEG/ANDRASHIDA,1
2012,11.3,10.6,15.3,0.7,6.6,ZALAEGERSZEG/ANDRASHIDA,1
2013,10.6,10.6,15.3,-0.0,7.3,ZALAEGERSZEG/ANDRASHIDA,1
2014,11.6,10.6,15.3,1.0,5.5,ZALAEGERSZEG/ANDRASHIDA,1
2015,11.1,10.6,15.3,0.4,7.6,ZALAEGERSZEG/ANDRASHIDA,1
2016,10.9,10.6,15.3,0.3,6.3,ZALAEGERSZEG/ANDRASHIDA,1
2017,11.2,10.6,15.3,0.5,6.5,ZALAEGERSZEG/ANDRASHIDA,1
2018,11.7,10.6,15.3,1.1,5.9,ZALAEGERSZEG/ANDRASHIDA,1
2019,13.6,12.1,15.3,1.5,5.9,ZALAEGERSZEG/ANDRASHIDA,1
1974,14.7,14.5,,0.5,,TAUTII MAGHERAUS,1
1978,7.7,8.5,-3.8,-0.8,3.4,TAUTII MAGHERAUS,1
1979,11.6,11.6,-4.1,0.0,14.6,TAUTII MAGHERAUS,1
1982,9.2,10.2,-3.2,-1.1,7.5,TAUTII MAGHERAUS,1
1983,9.4,10.5,-3.4,-1.1,2.0,TAUTII MAGHERAUS,1
1984,9.4,10.8,-1.4,-1.4,8.1,TAUTII MAGHERAUS,1
1985,7.9,9.9,-3.3,-2.0,7.8,TAUTII MAGHERAUS,1
1986,9.6,10.5,-3.4,-0.9,7.1,TAUTII MAGHERAUS,1
1987,8.8,10.5,-3.4,-1.6,9.0,TAUTII MAGHERAUS,1
1988,9.6,10.4,-3.4,-0.8,1.9,TAUTII MAGHERAUS,1
1989,10.0,10.4,-3.4,-0.4,6.1,TAUTII MAGHERAUS,1
1990,10.4,10.4,-3.4,-0.1,9.0,TAUTII MAGHERAUS,1
1991,9.5,10.4,-3.4,-0.9,8.5,TAUTII MAGHERAUS,1
1992,9.8,10.4,-3.4,-0.6,7.7,TAUTII MAGHERAUS,1
1993,9.2,10.5,-3.4,-1.3,4.4,TAUTII MAGHERAUS,1
1994,11.1,10.4,-3.4,0.7,7.9,TAUTII MAGHERAUS,1
1995,9.8,10.4,-3.4,-0.7,4.2,TAUTII MAGHERAUS,1
1996,9.5,10.4,-3.4,-0.9,10.8,TAUTII MAGHERAUS,1
1997,9.1,10.4,-3.4,-1.4,9.4,TAUTII MAGHERAUS,1
1998,9.5,10.5,-3.4,-0.9,5.7,TAUTII MAGHERAUS,1
1999,10.0,10.3,-3.4,-0.3,5.9,TAUTII MAGHERAUS,1
2000,10.7,10.5,-3.0,0.2,10.9,TAUTII MAGHERAUS,1
2001,9.9,10.4,-3.4,-0.6,5.3,TAUTII MAGHERAUS,1
2002,10.9,10.6,-3.3,0.3,8.8,TAUTII MAGHERAUS,1
2003,9.4,10.2,-3.4,-0.8,9.0,TAUTII MAGHERAUS,1
2004,9.9,10.4,-3.4,-0.6,8.1,TAUTII MAGHERAUS,1
2005,9.5,10.4,-3.4,-1.0,6.7,TAUTII MAGHERAUS,1
2006,9.7,10.4,-3.4,-0.7,7.9,TAUTII MAGHERAUS,1
2007,11.1,10.4,-3.4,0.6,5.2,TAUTII MAGHERAUS,1
2008,10.9,10.4,-3.4,0.4,8.3,TAUTII MAGHERAUS,1
2009,10.9,10.4,-3.4,0.4,10.2,TAUTII MAGHERAUS,1
2010,10.5,10.4,-3.4,0.0,11.3,TAUTII MAGHERAUS,1
2011,10.2,10.4,-3.4,-0.2,3.3,TAUTII MAGHERAUS,1
2012,10.9,10.4,-3.4,0.4,9.5,TAUTII MAGHERAUS,1
2013,11.1,10.4,-3.4,0.6,11.0,TAUTII MAGHERAUS,1
2014,12.4,10.4,-3.4,1.9,9.4,TAUTII MAGHERAUS,1
2015,11.2,10.4,-3.4,0.8,8.8,TAUTII MAGHERAUS,1
2016,11.0,10.4,-3.4,0.5,7.4,TAUTII MAGHERAUS,1
2017,10.8,10.4,-3.4,0.4,8.8,TAUTII MAGHERAUS,1
2018,12.1,10.4,-3.4,1.7,10.4,TAUTII MAGHERAUS,1
2019,13.2,12.1,,1.1,,TAUTII MAGHERAUS,1
1935,10.1,8.6,,1.5,,ROMAN,1
1936,9.3,8.0,-1.0,1.3,3.8,ROMAN,1
1937,7.8,6.7,-2.2,1.1,-6.7,ROMAN,1
1938,6.1,4.9,-2.2,1.2,-3.4,ROMAN,1
1973,8.3,9.2,-0.1,-0.8,-6.6,ROMAN,1
1974,7.5,8.8,-0.6,-1.2,-3.7,ROMAN,1
1975,11.0,8.8,-1.8,2.3,2.1,ROMAN,1
1976,9.7,10.7,0.4,-0.9,-5.4,ROMAN,1
1977,8.6,9.0,-0.6,-0.3,-2.5,ROMAN,1
1978,7.9,9.1,-0.6,-1.2,-2.3,ROMAN,1
1979,8.9,9.1,-0.6,-0.2,-3.4,ROMAN,1
1980,7.2,9.1,-0.6,-1.9,-7.5,ROMAN,1
1981,8.3,9.1,-0.6,-0.9,-4.0,ROMAN,1
1982,9.0,9.4,-0.6,-0.3,-4.2,ROMAN,1
1983,9.2,9.1,-0.6,0.0,1.0,ROMAN,1
1984,8.3,9.5,-0.6,-1.2,1.0,ROMAN,1
1985,6.4,8.7,-0.6,-2.3,-9.8,ROMAN,1
1986,8.7,9.3,-0.6,-0.6,-0.8,ROMAN,1
1987,7.3,9.3,-0.6,-2.0,-9.0,ROMAN,1
1988,8.2,9.3,-0.6,-1.1,-0.8,ROMAN,1
1989,9.9,9.3,-0.6,0.7,0.6,ROMAN,1
1990,10.1,9.3,-0.6,0.8,-0.7,ROMAN,1
1991,8.6,9.3,-0.6,-0.7,-1.6,ROMAN,1
1992,9.1,9.3,-0.6,-0.2,-1.8,ROMAN,1
1993,8.2,9.3,-0.6,-1.1,-1.2,ROMAN,1
1994,10.4,9.3,-0.6,1.1,1.9,ROMAN,1
1995,8.9,9.3,-0.6,-0.3,-3.2,ROMAN,1
1996,7.9,9.3,-0.6,-1.4,-5.6,ROMAN,1
1997,8.3,9.3,-0.6,-1.0,-4.6,ROMAN,1
1998,8.7,9.2,-0.6,-0.6,-1.9,ROMAN,1
1999,9.3,8.8,-0.6,0.5,-1.0,ROMAN,1
2000,9.6,8.7,-0.8,0.9,-2.3,ROMAN,1
2001,9.3,9.3,-0.6,-0.0,0.2,ROMAN,1
2002,12.0,11.1,-0.6,0.9,-2.7,ROMAN,1
2014,11.5,11.0,,0.5,,ROMAN,1
2015,10.6,9.1,-0.6,1.5,-0.7,ROMAN,1
2016,10.6,9.3,-0.6,1.3,-2.2,ROMAN,1
2017,10.0,9.3,-0.6,0.8,-4.7,ROMAN,1
2018,10.3,9.3,-0.6,1.0,-0.9,ROMAN,1
2019,12.3,11.2,-0.6,1.1,-2.7,ROMAN,1
1974,11.4,12.0,,0.2,,OCNA SUGATAG,1
1979,10.1,10.0,-0.1,0.1,2.3,OCNA SUGATAG,1
1982,8.8,9.2,0.9,-0.5,2.7,OCNA SUGATAG,1
1983,8.3,9.2,0.9,-0.9,-1.5,OCNA SUGATAG,1
1984,8.0,9.6,0.5,-1.6,-4.6,OCNA SUGATAG,1
1985,6.4,8.3,0.9,-1.8,0.5,OCNA SUGATAG,1
1986,8.0,8.9,0.9,-0.9,-5.0,OCNA SUGATAG,1
1987,7.0,9.0,0.9,-1.9,-2.3,OCNA SUGATAG,1
1988,7.7,8.9,0.9,-1.2,-2.6,OCNA SUGATAG,1
1989,8.4,8.9,0.9,-0.5,-1.1,OCNA SUGATAG,1
1990,8.6,8.9,0.9,-0.3,-2.2,OCNA SUGATAG,1
1991,7.3,8.3,1.0,-1.0,-6.9,OCNA SUGATAG,1
1992,8.7,9.4,1.0,-0.8,-3.3,OCNA SUGATAG,1
1993,8.3,9.7,1.2,-1.3,0.0,OCNA SUGATAG,1
1994,10.1,9.5,1.1,0.6,-1.9,OCNA SUGATAG,1
1995,8.5,9.5,1.2,-1.0,-1.9,OCNA SUGATAG,1
1996,8.3,9.6,1.2,-1.3,-5.5,OCNA SUGATAG,1
1997,8.2,9.6,1.2,-1.4,-1.1,OCNA SUGATAG,1
1998,8.8,9.9,0.8,-1.1,-3.3,OCNA SUGATAG,1
1999,9.0,8.8,1.2,0.0,-1.2,OCNA SUGATAG,1
2000,9.0,8.5,1.6,0.4,-2.9,OCNA SUGATAG,1
2001,8.6,8.9,0.8,-0.6,-7.4,OCNA SUGATAG,1
2002,10.9,10.5,,0.4,,OCNA SUGATAG,1
2004,8.1,8.8,0.1,-0.7,-0.6,OCNA SUGATAG,1
2005,7.8,8.8,0.1,-1.0,-1.4,OCNA SUGATAG,1
2006,6.5,7.4,0.9,-0.8,-2.9,OCNA SUGATAG,1
2007,9.3,8.9,0.9,0.4,-4.2,OCNA SUGATAG,1
2008,9.1,8.9,0.9,0.2,0.2,OCNA SUGATAG,1
2009,9.5,8.9,0.9,0.6,-0.3,OCNA SUGATAG,1
2010,8.9,8.9,0.9,0.0,-2.0,OCNA SUGATAG,1
2011,8.7,8.9,0.9,-0.2,0.6,OCNA SUGATAG,1
2012,9.4,8.9,0.9,0.5,-2.5,OCNA SUGATAG,1
2013,9.3,8.9,0.9,0.4,-2.0,OCNA SUGATAG,1
2014,10.3,8.9,0.9,1.4,0.2,OCNA SUGATAG,1
2015,9.4,8.9,0.9,0.5,-0.1,OCNA SUGATAG,1
2016,9.0,8.9,0.9,0.1,-5.4,OCNA SUGATAG,1
2017,9.2,8.9,0.9,0.3,0.1,OCNA SUGATAG,1
2018,10.1,8.9,0.9,1.2,-1.9,OCNA SUGATAG,1
2019,11.3,10.5,,0.7,,OCNA SUGATAG,1
1964,10.9,11.8,15.5,-0.9,-1.1,MANGALIA,1
1965,10.5,11.8,15.5,-1.2,-4.3,MANGALIA,1
1966,12.7,11.8,15.5,0.9,1.9,MANGALIA,1
1967,11.3,11.8,15.5,-0.4,-1.2,MANGALIA,1
1973,11.1,11.8,15.5,-0.7,-2.3,MANGALIA,1
1974,11.0,11.8,15.5,-0.8,0.0,MANGALIA,1
1975,12.1,11.8,15.5,0.3,-1.8,MANGALIA,1
1976,10.6,11.8,15.5,-1.2,-3.1,MANGALIA,1
1977,11.2,11.6,15.5,-0.4,-4.0,MANGALIA,1
1978,11.1,11.8,15.5,-0.7,-2.7,MANGALIA,1
1979,12.2,11.8,15.5,0.4,-3.8,MANGALIA,1
1980,10.5,11.7,15.5,-1.1,-1.1,MANGALIA,1
1981,12.0,11.7,15.5,0.3,0.0,MANGALIA,1
1982,12.3,12.1,15.5,0.3,-0.4,MANGALIA,1
1983,12.3,12.2,15.5,0.0,-2.6,MANGALIA,1
1984,12.1,12.2,15.5,-0.1,0.2,MANGALIA,1
1985,10.2,11.4,15.5,-1.1,-3.9,MANGALIA,1
1986,11.5,12.0,15.5,-0.5,-3.4,MANGALIA,1
1987,9.9,12.0,15.5,-2.1,-4.1,MANGALIA,1
1988,11.4,12.0,15.5,-0.6,-4.1,MANGALIA,1
1989,12.1,12.0,15.5,0.1,-3.0,MANGALIA,1
1990,12.5,12.1,15.5,0.4,-1.8,MANGALIA,1
1991,11.2,12.0,15.5,-0.8,-1.2,MANGALIA,1
1992,11.5,12.0,15.5,-0.5,-0.5,MANGALIA,1
1993,10.8,12.0,15.5,-1.2,-1.0,MANGALIA,1
1994,12.9,12.0,15.5,0.9,-1.6,MANGALIA,1
1995,12.0,12.0,15.5,0.0,-3.4,MANGALIA,1
1997,11.1,12.0,15.5,-0.9,-4.1,MANGALIA,1
1998,12.0,12.0,15.5,-0.0,-0.8,MANGALIA,1
1999,12.0,11.1,15.8,0.9,-3.2,MANGALIA,1
2000,12.7,12.1,15.5,0.6,-3.0,MANGALIA,1
2001,12.1,11.9,15.5,0.3,-1.1,MANGALIA,1
2002,14.0,13.3,,0.7,,MANGALIA,1
2014,15.5,14.6,15.5,0.9,-2.0,MANGALIA,1
2015,12.9,11.8,15.5,1.2,-2.2,MANGALIA,1
2016,13.2,12.4,15.5,0.8,-2.6,MANGALIA,1
2017,12.5,12.0,15.5,0.5,-1.7,MANGALIA,1
2018,13.2,12.0,15.5,1.2,-0.0,MANGALIA,1
2019,14.6,13.3,14.3,1.3,5.7,MANGALIA,1
1936,9.5,8.7,19.8,0.8,-2.5,KESZTHELY,1
1937,10.6,9.8,19.8,0.8,-2.1,KESZTHELY,1
1938,10.4,9.8,19.8,0.6,-2.6,KESZTHELY,1
1939,17.3,16.6,19.8,0.7,-1.9,KESZTHELY,1
1952,10.8,10.3,19.8,0.5,-1.6,KESZTHELY,1
