year,temp_avg,temp_mean,temp_mean80,temp_delta,temp_delta80,varos,value
1992,4.0,4.3,-6.0,-0.3,0.2,BUCIN,1
1993,3.2,4.3,-6.0,-1.1,-1.2,BUCIN,1
1994,5.1,4.3,-6.0,0.8,3.4,BUCIN,1
1995,3.7,4.3,-6.0,-0.5,1.7,BUCIN,1
1996,3.4,4.3,-6.0,-0.9,-0.7,BUCIN,1
1997,3.1,4.3,-6.0,-1.1,1.9,BUCIN,1
1998,3.8,4.3,-6.0,-0.5,2.6,BUCIN,1
1999,3.7,3.6,-6.0,0.1,1.1,BUCIN,1
2000,4.7,4.0,-6.0,0.8,-0.7,BUCIN,1
2001,4.5,4.3,-6.3,0.2,4.1,BUCIN,1
2002,6.4,5.7,-6.0,0.8,3.3,BUCIN,1
2014,7.8,6.7,,1.1,,BUCIN,1
2015,5.4,4.7,-6.3,0.8,2.6,BUCIN,1
2016,3.7,3.5,-5.8,0.2,2.7,BUCIN,1
2017,5.0,4.3,-6.0,0.8,0.5,BUCIN,1
2018,5.7,4.3,-6.0,1.4,0.7,BUCIN,1
2019,6.6,5.7,-6.0,0.8,1.5,BUCIN,1
1983,9.2,10.3,,-1.1,,HUEDIN,1
1984,7.5,9.1,-2.3,-1.6,1.9,HUEDIN,1
1985,6.3,8.2,-2.2,-1.9,-6.3,HUEDIN,1
1986,8.1,8.8,-2.2,-0.6,-1.0,HUEDIN,1
1987,7.1,8.8,-2.2,-1.6,-0.4,HUEDIN,1
1988,8.1,8.8,-2.2,-0.7,2.6,HUEDIN,1
1989,8.7,8.8,-2.2,-0.1,3.4,HUEDIN,1
1990,9.0,8.8,-2.2,0.2,4.4,HUEDIN,1
1991,7.8,8.8,-2.2,-1.0,-0.4,HUEDIN,1
1992,8.3,8.8,-2.2,-0.4,0.2,HUEDIN,1
1993,7.7,8.7,-2.2,-1.0,-2.6,HUEDIN,1
1994,9.7,8.8,-2.2,0.9,2.9,HUEDIN,1
1995,8.1,8.8,-2.2,-0.6,4.1,HUEDIN,1
1996,7.5,8.8,-2.2,-1.3,-2.4,HUEDIN,1
1997,7.6,8.8,-2.2,-1.2,1.3,HUEDIN,1
1998,8.3,8.8,-2.2,-0.5,3.7,HUEDIN,1
1999,8.1,8.4,-2.2,-0.1,-0.1,HUEDIN,1
2000,10.0,8.8,-2.5,1.1,2.2,HUEDIN,1
2001,10.0,9.8,-2.6,-0.0,4.6,HUEDIN,1
2002,12.1,11.0,-2.7,1.1,5.9,HUEDIN,1
2014,13.0,11.9,,1.2,,HUEDIN,1
2015,10.5,9.4,-3.4,1.1,4.1,HUEDIN,1
2016,10.7,10.2,-4.2,0.5,8.3,HUEDIN,1
2017,9.8,8.8,-2.2,1.1,2.5,HUEDIN,1
2018,10.6,8.8,-2.2,1.9,1.5,HUEDIN,1
2019,11.9,10.5,-2.2,1.4,3.3,HUEDIN,1
1983,5.8,6.2,,-0.4,,STANA DE VALE,1
1984,4.5,5.4,-14.8,-1.0,12.9,STANA DE VALE,1
1985,2.8,4.3,-14.5,-1.6,4.3,STANA DE VALE,1
1986,3.8,4.6,-14.5,-0.8,9.2,STANA DE VALE,1
1987,3.4,4.6,-14.5,-1.3,5.7,STANA DE VALE,1
1988,4.1,4.6,-14.5,-0.5,13.4,STANA DE VALE,1
1989,4.5,4.6,-14.5,-0.1,7.9,STANA DE VALE,1
1990,4.8,4.6,-14.5,0.2,9.5,STANA DE VALE,1
1991,4.0,4.6,-14.5,-0.6,9.5,STANA DE VALE,1
1992,4.3,4.6,-14.5,-0.3,9.5,STANA DE VALE,1
1993,3.8,4.6,-14.5,-0.9,10.4,STANA DE VALE,1
1994,5.5,4.6,-14.5,0.9,12.7,STANA DE VALE,1
1995,4.5,5.1,-14.5,-0.6,7.7,STANA DE VALE,1
1996,4.0,4.6,-14.5,-0.7,9.4,STANA DE VALE,1
1997,3.5,4.6,-14.5,-1.1,10.6,STANA DE VALE,1
1998,0.9,1.7,-14.5,-0.8,11.0,STANA DE VALE,1
1999,4.4,4.4,-14.5,0.1,11.1,STANA DE VALE,1
2000,4.4,4.2,-14.5,0.2,5.2,STANA DE VALE,1
2001,4.5,4.6,-14.5,-0.1,9.8,STANA DE VALE,1
2002,6.6,5.9,-14.5,0.6,9.7,STANA DE VALE,1
2014,7.7,6.6,,1.1,,STANA DE VALE,1
2015,5.2,4.6,-13.3,0.6,10.4,STANA DE VALE,1
2016,4.8,4.6,-14.5,0.2,8.1,STANA DE VALE,1
2017,5.2,4.6,-14.5,0.6,4.5,STANA DE VALE,1
2018,6.0,4.6,-14.5,1.4,11.6,STANA DE VALE,1
2019,7.0,6.0,-14.5,1.0,9.3,STANA DE VALE,1
1983,5.1,5.3,,-0.2,,OBARSIA LOTRULUI,1
1984,3.7,4.8,-10.9,-1.0,5.5,OBARSIA LOTRULUI,1
1985,2.1,3.3,-11.0,-1.2,0.6,OBARSIA LOTRULUI,1
1986,3.4,3.8,-11.0,-0.3,4.4,OBARSIA LOTRULUI,1
1987,2.8,3.7,-11.0,-1.0,6.6,OBARSIA LOTRULUI,1
1988,3.2,3.8,-11.0,-0.5,6.3,OBARSIA LOTRULUI,1
1989,3.8,3.8,-11.0,0.0,9.6,OBARSIA LOTRULUI,1
1990,3.6,3.8,-11.0,-0.2,8.5,OBARSIA LOTRULUI,1
1991,1.5,2.2,-11.0,-0.5,3.5,OBARSIA LOTRULUI,1
1992,3.5,3.5,-11.8,-0.1,5.0,OBARSIA LOTRULUI,1
1993,2.8,3.7,-11.3,-0.8,3.8,OBARSIA LOTRULUI,1
1994,4.7,3.4,-12.0,1.4,8.4,OBARSIA LOTRULUI,1
1995,3.4,3.8,-11.0,-0.4,9.3,OBARSIA LOTRULUI,1
1996,3.0,3.8,-11.0,-0.8,3.0,OBARSIA LOTRULUI,1
1997,2.8,3.8,-11.0,-1.0,6.4,OBARSIA LOTRULUI,1
1998,3.7,3.8,-11.0,-0.1,10.6,OBARSIA LOTRULUI,1
1999,3.2,3.3,-11.2,-0.1,5.0,OBARSIA LOTRULUI,1
2000,3.2,3.6,-11.0,-0.3,5.2,OBARSIA LOTRULUI,1
2001,4.6,4.9,-9.3,-0.5,5.2,OBARSIA LOTRULUI,1
2002,6.9,6.0,-10.1,0.6,10.2,OBARSIA LOTRULUI,1
2014,6.8,5.7,,1.1,,OBARSIA LOTRULUI,1
2015,4.4,3.7,-11.7,0.7,6.7,OBARSIA LOTRULUI,1
2016,4.1,3.8,-11.0,0.4,10.8,OBARSIA LOTRULUI,1
2017,4.3,3.8,-11.0,0.6,8.6,OBARSIA LOTRULUI,1
2018,4.9,3.8,-11.0,1.2,6.3,OBARSIA LOTRULUI,1
2019,5.8,5.1,-11.0,0.7,7.0,OBARSIA LOTRULUI,1
1983,12.6,13.6,,-1.0,,BRAILA,1
1984,10.7,11.9,-12.8,-1.2,14.5,BRAILA,1
1985,7.7,10.2,-13.2,-2.5,4.0,BRAILA,1
1986,10.8,11.2,-13.2,-0.5,10.6,BRAILA,1
1987,9.8,11.3,-13.2,-1.5,11.9,BRAILA,1
1988,10.7,11.3,-13.2,-0.6,14.6,BRAILA,1
1989,12.0,11.3,-13.2,0.8,18.0,BRAILA,1
1990,12.0,11.3,-13.2,0.7,17.3,BRAILA,1
1991,10.5,11.3,-13.2,-0.8,12.2,BRAILA,1
1992,10.8,11.3,-13.2,-0.4,12.8,BRAILA,1
1993,9.5,11.3,-13.2,-1.8,11.9,BRAILA,1
1994,12.2,11.3,-13.2,0.9,15.8,BRAILA,1
1995,10.8,11.3,-13.2,-0.4,17.7,BRAILA,1
1996,10.1,11.3,-13.2,-1.1,10.2,BRAILA,1
1997,10.0,11.3,-13.2,-1.3,13.2,BRAILA,1
1998,11.3,11.4,-13.2,-0.1,17.1,BRAILA,1
1999,11.1,10.8,-13.2,0.4,13.1,BRAILA,1
2000,11.7,10.9,-13.2,0.8,15.3,BRAILA,1
2001,11.4,11.2,-13.2,0.2,15.1,BRAILA,1
2002,13.8,13.2,-13.2,0.6,19.5,BRAILA,1
2014,13.8,13.4,,0.4,,BRAILA,1
2015,12.1,11.3,-13.0,0.9,15.2,BRAILA,1
2016,12.1,11.3,-13.2,0.8,19.8,BRAILA,1
2017,11.7,11.3,-13.2,0.4,14.0,BRAILA,1
2018,12.2,11.3,-13.2,0.9,14.3,BRAILA,1
2019,14.3,13.2,-13.2,1.1,16.4,BRAILA,1
1983,12.9,13.9,,-1.0,,BAILE HERCULANE,1
1984,10.6,12.0,-3.7,-1.4,5.6,BAILE HERCULANE,1
1985,9.0,11.0,-3.5,-1.9,-0.9,BAILE HERCULANE,1
1986,10.3,11.5,-3.5,-1.2,5.2,BAILE HERCULANE,1
1987,10.6,11.5,-3.5,-0.9,0.6,BAILE HERCULANE,1
1988,10.7,11.5,-3.5,-0.8,6.3,BAILE HERCULANE,1
1989,11.0,11.5,-3.5,-0.5,4.1,BAILE HERCULANE,1
1990,11.4,11.5,-3.5,-0.1,2.3,BAILE HERCULANE,1
1991,8.3,9.5,-3.5,-1.2,4.3,BAILE HERCULANE,1
1992,9.9,10.6,-5.1,-0.5,5.0,BAILE HERCULANE,1
1993,9.3,11.0,-4.8,-0.8,7.5,BAILE HERCULANE,1
1994,11.0,10.6,-4.8,0.0,7.5,BAILE HERCULANE,1
1995,9.6,11.5,-3.3,-1.4,0.8,BAILE HERCULANE,1
1996,8.7,11.1,-3.1,-1.5,2.5,BAILE HERCULANE,1
1997,9.8,10.9,-4.8,-1.3,4.4,BAILE HERCULANE,1
1998,9.3,10.7,-4.7,-1.1,6.5,BAILE HERCULANE,1
1999,13.0,13.5,-3.6,-0.5,4.4,BAILE HERCULANE,1
2000,11.7,11.6,-4.7,0.0,2.7,BAILE HERCULANE,1
2001,12.0,12.2,-3.0,-0.1,6.4,BAILE HERCULANE,1
2002,14.3,14.0,-3.1,0.3,2.6,BAILE HERCULANE,1
2014,13.5,13.4,,0.1,,BAILE HERCULANE,1
2015,12.3,11.5,-4.1,0.9,6.5,BAILE HERCULANE,1
2016,11.8,11.5,-3.5,0.3,3.6,BAILE HERCULANE,1
2017,12.1,11.5,-3.5,0.6,0.3,BAILE HERCULANE,1
2018,12.5,11.5,-3.5,1.0,5.8,BAILE HERCULANE,1
2019,14.5,13.1,-3.5,1.4,3.8,BAILE HERCULANE,1
1983,12.4,13.2,,-0.7,,RESITA,1
1984,10.5,11.3,-11.9,-0.7,14.1,RESITA,1
1985,8.6,10.1,-12.1,-1.5,5.2,RESITA,1
1986,10.2,10.9,-12.1,-0.7,11.7,RESITA,1
1987,9.7,10.9,-12.1,-1.1,14.4,RESITA,1
1988,10.3,10.9,-12.1,-0.6,15.7,RESITA,1
1989,10.6,10.9,-12.1,-0.3,16.4,RESITA,1
1990,11.0,10.9,-12.1,0.1,17.0,RESITA,1
1991,9.9,10.9,-12.1,-1.0,11.4,RESITA,1
1992,10.9,10.9,-12.1,-0.0,13.2,RESITA,1
1993,10.3,10.9,-12.1,-0.6,9.4,RESITA,1
1994,11.8,10.9,-12.1,0.9,14.3,RESITA,1
1995,10.7,11.3,-12.1,-0.6,17.5,RESITA,1
1996,10.0,10.9,-12.1,-0.9,10.8,RESITA,1
1997,9.8,10.9,-12.1,-1.1,15.1,RESITA,1
1998,7.4,7.8,-12.1,-0.5,16.4,RESITA,1
1999,10.2,10.5,-12.1,-0.3,11.3,RESITA,1
2000,11.4,10.6,-12.1,0.8,14.8,RESITA,1
2001,10.8,11.0,-11.8,-0.2,15.2,RESITA,1
2002,13.0,12.5,-12.1,0.5,18.8,RESITA,1
2014,13.3,12.7,,0.6,,RESITA,1
2015,11.7,10.9,-12.2,0.7,13.9,RESITA,1
2016,11.3,10.9,-12.1,0.4,19.5,RESITA,1
2017,11.5,10.9,-12.1,0.6,15.9,RESITA,1
2018,12.2,10.9,-12.1,1.3,13.8,RESITA,1
2019,13.5,12.5,-12.1,0.9,15.8,RESITA,1
1983,13.1,14.7,,-1.6,,ZIMNICEA,1
1984,11.5,12.7,-1.8,-1.2,6.3,ZIMNICEA,1
1985,9.4,11.2,-1.7,-1.8,3.7,ZIMNICEA,1
1986,11.1,12.1,-1.7,-1.0,6.0,ZIMNICEA,1
1987,10.5,11.9,-1.7,-1.4,0.9,ZIMNICEA,1
1988,11.5,12.0,-1.7,-0.5,9.0,ZIMNICEA,1
1989,12.4,12.0,-1.7,0.4,12.4,ZIMNICEA,1
1990,12.4,12.0,-1.7,0.3,13.7,ZIMNICEA,1
1991,11.0,12.0,-1.7,-1.0,8.5,ZIMNICEA,1
1992,11.9,12.0,-1.7,-0.1,9.4,ZIMNICEA,1
1993,11.3,12.0,-1.7,-0.8,6.0,ZIMNICEA,1
1994,13.2,12.0,-1.7,1.1,11.5,ZIMNICEA,1
1995,12.1,12.5,,-0.4,,ZIMNICEA,1
1997,10.7,12.0,-1.7,-1.3,7.6,ZIMNICEA,1
1998,7.9,8.5,-2.0,-0.6,6.7,ZIMNICEA,1
1999,11.4,11.1,-1.7,0.3,8.7,ZIMNICEA,1
2000,12.3,12.1,-1.7,0.3,11.6,ZIMNICEA,1
2001,13.1,12.5,-1.4,0.4,13.9,ZIMNICEA,1
2002,15.2,14.3,-1.5,0.7,12.9,ZIMNICEA,1
2014,14.0,14.1,,-0.1,,ZIMNICEA,1
2015,12.7,12.1,-0.7,0.6,7.5,ZIMNICEA,1
2016,12.7,12.0,-1.7,0.7,10.9,ZIMNICEA,1
2017,12.5,12.0,-1.7,0.4,12.3,ZIMNICEA,1
2018,12.6,12.0,-1.7,0.6,6.8,ZIMNICEA,1
2019,15.0,14.1,-1.7,0.9,12.5,ZIMNICEA,1
1983,12.6,14.0,,-1.3,,SLOBOZIA,1
1984,11.1,12.2,-5.5,-1.1,7.4,SLOBOZIA,1
1985,8.9,11.0,-6.1,-2.1,-0.5,SLOBOZIA,1
1986,10.6,11.5,-6.1,-0.9,3.4,SLOBOZIA,1
1987,9.6,11.5,-6.1,-2.0,4.5,SLOBOZIA,1
1988,10.5,11.5,-6.1,-0.9,7.3,SLOBOZIA,1
1989,11.7,11.5,-6.1,0.2,10.4,SLOBOZIA,1
1990,11.7,11.5,-6.1,0.2,9.6,SLOBOZIA,1
1991,10.5,11.5,-6.1,-1.0,4.5,SLOBOZIA,1
1992,11.3,11.5,-6.1,-0.2,6.4,SLOBOZIA,1
1993,10.3,11.5,-6.1,-1.2,4.8,SLOBOZIA,1
1994,12.6,11.5,-6.1,1.1,7.6,SLOBOZIA,1
1995,11.1,11.5,-6.1,-0.4,10.8,SLOBOZIA,1
1997,10.2,11.5,-6.1,-1.2,6.5,SLOBOZIA,1
1998,11.4,11.5,-6.1,-0.2,9.1,SLOBOZIA,1
1999,11.5,11.0,-6.1,0.6,6.0,SLOBOZIA,1
2000,11.8,10.9,-6.1,0.9,8.0,SLOBOZIA,1
2001,11.8,11.4,-6.1,0.5,8.1,SLOBOZIA,1
2002,14.1,13.4,-6.1,0.7,12.4,SLOBOZIA,1
2014,14.1,13.7,,0.4,,SLOBOZIA,1
2015,12.2,11.5,-6.6,0.8,8.8,SLOBOZIA,1
2016,12.0,11.5,-6.1,0.5,12.4,SLOBOZIA,1
2017,11.9,11.5,-6.1,0.5,7.0,SLOBOZIA,1
2018,12.4,11.5,-6.1,0.9,7.4,SLOBOZIA,1
2019,14.5,13.4,-6.1,1.1,9.5,SLOBOZIA,1
1983,13.1,13.8,,-0.7,,SLATINA,1
1984,10.6,12.0,-5.8,-1.3,7.2,SLATINA,1
1985,8.7,11.0,-6.2,-2.3,-0.7,SLATINA,1
1986,10.6,11.4,-6.2,-0.8,3.1,SLATINA,1
1987,10.1,11.4,-6.2,-1.3,5.5,SLATINA,1
1988,10.9,11.5,-6.2,-0.6,6.9,SLATINA,1
1989,11.8,11.5,-6.2,0.3,9.3,SLATINA,1
1990,11.8,11.5,-6.2,0.3,9.2,SLATINA,1
1991,10.5,11.5,-6.2,-1.0,3.5,SLATINA,1
1992,11.3,11.5,-6.2,-0.2,6.5,SLATINA,1
1993,10.8,11.5,-6.2,-0.7,3.0,SLATINA,1
1994,12.6,11.5,-6.2,1.1,7.5,SLATINA,1
1995,10.9,11.5,-6.2,-0.6,10.4,SLATINA,1
1997,10.4,11.5,-6.2,-1.1,7.6,SLATINA,1
1998,10.9,11.5,-6.2,-0.5,8.5,SLATINA,1
1999,11.1,11.0,-6.2,0.0,4.9,SLATINA,1
2000,11.0,10.7,-6.2,0.4,8.4,SLATINA,1
2001,11.7,11.5,-6.0,0.2,7.7,SLATINA,1
2002,14.2,13.5,-6.2,0.7,11.6,SLATINA,1
2014,13.4,13.5,,-0.1,,SLATINA,1
2015,12.2,11.5,-6.7,0.7,7.9,SLATINA,1
2016,12.0,11.5,-6.2,0.5,11.6,SLATINA,1
2017,12.1,11.5,-6.2,0.6,6.6,SLATINA,1
2018,12.2,11.5,-6.2,0.8,6.5,SLATINA,1
2019,14.3,13.5,-6.2,0.8,8.4,SLATINA,1
1984,9.7,11.1,15.2,-1.4,1.1,DUMBRAVITA DE CODRU,1
1985,7.7,9.6,13.1,-1.8,1.4,DUMBRAVITA DE CODRU,1
1986,9.5,10.2,13.1,-0.7,3.5,DUMBRAVITA DE CODRU,1
1987,9.0,10.3,13.1,-1.3,5.0,DUMBRAVITA DE CODRU,1
1988,9.6,10.3,13.1,-0.7,2.2,DUMBRAVITA DE CODRU,1
1989,9.8,10.3,13.1,-0.5,2.1,DUMBRAVITA DE CODRU,1
1990,10.6,10.3,13.1,0.4,-0.1,DUMBRAVITA DE CODRU,1
1991,9.3,10.3,13.1,-0.9,2.9,DUMBRAVITA DE CODRU,1
1992,10.4,10.3,13.1,0.1,3.3,DUMBRAVITA DE CODRU,1
1993,9.8,10.3,13.1,-0.5,1.9,DUMBRAVITA DE CODRU,1
1994,11.3,10.3,13.1,1.1,7.1,DUMBRAVITA DE CODRU,1
1995,9.8,10.3,13.1,-0.5,0.9,DUMBRAVITA DE CODRU,1
1996,9.1,10.3,13.1,-1.2,-2.4,DUMBRAVITA DE CODRU,1
1997,9.0,10.3,13.1,-1.2,0.7,DUMBRAVITA DE CODRU,1
1998,9.7,10.4,13.1,-0.7,0.8,DUMBRAVITA DE CODRU,1
1999,9.6,9.8,13.7,-0.2,5.8,DUMBRAVITA DE CODRU,1
2000,11.1,10.0,13.1,1.1,2.7,DUMBRAVITA DE CODRU,1
2001,10.0,10.3,13.1,-0.2,1.2,DUMBRAVITA DE CODRU,1
2002,12.7,11.9,13.1,0.8,1.0,DUMBRAVITA DE CODRU,1
2014,13.3,12.3,13.3,1.0,3.6,DUMBRAVITA DE CODRU,1
2015,11.1,10.3,13.1,0.7,5.0,DUMBRAVITA DE CODRU,1
2016,10.6,10.3,13.1,0.3,5.0,DUMBRAVITA DE CODRU,1
2017,10.9,10.3,13.1,0.6,2.6,DUMBRAVITA DE CODRU,1
2018,12.1,10.3,13.1,1.8,4.7,DUMBRAVITA DE CODRU,1
2019,13.0,11.9,13.1,1.1,4.7,DUMBRAVITA DE CODRU,1
1984,5.0,6.0,18.2,-1.0,-5.9,ROSIA MONTANA,1
1985,4.2,5.3,16.4,-1.1,-1.2,ROSIA MONTANA,1
1986,5.6,6.0,16.4,-0.4,-3.4,ROSIA MONTANA,1
1987,4.6,6.0,16.4,-1.5,1.4,ROSIA MONTANA,1
1988,5.2,6.0,16.4,-0.9,0.4,ROSIA MONTANA,1
1989,5.9,6.0,16.4,-0.2,-1.6,ROSIA MONTANA,1
1990,6.3,6.0,16.4,0.2,-1.5,ROSIA MONTANA,1
1991,4.2,5.0,16.4,-0.8,-1.1,ROSIA MONTANA,1
1992,5.7,6.1,16.4,-0.4,-1.2,ROSIA MONTANA,1
1993,4.9,6.0,16.4,-1.1,-2.6,ROSIA MONTANA,1
1994,6.7,6.0,16.4,0.7,0.7,ROSIA MONTANA,1
1995,5.4,6.0,16.4,-0.7,0.7,ROSIA MONTANA,1
1996,5.0,6.0,16.4,-1.0,-2.7,ROSIA MONTANA,1
1997,4.7,6.0,16.4,-1.4,-3.1,ROSIA MONTANA,1
1998,5.2,6.1,16.4,-0.9,-2.6,ROSIA MONTANA,1
1999,5.0,5.5,17.2,-0.3,-0.7,ROSIA MONTANA,1
2000,6.3,5.7,15.7,0.7,-3.4,ROSIA MONTANA,1
2001,5.6,5.9,16.4,-0.3,-0.8,ROSIA MONTANA,1
2002,8.1,7.4,16.4,0.7,0.5,ROSIA MONTANA,1
2014,9.4,8.2,16.4,1.2,-0.4,ROSIA MONTANA,1
2015,7.1,6.1,16.4,1.0,1.9,ROSIA MONTANA,1
2016,6.6,6.0,16.4,0.5,0.1,ROSIA MONTANA,1
2017,6.9,6.0,16.4,0.8,0.4,ROSIA MONTANA,1
2018,7.8,6.0,16.4,1.8,-0.9,ROSIA MONTANA,1
2019,8.5,7.5,16.4,1.1,-0.6,ROSIA MONTANA,1
1984,9.3,11.2,,-1.8,,BISOCA,1
1985,6.7,8.2,3.9,-1.5,-8.7,BISOCA,1
1986,7.3,7.9,4.0,-0.6,-5.2,BISOCA,1
1987,6.4,7.9,4.0,-1.5,-10.3,BISOCA,1
1988,6.9,7.9,4.0,-1.0,-4.8,BISOCA,1
1989,8.2,7.9,4.0,0.3,-4.5,BISOCA,1
1990,8.8,7.9,4.0,0.9,-4.8,BISOCA,1
1991,6.6,7.9,4.0,-1.2,-6.5,BISOCA,1
1992,7.2,7.9,4.0,-0.6,-6.4,BISOCA,1
1993,6.2,7.9,4.0,-1.7,-4.5,BISOCA,1
1994,8.5,7.9,4.0,0.6,-1.8,BISOCA,1
1995,7.6,8.4,4.0,-0.8,-8.3,BISOCA,1
1996,6.1,7.9,4.0,-1.7,-10.7,BISOCA,1
1997,6.8,7.9,4.0,-1.1,-5.1,BISOCA,1
1998,4.5,4.8,4.0,-0.4,-4.1,BISOCA,1
1999,7.8,7.5,4.0,0.3,-2.3,BISOCA,1
2000,7.9,6.9,4.0,0.9,-8.5,BISOCA,1
2001,7.8,7.9,3.9,0.0,-3.9,BISOCA,1
2002,9.8,9.1,4.0,0.6,-6.4,BISOCA,1
2014,10.4,10.1,,0.3,,BISOCA,1
2015,9.0,8.0,3.8,1.1,-2.9,BISOCA,1
2016,8.8,7.9,4.0,0.9,-6.3,BISOCA,1
2017,8.9,7.9,4.0,1.1,-9.2,BISOCA,1
2018,8.9,7.9,4.0,1.1,-4.6,BISOCA,1
2019,10.9,9.2,4.0,1.6,-6.6,BISOCA,1
1985,11.8,13.1,18.8,-1.1,-9.2,SIRIA,1
1986,9.9,10.8,18.4,-0.9,-7.1,SIRIA,1
1987,9.4,10.8,18.4,-1.4,-9.3,SIRIA,1
1988,9.9,10.8,18.4,-0.9,-9.8,SIRIA,1
1989,10.3,10.8,18.4,-0.5,-6.2,SIRIA,1
1990,11.0,10.8,18.4,0.2,-8.7,SIRIA,1
1991,9.7,10.8,18.4,-1.1,-9.8,SIRIA,1
1992,10.7,10.8,18.4,-0.1,-8.0,SIRIA,1
1993,10.0,10.8,18.4,-0.7,-8.6,SIRIA,1
1994,11.7,10.8,18.4,1.0,-6.6,SIRIA,1
1995,10.6,11.2,18.4,-0.6,-9.3,SIRIA,1
1996,9.3,10.8,18.4,-1.5,-7.7,SIRIA,1
1997,9.5,10.8,18.4,-1.3,-13.5,SIRIA,1
1998,6.8,7.6,18.4,-0.8,-7.8,SIRIA,1
1999,10.0,10.3,18.4,-0.3,-7.7,SIRIA,1
2000,11.6,10.4,18.8,1.3,-3.8,SIRIA,1
2001,10.4,10.7,18.4,-0.3,-9.2,SIRIA,1
2002,13.2,12.4,18.4,0.7,-7.2,SIRIA,1
2014,13.7,12.9,,0.8,,SIRIA,1
2015,11.6,10.8,19.0,0.8,-13.6,SIRIA,1
2016,11.2,10.8,18.4,0.5,-5.5,SIRIA,1
2017,11.4,10.8,18.4,0.6,-8.7,SIRIA,1
2018,12.5,10.8,18.4,1.8,-2.3,SIRIA,1
2019,13.5,12.4,18.4,1.1,-6.2,SIRIA,1
1984,12.3,13.4,8.7,-1.1,6.9,OLTENITA,1
1985,9.3,11.6,7.9,-2.2,0.9,OLTENITA,1
1986,11.1,11.8,7.9,-0.7,2.3,OLTENITA,1
1987,10.1,11.9,7.9,-1.8,2.0,OLTENITA,1
1988,11.2,11.9,7.9,-0.7,1.6,OLTENITA,1
1989,12.2,11.9,7.9,0.3,4.1,OLTENITA,1
1990,12.3,11.9,7.9,0.4,5.2,OLTENITA,1
1991,10.0,11.4,7.9,-1.4,5.5,OLTENITA,1
1992,10.9,11.2,7.8,-0.3,6.6,OLTENITA,1
1993,10.7,11.9,7.9,-1.1,5.5,OLTENITA,1
1994,13.0,11.9,7.9,1.2,3.8,OLTENITA,1
1995,11.5,11.9,7.9,-0.3,3.0,OLTENITA,1
1997,10.8,11.9,7.9,-1.1,1.3,OLTENITA,1
1998,12.0,12.0,7.9,-0.0,4.5,OLTENITA,1
1999,11.9,11.5,7.9,0.5,2.2,OLTENITA,1
2000,11.9,11.3,8.0,0.6,3.4,OLTENITA,1
2001,12.3,11.9,7.9,0.4,5.7,OLTENITA,1
2002,14.3,13.8,,0.4,,OLTENITA,1
2014,14.4,14.1,8.4,0.3,3.8,OLTENITA,1
2015,13.1,12.3,8.4,0.8,2.8,OLTENITA,1
2016,12.6,12.0,7.9,0.5,3.1,OLTENITA,1
2017,12.0,11.9,7.9,0.2,4.2,OLTENITA,1
2018,12.4,11.9,7.9,0.5,5.1,OLTENITA,1
2019,14.5,13.8,4.6,0.7,13.7,OLTENITA,1
1973,11.2,12.7,6.7,-2.1,2.5,FAUREI/=694514 KQYB,1
1974,8.1,9.2,,-1.2,,FAUREI/=694514 KQYB,1
1979,9.1,10.0,6.6,-1.2,1.7,FAUREI/=694514 KQYB,1
1982,11.0,11.1,5.3,-0.0,5.0,FAUREI/=694514 KQYB,1
1983,10.8,11.0,5.8,-0.2,1.8,FAUREI/=694514 KQYB,1
1984,11.0,11.6,7.0,-0.6,7.9,FAUREI/=694514 KQYB,1
1985,8.0,9.6,6.2,-1.6,2.3,FAUREI/=694514 KQYB,1
1986,10.6,10.6,5.8,-0.1,2.9,FAUREI/=694514 KQYB,1
1987,9.6,10.8,5.8,-1.1,3.6,FAUREI/=694514 KQYB,1
1988,10.4,10.8,5.8,-0.4,2.0,FAUREI/=694514 KQYB,1
1989,11.8,10.8,5.8,1.0,4.5,FAUREI/=694514 KQYB,1
1990,11.8,10.8,5.8,1.1,5.1,FAUREI/=694514 KQYB,1
1991,10.3,10.8,5.8,-0.5,5.7,FAUREI/=694514 KQYB,1
1992,10.9,10.8,5.8,0.1,5.8,FAUREI/=694514 KQYB,1
1993,9.6,10.8,5.8,-1.2,4.3,FAUREI/=694514 KQYB,1
1994,12.4,10.8,5.8,1.6,4.1,FAUREI/=694514 KQYB,1
1995,11.0,10.8,5.8,0.2,3.7,FAUREI/=694514 KQYB,1
1996,10.1,10.8,5.8,-0.7,4.5,FAUREI/=694514 KQYB,1
1997,9.9,10.8,5.8,-0.9,2.7,FAUREI/=694514 KQYB,1
1998,11.6,11.2,6.1,0.3,3.7,FAUREI/=694514 KQYB,1
1999,11.9,11.1,5.6,0.7,2.8,FAUREI/=694514 KQYB,1
2000,12.4,11.1,6.2,1.2,4.8,FAUREI/=694514 KQYB,1
2001,14.7,13.1,5.3,1.7,4.8,FAUREI/=694514 KQYB,1
1937,13.1,13.6,10.2,-0.6,-6.4,KAPOSVAR,1
1938,11.6,11.9,8.8,-0.3,-6.9,KAPOSVAR,1
1939,18.9,18.8,,0.1,,KAPOSVAR,1
1989,10.9,11.2,7.7,-0.3,-3.3,KAPOSVAR,1
1990,10.8,10.9,8.2,-0.1,-2.0,KAPOSVAR,1
