
Judete, Sectiuni si capitole conform Nomenclatorului Combinat (NC), Luni, UM: Mii euro, Valoare
Covasna, 48. Hirtie si articole din acestea, Luna ianuarie 2011, Mii EURO, 1418
Covasna, 48. Hirtie si articole din acestea, Luna februarie 2011, Mii EURO, 1247
Covasna, 48. Hirtie si articole din acestea, Luna martie 2011, Mii EURO, 1417
Covasna, 48. Hirtie si articole din acestea, Luna aprilie 2011, Mii EURO, 1464
Covasna, 48. Hirtie si articole din acestea, Luna mai 2011, Mii EURO, 1306
Covasna, 48. Hirtie si articole din acestea, Luna iunie 2011, Mii EURO, 1258
Covasna, 48. Hirtie si articole din acestea, Luna iulie 2011, Mii EURO, 1465
Covasna, 48. Hirtie si articole din acestea, Luna august 2011, Mii EURO, 1264
Covasna, 48. Hirtie si articole din acestea, Luna septembrie 2011, Mii EURO, 1691
Covasna, 48. Hirtie si articole din acestea, Luna octombrie 2011, Mii EURO, 1585
Covasna, 48. Hirtie si articole din acestea, Luna noiembrie 2011, Mii EURO, 1352
Covasna, 48. Hirtie si articole din acestea, Luna decembrie 2011, Mii EURO, 1106
Covasna, 48. Hirtie si articole din acestea, Luna ianuarie 2012, Mii EURO, 1487
Covasna, 48. Hirtie si articole din acestea, Luna februarie 2012, Mii EURO, 907
Covasna, 48. Hirtie si articole din acestea, Luna martie 2012, Mii EURO, 1270
Covasna, 48. Hirtie si articole din acestea, Luna aprilie 2012, Mii EURO, 1452
Covasna, 48. Hirtie si articole din acestea, Luna mai 2012, Mii EURO, 992
Covasna, 48. Hirtie si articole din acestea, Luna iunie 2012, Mii EURO, 1029
Covasna, 48. Hirtie si articole din acestea, Luna iulie 2012, Mii EURO, 1173
Covasna, 48. Hirtie si articole din acestea, Luna august 2012, Mii EURO, 1262
Covasna, 48. Hirtie si articole din acestea, Luna septembrie 2012, Mii EURO, 1429
Covasna, 48. Hirtie si articole din acestea, Luna octombrie 2012, Mii EURO, 1644
Covasna, 48. Hirtie si articole din acestea, Luna noiembrie 2012, Mii EURO, 1559
Covasna, 48. Hirtie si articole din acestea, Luna decembrie 2012, Mii EURO, 795
Covasna, 48. Hirtie si articole din acestea, Luna ianuarie 2013, Mii EURO, 1552
Covasna, 48. Hirtie si articole din acestea, Luna februarie 2013, Mii EURO, 1291
Covasna, 48. Hirtie si articole din acestea, Luna martie 2013, Mii EURO, 1864
Covasna, 48. Hirtie si articole din acestea, Luna aprilie 2013, Mii EURO, 1868
Covasna, 48. Hirtie si articole din acestea, Luna mai 2013, Mii EURO, 1693
Covasna, 48. Hirtie si articole din acestea, Luna iunie 2013, Mii EURO, 1641
Covasna, 48. Hirtie si articole din acestea, Luna iulie 2013, Mii EURO, 1161
Covasna, 48. Hirtie si articole din acestea, Luna august 2013, Mii EURO, 1009
Covasna, 48. Hirtie si articole din acestea, Luna septembrie 2013, Mii EURO, 1291
Covasna, 48. Hirtie si articole din acestea, Luna octombrie 2013, Mii EURO, 1883
Covasna, 48. Hirtie si articole din acestea, Luna noiembrie 2013, Mii EURO, 1418
Covasna, 48. Hirtie si articole din acestea, Luna decembrie 2013, Mii EURO, 1393
Covasna, 48. Hirtie si articole din acestea, Luna ianuarie 2014, Mii EURO, 1482
Covasna, 48. Hirtie si articole din acestea, Luna februarie 2014, Mii EURO, 416
Covasna, 48. Hirtie si articole din acestea, Luna martie 2014, Mii EURO, 359
Covasna, 48. Hirtie si articole din acestea, Luna aprilie 2014, Mii EURO, 588
Covasna, 48. Hirtie si articole din acestea, Luna mai 2014, Mii EURO, 543
Covasna, 48. Hirtie si articole din acestea, Luna iunie 2014, Mii EURO, 484
Covasna, 48. Hirtie si articole din acestea, Luna iulie 2014, Mii EURO, 486
Covasna, 48. Hirtie si articole din acestea, Luna august 2014, Mii EURO, 468
Covasna, 48. Hirtie si articole din acestea, Luna septembrie 2014, Mii EURO, 431
Covasna, 48. Hirtie si articole din acestea, Luna octombrie 2014, Mii EURO, 460
Covasna, 48. Hirtie si articole din acestea, Luna noiembrie 2014, Mii EURO, 530
Covasna, 48. Hirtie si articole din acestea, Luna decembrie 2014, Mii EURO, 433
Covasna, 48. Hirtie si articole din acestea, Luna ianuarie 2015, Mii EURO, 455
Covasna, 48. Hirtie si articole din acestea, Luna februarie 2015, Mii EURO, 345
Covasna, 48. Hirtie si articole din acestea, Luna martie 2015, Mii EURO, 401
Covasna, 48. Hirtie si articole din acestea, Luna aprilie 2015, Mii EURO, 371
Covasna, 48. Hirtie si articole din acestea, Luna mai 2015, Mii EURO, 539
Covasna, 48. Hirtie si articole din acestea, Luna iunie 2015, Mii EURO, 541
Covasna, 48. Hirtie si articole din acestea, Luna iulie 2015, Mii EURO, 463
Covasna, 48. Hirtie si articole din acestea, Luna august 2015, Mii EURO, 402
Covasna, 48. Hirtie si articole din acestea, Luna septembrie 2015, Mii EURO, 368
Covasna, 48. Hirtie si articole din acestea, Luna octombrie 2015, Mii EURO, 350
Covasna, 48. Hirtie si articole din acestea, Luna noiembrie 2015, Mii EURO, 326
Covasna, 48. Hirtie si articole din acestea, Luna decembrie 2015, Mii EURO, 277
Covasna, 48. Hirtie si articole din acestea, Luna ianuarie 2016, Mii EURO, 431
Covasna, 48. Hirtie si articole din acestea, Luna februarie 2016, Mii EURO, 350
Covasna, 48. Hirtie si articole din acestea, Luna martie 2016, Mii EURO, 330
Covasna, 48. Hirtie si articole din acestea, Luna aprilie 2016, Mii EURO, 401
Covasna, 48. Hirtie si articole din acestea, Luna mai 2016, Mii EURO, 520
Covasna, 48. Hirtie si articole din acestea, Luna iunie 2016, Mii EURO, 333
Covasna, 48. Hirtie si articole din acestea, Luna iulie 2016, Mii EURO, 362
Covasna, 48. Hirtie si articole din acestea, Luna august 2016, Mii EURO, 518
Covasna, 48. Hirtie si articole din acestea, Luna septembrie 2016, Mii EURO, 468
Covasna, 48. Hirtie si articole din acestea, Luna octombrie 2016, Mii EURO, 387
Covasna, 48. Hirtie si articole din acestea, Luna noiembrie 2016, Mii EURO, 486
Covasna, 48. Hirtie si articole din acestea, Luna decembrie 2016, Mii EURO, 515
Covasna, 49. Carti  ziare, Luna ianuarie 2011, Mii EURO, 37
Covasna, 49. Carti  ziare, Luna februarie 2011, Mii EURO, 14
Covasna, 49. Carti  ziare, Luna martie 2011, Mii EURO, 34
Covasna, 49. Carti  ziare, Luna aprilie 2011, Mii EURO, 17
Covasna, 49. Carti  ziare, Luna mai 2011, Mii EURO, 25
Covasna, 49. Carti  ziare, Luna iunie 2011, Mii EURO, 65
Covasna, 49. Carti  ziare, Luna iulie 2011, Mii EURO, 49
Covasna, 49. Carti  ziare, Luna august 2011, Mii EURO, 67
Covasna, 49. Carti  ziare, Luna septembrie 2011, Mii EURO, 74
Covasna, 49. Carti  ziare, Luna octombrie 2011, Mii EURO, 8
Covasna, 49. Carti  ziare, Luna noiembrie 2011, Mii EURO, 33
Covasna, 49. Carti  ziare, Luna decembrie 2011, Mii EURO, 68
Covasna, 49. Carti  ziare, Luna ianuarie 2012, Mii EURO, 31
Covasna, 49. Carti  ziare, Luna februarie 2012, Mii EURO, 36
Covasna, 49. Carti  ziare, Luna martie 2012, Mii EURO, 33
Covasna, 49. Carti  ziare, Luna aprilie 2012, Mii EURO, 3
Covasna, 49. Carti  ziare, Luna mai 2012, Mii EURO, 44
Covasna, 49. Carti  ziare, Luna iunie 2012, Mii EURO, 73
Covasna, 49. Carti  ziare, Luna iulie 2012, Mii EURO, 56
Covasna, 49. Carti  ziare, Luna august 2012, Mii EURO, 20
Covasna, 49. Carti  ziare, Luna septembrie 2012, Mii EURO, 31
Covasna, 49. Carti  ziare, Luna octombrie 2012, Mii EURO, 24
Covasna, 49. Carti  ziare, Luna noiembrie 2012, Mii EURO, 52
Covasna, 49. Carti  ziare, Luna decembrie 2012, Mii EURO, 34
Covasna, 49. Carti  ziare, Luna ianuarie 2013, Mii EURO, 19
Covasna, 49. Carti  ziare, Luna februarie 2013, Mii EURO, 8
Covasna, 49. Carti  ziare, Luna martie 2013, Mii EURO, 7
Covasna, 49. Carti  ziare, Luna aprilie 2013, Mii EURO, 4
Covasna, 49. Carti  ziare, Luna mai 2013, Mii EURO, 32
Covasna, 49. Carti  ziare, Luna iunie 2013, Mii EURO, 30
Covasna, 49. Carti  ziare, Luna iulie 2013, Mii EURO, 23
Covasna, 49. Carti  ziare, Luna august 2013, Mii EURO, 20
Covasna, 49. Carti  ziare, Luna septembrie 2013, Mii EURO, 20
Covasna, 49. Carti  ziare, Luna octombrie 2013, Mii EURO, 53
Covasna, 49. Carti  ziare, Luna noiembrie 2013, Mii EURO, 114
Covasna, 49. Carti  ziare, Luna decembrie 2013, Mii EURO, 7
Covasna, 49. Carti  ziare, Luna ianuarie 2014, Mii EURO, 53
Covasna, 49. Carti  ziare, Luna februarie 2014, Mii EURO, 11
Covasna, 49. Carti  ziare, Luna martie 2014, Mii EURO, 14
Covasna, 49. Carti  ziare, Luna aprilie 2014, Mii EURO, 18
Covasna, 49. Carti  ziare, Luna mai 2014, Mii EURO, 42
Covasna, 49. Carti  ziare, Luna iunie 2014, Mii EURO, 44
Covasna, 49. Carti  ziare, Luna iulie 2014, Mii EURO, 34
Covasna, 49. Carti  ziare, Luna august 2014, Mii EURO, 17
Covasna, 49. Carti  ziare, Luna septembrie 2014, Mii EURO, 41
Covasna, 49. Carti  ziare, Luna octombrie 2014, Mii EURO, 38
Covasna, 49. Carti  ziare, Luna noiembrie 2014, Mii EURO, 37
Covasna, 49. Carti  ziare, Luna decembrie 2014, Mii EURO, 13
Covasna, 49. Carti  ziare, Luna ianuarie 2015, Mii EURO, 69
Covasna, 49. Carti  ziare, Luna februarie 2015, Mii EURO, 22
Covasna, 49. Carti  ziare, Luna martie 2015, Mii EURO, 18
Covasna, 49. Carti  ziare, Luna aprilie 2015, Mii EURO, 24
Covasna, 49. Carti  ziare, Luna mai 2015, Mii EURO, 53
Covasna, 49. Carti  ziare, Luna iunie 2015, Mii EURO, 78
Covasna, 49. Carti  ziare, Luna iulie 2015, Mii EURO, 49
Covasna, 49. Carti  ziare, Luna august 2015, Mii EURO, 49
Covasna, 49. Carti  ziare, Luna septembrie 2015, Mii EURO, 47
Covasna, 49. Carti  ziare, Luna octombrie 2015, Mii EURO, 27
Covasna, 49. Carti  ziare, Luna noiembrie 2015, Mii EURO, 42
Covasna, 49. Carti  ziare, Luna decembrie 2015, Mii EURO, 29
Covasna, 49. Carti  ziare, Luna ianuarie 2016, Mii EURO, 5
Covasna, 49. Carti  ziare, Luna februarie 2016, Mii EURO, 8
Covasna, 49. Carti  ziare, Luna martie 2016, Mii EURO, 15
Covasna, 49. Carti  ziare, Luna aprilie 2016, Mii EURO, 32
Covasna, 49. Carti  ziare, Luna mai 2016, Mii EURO, 54
Covasna, 49. Carti  ziare, Luna iunie 2016, Mii EURO, 77
Covasna, 49. Carti  ziare, Luna iulie 2016, Mii EURO, 33
Covasna, 49. Carti  ziare, Luna august 2016, Mii EURO, 60
Covasna, 49. Carti  ziare, Luna septembrie 2016, Mii EURO, 27
Covasna, 49. Carti  ziare, Luna octombrie 2016, Mii EURO, 27
Covasna, 49. Carti  ziare, Luna noiembrie 2016, Mii EURO, 68
Covasna, 49. Carti  ziare, Luna decembrie 2016, Mii EURO, 43
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2011, Mii EURO, 336
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2011, Mii EURO, 239
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna martie 2011, Mii EURO, 352
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2011, Mii EURO, 428
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna mai 2011, Mii EURO, 614
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2011, Mii EURO, 491
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2011, Mii EURO, 529
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna august 2011, Mii EURO, 371
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2011, Mii EURO, 487
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2011, Mii EURO, 521
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2011, Mii EURO, 451
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2011, Mii EURO, 294
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2012, Mii EURO, 331
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2012, Mii EURO, 448
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna martie 2012, Mii EURO, 307
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2012, Mii EURO, 366
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna mai 2012, Mii EURO, 343
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2012, Mii EURO, 427
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2012, Mii EURO, 387
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna august 2012, Mii EURO, 331
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2012, Mii EURO, 478
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2012, Mii EURO, 593
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2012, Mii EURO, 397
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2012, Mii EURO, 349
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2013, Mii EURO, 288
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2013, Mii EURO, 362
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna martie 2013, Mii EURO, 519
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2013, Mii EURO, 392
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna mai 2013, Mii EURO, 407
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2013, Mii EURO, 405
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2013, Mii EURO, 361
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna august 2013, Mii EURO, 218
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2013, Mii EURO, 443
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2013, Mii EURO, 511
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2013, Mii EURO, 384
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2013, Mii EURO, 367
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2014, Mii EURO, 338
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2014, Mii EURO, 467
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna martie 2014, Mii EURO, 394
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2014, Mii EURO, 484
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna mai 2014, Mii EURO, 546
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2014, Mii EURO, 390
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2014, Mii EURO, 528
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna august 2014, Mii EURO, 368
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2014, Mii EURO, 357
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2014, Mii EURO, 601
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2014, Mii EURO, 327
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2014, Mii EURO, 307
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2015, Mii EURO, 668
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2015, Mii EURO, 467
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna martie 2015, Mii EURO, 604
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2015, Mii EURO, 506
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna mai 2015, Mii EURO, 575
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2015, Mii EURO, 488
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2015, Mii EURO, 487
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna august 2015, Mii EURO, 433
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2015, Mii EURO, 521
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2015, Mii EURO, 812
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2015, Mii EURO, 734
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2015, Mii EURO, 556
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2016, Mii EURO, 691
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2016, Mii EURO, 990
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna martie 2016, Mii EURO, 1141
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2016, Mii EURO, 939
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna mai 2016, Mii EURO, 1120
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2016, Mii EURO, 1050
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2016, Mii EURO, 934
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna august 2016, Mii EURO, 818
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2016, Mii EURO, 1277
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2016, Mii EURO, 1332
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2016, Mii EURO, 1229
Harghita, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2016, Mii EURO, 695
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2011, Mii EURO, 322
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2011, Mii EURO, 225
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2011, Mii EURO, 339
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2011, Mii EURO, 415
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2011, Mii EURO, 606
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2011, Mii EURO, 488
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2011, Mii EURO, 522
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2011, Mii EURO, 365
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2011, Mii EURO, 481
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2011, Mii EURO, 515
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2011, Mii EURO, 447
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2011, Mii EURO, 293
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2012, Mii EURO, 313
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2012, Mii EURO, 440
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2012, Mii EURO, 304
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2012, Mii EURO, 363
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2012, Mii EURO, 339
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2012, Mii EURO, 419
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2012, Mii EURO, 378
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2012, Mii EURO, 328
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2012, Mii EURO, 472
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2012, Mii EURO, 587
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2012, Mii EURO, 392
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2012, Mii EURO, 348
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2013, Mii EURO, 281
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2013, Mii EURO, 346
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2013, Mii EURO, 501
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2013, Mii EURO, 386
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2013, Mii EURO, 406
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2013, Mii EURO, 398
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2013, Mii EURO, 358
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2013, Mii EURO, 212
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2013, Mii EURO, 438
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2013, Mii EURO, 499
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2013, Mii EURO, 377
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2013, Mii EURO, 366
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2014, Mii EURO, 322
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2014, Mii EURO, 458
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2014, Mii EURO, 379
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2014, Mii EURO, 473
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2014, Mii EURO, 541
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2014, Mii EURO, 377
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2014, Mii EURO, 525
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2014, Mii EURO, 364
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2014, Mii EURO, 352
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2014, Mii EURO, 591
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2014, Mii EURO, 318
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2014, Mii EURO, 305
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2015, Mii EURO, 646
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2015, Mii EURO, 456
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2015, Mii EURO, 585
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2015, Mii EURO, 488
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2015, Mii EURO, 569
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2015, Mii EURO, 478
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2015, Mii EURO, 476
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2015, Mii EURO, 419
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2015, Mii EURO, 514
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2015, Mii EURO, 786
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2015, Mii EURO, 722
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2015, Mii EURO, 552
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2016, Mii EURO, 657
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2016, Mii EURO, 962
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2016, Mii EURO, 1123
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2016, Mii EURO, 911
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2016, Mii EURO, 1101
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2016, Mii EURO, 1032
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2016, Mii EURO, 909
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2016, Mii EURO, 799
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2016, Mii EURO, 1264
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2016, Mii EURO, 1314
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2016, Mii EURO, 1198
Harghita, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2016, Mii EURO, 695
Harghita, 45. Pluta si articole din pluta, Luna ianuarie 2011, Mii EURO, 5
Harghita, 45. Pluta si articole din pluta, Luna februarie 2011, Mii EURO, 6
Harghita, 45. Pluta si articole din pluta, Luna martie 2011, Mii EURO, 2
Harghita, 45. Pluta si articole din pluta, Luna aprilie 2011, Mii EURO, 3
Harghita, 45. Pluta si articole din pluta, Luna mai 2011, Mii EURO, 5
Harghita, 45. Pluta si articole din pluta, Luna iunie 2011, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna iulie 2011, Mii EURO, 5
Harghita, 45. Pluta si articole din pluta, Luna august 2011, Mii EURO, 2
Harghita, 45. Pluta si articole din pluta, Luna septembrie 2011, Mii EURO, 2
Harghita, 45. Pluta si articole din pluta, Luna octombrie 2011, Mii EURO, 5
Harghita, 45. Pluta si articole din pluta, Luna noiembrie 2011, Mii EURO, 2
Harghita, 45. Pluta si articole din pluta, Luna decembrie 2011, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna ianuarie 2012, Mii EURO, 4
Harghita, 45. Pluta si articole din pluta, Luna februarie 2012, Mii EURO, 3
Harghita, 45. Pluta si articole din pluta, Luna martie 2012, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna mai 2012, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna iunie 2012, Mii EURO, 5
Harghita, 45. Pluta si articole din pluta, Luna iulie 2012, Mii EURO, 6
Harghita, 45. Pluta si articole din pluta, Luna septembrie 2012, Mii EURO, 5
Harghita, 45. Pluta si articole din pluta, Luna octombrie 2012, Mii EURO, 4
