
Categorii de paduri, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii mc, Valoare
Rasinoase, Botosani, Anul 1992, Mii metri cubi, .4
Rasinoase, Botosani, Anul 1993, Mii metri cubi, .4
Rasinoase, Botosani, Anul 1994, Mii metri cubi, .8
Rasinoase, Botosani, Anul 1995, Mii metri cubi, .7
Rasinoase, Botosani, Anul 1996, Mii metri cubi, 1.1
Rasinoase, Botosani, Anul 1997, Mii metri cubi, 1.6
Rasinoase, Botosani, Anul 1998, Mii metri cubi, 1.2
Rasinoase, Botosani, Anul 1999, Mii metri cubi, .6
Rasinoase, Botosani, Anul 2000, Mii metri cubi, .4
Rasinoase, Botosani, Anul 2001, Mii metri cubi, 1
Rasinoase, Botosani, Anul 2002, Mii metri cubi, 5.2
Rasinoase, Botosani, Anul 2003, Mii metri cubi, 2.3
Rasinoase, Botosani, Anul 2004, Mii metri cubi, 2.1
Rasinoase, Botosani, Anul 2005, Mii metri cubi, 1.5
Rasinoase, Botosani, Anul 2006, Mii metri cubi, .7
Rasinoase, Botosani, Anul 2007, Mii metri cubi, 1.2
Rasinoase, Botosani, Anul 2008, Mii metri cubi, 4.5
Rasinoase, Botosani, Anul 2009, Mii metri cubi, 2.3
Rasinoase, Botosani, Anul 2010, Mii metri cubi, 3.9
Rasinoase, Botosani, Anul 2011, Mii metri cubi, 4.9
Rasinoase, Botosani, Anul 2012, Mii metri cubi, 10.1
Rasinoase, Botosani, Anul 2013, Mii metri cubi, 39.1
Rasinoase, Botosani, Anul 2014, Mii metri cubi, 29.2
Rasinoase, Botosani, Anul 2015, Mii metri cubi, 7.9
Rasinoase, Iasi, Anul 1990, Mii metri cubi, .4
Rasinoase, Iasi, Anul 1991, Mii metri cubi, .9
Rasinoase, Iasi, Anul 1992, Mii metri cubi, 1.2
Rasinoase, Iasi, Anul 1993, Mii metri cubi, 2.6
Rasinoase, Iasi, Anul 1994, Mii metri cubi, 2.3
Rasinoase, Iasi, Anul 1995, Mii metri cubi, 2.8
Rasinoase, Iasi, Anul 1996, Mii metri cubi, 3.5
Rasinoase, Iasi, Anul 1997, Mii metri cubi, 1.6
Rasinoase, Iasi, Anul 1998, Mii metri cubi, 3.2
Rasinoase, Iasi, Anul 1999, Mii metri cubi, 8.3
Rasinoase, Iasi, Anul 2000, Mii metri cubi, 3.6
Rasinoase, Iasi, Anul 2001, Mii metri cubi, 3.4
Rasinoase, Iasi, Anul 2002, Mii metri cubi, 8.1
Rasinoase, Iasi, Anul 2003, Mii metri cubi, 4.7
Rasinoase, Iasi, Anul 2004, Mii metri cubi, 3.7
Rasinoase, Iasi, Anul 2005, Mii metri cubi, 4.3
Rasinoase, Iasi, Anul 2006, Mii metri cubi, 5.3
Rasinoase, Iasi, Anul 2007, Mii metri cubi, 7
Rasinoase, Iasi, Anul 2008, Mii metri cubi, 5.5
Rasinoase, Iasi, Anul 2009, Mii metri cubi, 6.4
Rasinoase, Iasi, Anul 2010, Mii metri cubi, 8.5
Rasinoase, Iasi, Anul 2011, Mii metri cubi, 8.4
Rasinoase, Iasi, Anul 2012, Mii metri cubi, 26.3
Rasinoase, Iasi, Anul 2013, Mii metri cubi, 80.6
Rasinoase, Iasi, Anul 2014, Mii metri cubi, 84.5
Rasinoase, Iasi, Anul 2015, Mii metri cubi, 19.7
Rasinoase, Neamt, Anul 1990, Mii metri cubi, 717.3
Rasinoase, Neamt, Anul 1991, Mii metri cubi, 567.9
Rasinoase, Neamt, Anul 1992, Mii metri cubi, 489.6
Rasinoase, Neamt, Anul 1993, Mii metri cubi, 689.7
Rasinoase, Neamt, Anul 1994, Mii metri cubi, 677.3
Rasinoase, Neamt, Anul 1995, Mii metri cubi, 545.1
Rasinoase, Neamt, Anul 1996, Mii metri cubi, 417.6
Rasinoase, Neamt, Anul 1997, Mii metri cubi, 466.6
Rasinoase, Neamt, Anul 1998, Mii metri cubi, 487.9
Rasinoase, Neamt, Anul 1999, Mii metri cubi, 845.9
Rasinoase, Neamt, Anul 2000, Mii metri cubi, 548
Rasinoase, Neamt, Anul 2001, Mii metri cubi, 480.7
Rasinoase, Neamt, Anul 2002, Mii metri cubi, 649.9
Rasinoase, Neamt, Anul 2003, Mii metri cubi, 583.6
Rasinoase, Neamt, Anul 2004, Mii metri cubi, 574.2
Rasinoase, Neamt, Anul 2005, Mii metri cubi, 543.4
Rasinoase, Neamt, Anul 2006, Mii metri cubi, 564
Rasinoase, Neamt, Anul 2007, Mii metri cubi, 710
Rasinoase, Neamt, Anul 2008, Mii metri cubi, 650.7
Rasinoase, Neamt, Anul 2009, Mii metri cubi, 660.6
Rasinoase, Neamt, Anul 2010, Mii metri cubi, 685.9
Rasinoase, Neamt, Anul 2011, Mii metri cubi, 699.5
Rasinoase, Neamt, Anul 2012, Mii metri cubi, 715
Rasinoase, Neamt, Anul 2013, Mii metri cubi, 838.6
Rasinoase, Neamt, Anul 2014, Mii metri cubi, 832
Rasinoase, Neamt, Anul 2015, Mii metri cubi, 728.9
Rasinoase, Suceava, Anul 1990, Mii metri cubi, 1294.2
Rasinoase, Suceava, Anul 1991, Mii metri cubi, 1137.4
Rasinoase, Suceava, Anul 1992, Mii metri cubi, 1074
Rasinoase, Suceava, Anul 1993, Mii metri cubi, 1184.7
Rasinoase, Suceava, Anul 1994, Mii metri cubi, 1096.3
Rasinoase, Suceava, Anul 1995, Mii metri cubi, 1040.3
Rasinoase, Suceava, Anul 1996, Mii metri cubi, 1057.6
Rasinoase, Suceava, Anul 1997, Mii metri cubi, 1006.9
Rasinoase, Suceava, Anul 1998, Mii metri cubi, 1061.6
Rasinoase, Suceava, Anul 1999, Mii metri cubi, 1107.2
Rasinoase, Suceava, Anul 2000, Mii metri cubi, 1310
Rasinoase, Suceava, Anul 2001, Mii metri cubi, 1130.3
Rasinoase, Suceava, Anul 2002, Mii metri cubi, 2884
Rasinoase, Suceava, Anul 2003, Mii metri cubi, 3059.3
Rasinoase, Suceava, Anul 2004, Mii metri cubi, 1903.9
Rasinoase, Suceava, Anul 2005, Mii metri cubi, 1366.7
Rasinoase, Suceava, Anul 2006, Mii metri cubi, 1336.3
Rasinoase, Suceava, Anul 2007, Mii metri cubi, 2118.2
Rasinoase, Suceava, Anul 2008, Mii metri cubi, 1952.9
Rasinoase, Suceava, Anul 2009, Mii metri cubi, 1963.6
Rasinoase, Suceava, Anul 2010, Mii metri cubi, 1889.8
Rasinoase, Suceava, Anul 2011, Mii metri cubi, 2113.7
Rasinoase, Suceava, Anul 2012, Mii metri cubi, 2198.3
Rasinoase, Suceava, Anul 2013, Mii metri cubi, 2108
Rasinoase, Suceava, Anul 2014, Mii metri cubi, 1524.8
Rasinoase, Suceava, Anul 2015, Mii metri cubi, 1783.3
Rasinoase, Vaslui, Anul 1990, Mii metri cubi, .2
Rasinoase, Vaslui, Anul 1992, Mii metri cubi, .1
Rasinoase, Vaslui, Anul 1996, Mii metri cubi, .1
Rasinoase, Vaslui, Anul 1997, Mii metri cubi, .3
Rasinoase, Vaslui, Anul 2000, Mii metri cubi, .2
Rasinoase, Vaslui, Anul 2002, Mii metri cubi, .8
Rasinoase, Vaslui, Anul 2003, Mii metri cubi, .7
Rasinoase, Vaslui, Anul 2004, Mii metri cubi, .6
Rasinoase, Vaslui, Anul 2005, Mii metri cubi, .9
Rasinoase, Vaslui, Anul 2006, Mii metri cubi, .3
Rasinoase, Vaslui, Anul 2007, Mii metri cubi, .3
Rasinoase, Vaslui, Anul 2008, Mii metri cubi, .9
Rasinoase, Vaslui, Anul 2009, Mii metri cubi, .3
Rasinoase, Vaslui, Anul 2010, Mii metri cubi, .1
Rasinoase, Vaslui, Anul 2011, Mii metri cubi, .5
Rasinoase, Vaslui, Anul 2012, Mii metri cubi, 1
Rasinoase, Vaslui, Anul 2013, Mii metri cubi, 7.1
Rasinoase, Vaslui, Anul 2014, Mii metri cubi, 2.8
Rasinoase, Vaslui, Anul 2015, Mii metri cubi, .2
Rasinoase, Buzau, Anul 1990, Mii metri cubi, 75.3
Rasinoase, Buzau, Anul 1991, Mii metri cubi, 64.4
Rasinoase, Buzau, Anul 1992, Mii metri cubi, 63.1
Rasinoase, Buzau, Anul 1993, Mii metri cubi, 70.2
Rasinoase, Buzau, Anul 1994, Mii metri cubi, 50.8
Rasinoase, Buzau, Anul 1995, Mii metri cubi, 51.7
Rasinoase, Buzau, Anul 1996, Mii metri cubi, 77.2
Rasinoase, Buzau, Anul 1997, Mii metri cubi, 65.3
Rasinoase, Buzau, Anul 1998, Mii metri cubi, 77.9
Rasinoase, Buzau, Anul 1999, Mii metri cubi, 93.1
Rasinoase, Buzau, Anul 2000, Mii metri cubi, 58.7
Rasinoase, Buzau, Anul 2001, Mii metri cubi, 62.2
Rasinoase, Buzau, Anul 2002, Mii metri cubi, 83.1
Rasinoase, Buzau, Anul 2003, Mii metri cubi, 91.7
Rasinoase, Buzau, Anul 2004, Mii metri cubi, 113.9
Rasinoase, Buzau, Anul 2005, Mii metri cubi, 125.9
Rasinoase, Buzau, Anul 2006, Mii metri cubi, 100.4
Rasinoase, Buzau, Anul 2007, Mii metri cubi, 113.6
Rasinoase, Buzau, Anul 2008, Mii metri cubi, 96.6
Rasinoase, Buzau, Anul 2009, Mii metri cubi, 119.4
Rasinoase, Buzau, Anul 2010, Mii metri cubi, 123.2
Rasinoase, Buzau, Anul 2011, Mii metri cubi, 147.8
Rasinoase, Buzau, Anul 2012, Mii metri cubi, 140
Rasinoase, Buzau, Anul 2013, Mii metri cubi, 193.3
Rasinoase, Buzau, Anul 2014, Mii metri cubi, 150.8
Rasinoase, Buzau, Anul 2015, Mii metri cubi, 135.7
Rasinoase, Constanta, Anul 1991, Mii metri cubi, .3
Rasinoase, Constanta, Anul 1992, Mii metri cubi, .4
Rasinoase, Constanta, Anul 1993, Mii metri cubi, 1
Rasinoase, Constanta, Anul 1994, Mii metri cubi, .6
Rasinoase, Constanta, Anul 1995, Mii metri cubi, .3
Rasinoase, Constanta, Anul 1996, Mii metri cubi, .2
Rasinoase, Constanta, Anul 1997, Mii metri cubi, .5
Rasinoase, Constanta, Anul 1998, Mii metri cubi, .6
Rasinoase, Constanta, Anul 1999, Mii metri cubi, .9
Rasinoase, Constanta, Anul 2000, Mii metri cubi, .3
Rasinoase, Constanta, Anul 2001, Mii metri cubi, .9
Rasinoase, Constanta, Anul 2002, Mii metri cubi, 3.3
Rasinoase, Constanta, Anul 2003, Mii metri cubi, 1.9
Rasinoase, Constanta, Anul 2004, Mii metri cubi, .7
Rasinoase, Constanta, Anul 2005, Mii metri cubi, .2
Rasinoase, Constanta, Anul 2007, Mii metri cubi, .2
Rasinoase, Constanta, Anul 2009, Mii metri cubi, .2
Rasinoase, Constanta, Anul 2010, Mii metri cubi, .2
Rasinoase, Constanta, Anul 2011, Mii metri cubi, .3
Rasinoase, Constanta, Anul 2012, Mii metri cubi, .3
Rasinoase, Constanta, Anul 2013, Mii metri cubi, .3
Rasinoase, Constanta, Anul 2014, Mii metri cubi, .3
Rasinoase, Constanta, Anul 2015, Mii metri cubi, .2
Rasinoase, Galati, Anul 1990, Mii metri cubi, .2
Rasinoase, Galati, Anul 1998, Mii metri cubi, .1
Rasinoase, Galati, Anul 2011, Mii metri cubi, .2
Rasinoase, Galati, Anul 2012, Mii metri cubi, .2
Rasinoase, Galati, Anul 2013, Mii metri cubi, .3
Rasinoase, Galati, Anul 2015, Mii metri cubi, 1
Rasinoase, Tulcea, Anul 1990, Mii metri cubi, .1
Rasinoase, Tulcea, Anul 1994, Mii metri cubi, .2
Rasinoase, Tulcea, Anul 1995, Mii metri cubi, .2
Rasinoase, Tulcea, Anul 1996, Mii metri cubi, .4
Rasinoase, Tulcea, Anul 1997, Mii metri cubi, .2
Rasinoase, Tulcea, Anul 2001, Mii metri cubi, .1
Rasinoase, Tulcea, Anul 2002, Mii metri cubi, 1.4
Rasinoase, Tulcea, Anul 2003, Mii metri cubi, 1.1
Rasinoase, Tulcea, Anul 2004, Mii metri cubi, .4
Rasinoase, Tulcea, Anul 2005, Mii metri cubi, .1
Rasinoase, Tulcea, Anul 2006, Mii metri cubi, .1
Rasinoase, Tulcea, Anul 2007, Mii metri cubi, .2
Rasinoase, Tulcea, Anul 2008, Mii metri cubi, .3
Rasinoase, Tulcea, Anul 2009, Mii metri cubi, .6
Rasinoase, Tulcea, Anul 2010, Mii metri cubi, 1
Rasinoase, Tulcea, Anul 2011, Mii metri cubi, .6
Rasinoase, Tulcea, Anul 2012, Mii metri cubi, .4
Rasinoase, Tulcea, Anul 2013, Mii metri cubi, .5
Rasinoase, Tulcea, Anul 2014, Mii metri cubi, .2
Rasinoase, Tulcea, Anul 2015, Mii metri cubi, .4
Rasinoase, Vrancea, Anul 1990, Mii metri cubi, 131.9
Rasinoase, Vrancea, Anul 1991, Mii metri cubi, 101.8
Rasinoase, Vrancea, Anul 1992, Mii metri cubi, 124.9
Rasinoase, Vrancea, Anul 1993, Mii metri cubi, 108.1
Rasinoase, Vrancea, Anul 1994, Mii metri cubi, 110.6
Rasinoase, Vrancea, Anul 1995, Mii metri cubi, 100.7
Rasinoase, Vrancea, Anul 1996, Mii metri cubi, 103.8
Rasinoase, Vrancea, Anul 1997, Mii metri cubi, 73.5
Rasinoase, Vrancea, Anul 1998, Mii metri cubi, 83.6
Rasinoase, Vrancea, Anul 1999, Mii metri cubi, 93.2
Rasinoase, Vrancea, Anul 2000, Mii metri cubi, 88.9
Rasinoase, Vrancea, Anul 2001, Mii metri cubi, 87.3
Rasinoase, Vrancea, Anul 2002, Mii metri cubi, 146.7
Rasinoase, Vrancea, Anul 2003, Mii metri cubi, 107.9
Rasinoase, Vrancea, Anul 2004, Mii metri cubi, 146.4
Rasinoase, Vrancea, Anul 2005, Mii metri cubi, 131
Rasinoase, Vrancea, Anul 2006, Mii metri cubi, 153.5
Rasinoase, Vrancea, Anul 2007, Mii metri cubi, 123.5
Rasinoase, Vrancea, Anul 2008, Mii metri cubi, 157.8
Rasinoase, Vrancea, Anul 2009, Mii metri cubi, 168.8
Rasinoase, Vrancea, Anul 2010, Mii metri cubi, 179.4
Rasinoase, Vrancea, Anul 2011, Mii metri cubi, 207.4
Rasinoase, Vrancea, Anul 2012, Mii metri cubi, 246.9
Rasinoase, Vrancea, Anul 2013, Mii metri cubi, 216.9
Rasinoase, Vrancea, Anul 2014, Mii metri cubi, 255.7
Rasinoase, Vrancea, Anul 2015, Mii metri cubi, 253.7
Rasinoase, Arges, Anul 1990, Mii metri cubi, 77.8
Rasinoase, Arges, Anul 1991, Mii metri cubi, 58
Rasinoase, Arges, Anul 1992, Mii metri cubi, 64.3
Rasinoase, Arges, Anul 1993, Mii metri cubi, 65.4
Rasinoase, Arges, Anul 1994, Mii metri cubi, 60.6
Rasinoase, Arges, Anul 1995, Mii metri cubi, 43.2
Rasinoase, Arges, Anul 1996, Mii metri cubi, 61.6
Rasinoase, Arges, Anul 1997, Mii metri cubi, 47.5
Rasinoase, Arges, Anul 1998, Mii metri cubi, 56.9
Rasinoase, Arges, Anul 1999, Mii metri cubi, 60.7
Rasinoase, Arges, Anul 2000, Mii metri cubi, 76.6
Rasinoase, Arges, Anul 2001, Mii metri cubi, 74.4
Rasinoase, Arges, Anul 2002, Mii metri cubi, 82.8
Rasinoase, Arges, Anul 2003, Mii metri cubi, 80.5
Rasinoase, Arges, Anul 2004, Mii metri cubi, 123.6
Rasinoase, Arges, Anul 2005, Mii metri cubi, 175.5
Rasinoase, Arges, Anul 2006, Mii metri cubi, 160.5
Rasinoase, Arges, Anul 2007, Mii metri cubi, 153.2
Rasinoase, Arges, Anul 2008, Mii metri cubi, 154.1
Rasinoase, Arges, Anul 2009, Mii metri cubi, 55.8
Rasinoase, Arges, Anul 2010, Mii metri cubi, 170.9
Rasinoase, Arges, Anul 2011, Mii metri cubi, 203.4
Rasinoase, Arges, Anul 2012, Mii metri cubi, 262
Rasinoase, Arges, Anul 2013, Mii metri cubi, 194.9
Rasinoase, Arges, Anul 2014, Mii metri cubi, 205
Rasinoase, Arges, Anul 2015, Mii metri cubi, 180.4
Rasinoase, Calarasi, Anul 1992, Mii metri cubi, .1
Rasinoase, Calarasi, Anul 1993, Mii metri cubi, .2
Rasinoase, Calarasi, Anul 2000, Mii metri cubi, .1
Rasinoase, Calarasi, Anul 2001, Mii metri cubi, .2
Rasinoase, Calarasi, Anul 2002, Mii metri cubi, .1
Rasinoase, Calarasi, Anul 2005, Mii metri cubi, .1
Rasinoase, Calarasi, Anul 2007, Mii metri cubi, .1
Rasinoase, Calarasi, Anul 2008, Mii metri cubi, .2
Rasinoase, Calarasi, Anul 2009, Mii metri cubi, .1
Rasinoase, Calarasi, Anul 2014, Mii metri cubi, .1
Rasinoase, Dambovita, Anul 1990, Mii metri cubi, 13.7
Rasinoase, Dambovita, Anul 1991, Mii metri cubi, 5.5
Rasinoase, Dambovita, Anul 1992, Mii metri cubi, 11.2
Rasinoase, Dambovita, Anul 1993, Mii metri cubi, 9.8
Rasinoase, Dambovita, Anul 1994, Mii metri cubi, 9.4
Rasinoase, Dambovita, Anul 1995, Mii metri cubi, 9
Rasinoase, Dambovita, Anul 1996, Mii metri cubi, 6.8
Rasinoase, Dambovita, Anul 1997, Mii metri cubi, 4.5
Rasinoase, Dambovita, Anul 1998, Mii metri cubi, 6.3
Rasinoase, Dambovita, Anul 1999, Mii metri cubi, 5.1
Rasinoase, Dambovita, Anul 2000, Mii metri cubi, 15.3
Rasinoase, Dambovita, Anul 2001, Mii metri cubi, 24.3
Rasinoase, Dambovita, Anul 2002, Mii metri cubi, 16.4
Rasinoase, Dambovita, Anul 2003, Mii metri cubi, 12.8
Rasinoase, Dambovita, Anul 2004, Mii metri cubi, 20
Rasinoase, Dambovita, Anul 2005, Mii metri cubi, 23.3
Rasinoase, Dambovita, Anul 2006, Mii metri cubi, 23.2
Rasinoase, Dambovita, Anul 2007, Mii metri cubi, 27.4
Rasinoase, Dambovita, Anul 2008, Mii metri cubi, 22.7
Rasinoase, Dambovita, Anul 2009, Mii metri cubi, 29.6
Rasinoase, Dambovita, Anul 2010, Mii metri cubi, 30.8
Rasinoase, Dambovita, Anul 2011, Mii metri cubi, 35.1
Rasinoase, Dambovita, Anul 2012, Mii metri cubi, 41.8
Rasinoase, Dambovita, Anul 2013, Mii metri cubi, 97.1
Rasinoase, Dambovita, Anul 2014, Mii metri cubi, 85.8
Rasinoase, Dambovita, Anul 2015, Mii metri cubi, 54
Rasinoase, Giurgiu, Anul 1990, Mii metri cubi, .1
Rasinoase, Giurgiu, Anul 1994, Mii metri cubi, .2
Rasinoase, Giurgiu, Anul 1996, Mii metri cubi, .1
Rasinoase, Giurgiu, Anul 2002, Mii metri cubi, .1
Rasinoase, Giurgiu, Anul 2003, Mii metri cubi, .2
Rasinoase, Giurgiu, Anul 2005, Mii metri cubi, .1
Rasinoase, Giurgiu, Anul 2006, Mii metri cubi, .1
Rasinoase, Giurgiu, Anul 2007, Mii metri cubi, .2
Rasinoase, Giurgiu, Anul 2010, Mii metri cubi, .3
Rasinoase, Giurgiu, Anul 2011, Mii metri cubi, .1
Rasinoase, Giurgiu, Anul 2012, Mii metri cubi, .3
Rasinoase, Giurgiu, Anul 2013, Mii metri cubi, .4
Rasinoase, Giurgiu, Anul 2015, Mii metri cubi, .1
Rasinoase, Ialomita, Anul 1990, Mii metri cubi, .2
Rasinoase, Prahova, Anul 1990, Mii metri cubi, 98.3
Rasinoase, Prahova, Anul 1991, Mii metri cubi, 114.5
Rasinoase, Prahova, Anul 1992, Mii metri cubi, 130.3
Rasinoase, Prahova, Anul 1993, Mii metri cubi, 121.6
Rasinoase, Prahova, Anul 1994, Mii metri cubi, 99.4
Rasinoase, Prahova, Anul 1995, Mii metri cubi, 78.4
Rasinoase, Prahova, Anul 1996, Mii metri cubi, 69.3
Rasinoase, Prahova, Anul 1997, Mii metri cubi, 74.1
Rasinoase, Prahova, Anul 1998, Mii metri cubi, 105.2
Rasinoase, Prahova, Anul 1999, Mii metri cubi, 100.3
Rasinoase, Prahova, Anul 2000, Mii metri cubi, 100.2
Rasinoase, Prahova, Anul 2001, Mii metri cubi, 131.3
Rasinoase, Prahova, Anul 2002, Mii metri cubi, 94.8
Rasinoase, Prahova, Anul 2003, Mii metri cubi, 76.6
Rasinoase, Prahova, Anul 2004, Mii metri cubi, 92.1
Rasinoase, Prahova, Anul 2005, Mii metri cubi, 103.7
Rasinoase, Prahova, Anul 2006, Mii metri cubi, 95.1
Rasinoase, Prahova, Anul 2007, Mii metri cubi, 99.1
Rasinoase, Prahova, Anul 2008, Mii metri cubi, 83.9
Rasinoase, Prahova, Anul 2009, Mii metri cubi, 84.2
Rasinoase, Prahova, Anul 2010, Mii metri cubi, 105.6
Rasinoase, Prahova, Anul 2011, Mii metri cubi, 138.2
Rasinoase, Prahova, Anul 2012, Mii metri cubi, 122.9
Rasinoase, Prahova, Anul 2013, Mii metri cubi, 141.7
Rasinoase, Prahova, Anul 2014, Mii metri cubi, 127.4
Rasinoase, Prahova, Anul 2015, Mii metri cubi, 120.4
Rasinoase, Teleorman, Anul 1990, Mii metri cubi, .2
Rasinoase, Teleorman, Anul 1991, Mii metri cubi, .1
Rasinoase, Teleorman, Anul 1992, Mii metri cubi, .7
Rasinoase, Teleorman, Anul 1993, Mii metri cubi, .1
Rasinoase, Teleorman, Anul 1994, Mii metri cubi, .5
Rasinoase, Teleorman, Anul 1997, Mii metri cubi, .1
Rasinoase, Teleorman, Anul 1998, Mii metri cubi, .1
Rasinoase, Teleorman, Anul 1999, Mii metri cubi, .4
Rasinoase, Teleorman, Anul 2000, Mii metri cubi, .1
Rasinoase, Teleorman, Anul 2001, Mii metri cubi, .3
Rasinoase, Teleorman, Anul 2002, Mii metri cubi, .5
Rasinoase, Teleorman, Anul 2003, Mii metri cubi, .4
Rasinoase, Teleorman, Anul 2004, Mii metri cubi, .5
Rasinoase, Teleorman, Anul 2005, Mii metri cubi, .1
Rasinoase, Teleorman, Anul 2007, Mii metri cubi, .1
Rasinoase, Teleorman, Anul 2010, Mii metri cubi, .3
Rasinoase, Teleorman, Anul 2011, Mii metri cubi, .2
Rasinoase, Teleorman, Anul 2012, Mii metri cubi, .1
Rasinoase, Teleorman, Anul 2013, Mii metri cubi, .4
Rasinoase, Teleorman, Anul 2015, Mii metri cubi, .1
Rasinoase, Ilfov, Anul 2002, Mii metri cubi, .3
Rasinoase, Ilfov, Anul 2003, Mii metri cubi, .1
Rasinoase, Ilfov, Anul 2008, Mii metri cubi, .5
Rasinoase, Ilfov, Anul 2010, Mii metri cubi, .1
Rasinoase, Ilfov, Anul 2011, Mii metri cubi, .1
Rasinoase, Ilfov, Anul 2012, Mii metri cubi, .1
Rasinoase, Dolj, Anul 1990, Mii metri cubi, .2
Rasinoase, Dolj, Anul 1991, Mii metri cubi, .2
Rasinoase, Dolj, Anul 1992, Mii metri cubi, .1
Rasinoase, Dolj, Anul 1993, Mii metri cubi, .7
Rasinoase, Dolj, Anul 1994, Mii metri cubi, .6
Rasinoase, Dolj, Anul 1995, Mii metri cubi, .7
Rasinoase, Dolj, Anul 1996, Mii metri cubi, .4
Rasinoase, Dolj, Anul 1997, Mii metri cubi, 2.8
Rasinoase, Dolj, Anul 1998, Mii metri cubi, .6
Rasinoase, Dolj, Anul 1999, Mii metri cubi, .3
Rasinoase, Dolj, Anul 2000, Mii metri cubi, .1
Rasinoase, Dolj, Anul 2001, Mii metri cubi, .3
Rasinoase, Dolj, Anul 2002, Mii metri cubi, .2
Rasinoase, Dolj, Anul 2003, Mii metri cubi, .2
Rasinoase, Dolj, Anul 2004, Mii metri cubi, .1
Rasinoase, Dolj, Anul 2005, Mii metri cubi, .4
Rasinoase, Dolj, Anul 2006, Mii metri cubi, .4
Rasinoase, Dolj, Anul 2007, Mii metri cubi, .3
Rasinoase, Dolj, Anul 2008, Mii metri cubi, .6
Rasinoase, Dolj, Anul 2009, Mii metri cubi, .1
Rasinoase, Dolj, Anul 2010, Mii metri cubi, .7
Rasinoase, Dolj, Anul 2012, Mii metri cubi, .5
Rasinoase, Dolj, Anul 2013, Mii metri cubi, .7
Rasinoase, Dolj, Anul 2014, Mii metri cubi, .4
Rasinoase, Dolj, Anul 2015, Mii metri cubi, .5
Rasinoase, Gorj, Anul 1990, Mii metri cubi, 32.4
Rasinoase, Gorj, Anul 1991, Mii metri cubi, 19.1
Rasinoase, Gorj, Anul 1992, Mii metri cubi, 14.6
Rasinoase, Gorj, Anul 1993, Mii metri cubi, 9.9
Rasinoase, Gorj, Anul 1994, Mii metri cubi, 13.6
Rasinoase, Gorj, Anul 1995, Mii metri cubi, 11.2
Rasinoase, Gorj, Anul 1996, Mii metri cubi, 14
Rasinoase, Gorj, Anul 1997, Mii metri cubi, 13.7
Rasinoase, Gorj, Anul 1998, Mii metri cubi, 10.1
Rasinoase, Gorj, Anul 1999, Mii metri cubi, 8
Rasinoase, Gorj, Anul 2000, Mii metri cubi, 11.4
Rasinoase, Gorj, Anul 2001, Mii metri cubi, 17.1
Rasinoase, Gorj, Anul 2002, Mii metri cubi, 11.8
Rasinoase, Gorj, Anul 2003, Mii metri cubi, 13.6
Rasinoase, Gorj, Anul 2004, Mii metri cubi, 22.5
Rasinoase, Gorj, Anul 2005, Mii metri cubi, 27
Rasinoase, Gorj, Anul 2006, Mii metri cubi, 34.1
Rasinoase, Gorj, Anul 2007, Mii metri cubi, 15.3
Rasinoase, Gorj, Anul 2008, Mii metri cubi, 21
Rasinoase, Gorj, Anul 2009, Mii metri cubi, 8
Rasinoase, Gorj, Anul 2010, Mii metri cubi, 31
Rasinoase, Gorj, Anul 2011, Mii metri cubi, 26.6
Rasinoase, Gorj, Anul 2012, Mii metri cubi, 24.5
Rasinoase, Gorj, Anul 2013, Mii metri cubi, 24.4
Rasinoase, Gorj, Anul 2014, Mii metri cubi, 38.9
Rasinoase, Gorj, Anul 2015, Mii metri cubi, 35.1
Rasinoase, Mehedinti, Anul 1990, Mii metri cubi, 3.9
Rasinoase, Mehedinti, Anul 1991, Mii metri cubi, 3.6
Rasinoase, Mehedinti, Anul 1992, Mii metri cubi, 1.7
Rasinoase, Mehedinti, Anul 1993, Mii metri cubi, .6
Rasinoase, Mehedinti, Anul 1994, Mii metri cubi, 1.5
Rasinoase, Mehedinti, Anul 1995, Mii metri cubi, 1.3
Rasinoase, Mehedinti, Anul 1996, Mii metri cubi, 1.3
Rasinoase, Mehedinti, Anul 1997, Mii metri cubi, 1.6
Rasinoase, Mehedinti, Anul 1998, Mii metri cubi, 1.9
Rasinoase, Mehedinti, Anul 1999, Mii metri cubi, .8
Rasinoase, Mehedinti, Anul 2000, Mii metri cubi, .9
Rasinoase, Mehedinti, Anul 2001, Mii metri cubi, 1.5
Rasinoase, Mehedinti, Anul 2002, Mii metri cubi, .7
Rasinoase, Mehedinti, Anul 2003, Mii metri cubi, .1
Rasinoase, Mehedinti, Anul 2004, Mii metri cubi, .7
Rasinoase, Mehedinti, Anul 2005, Mii metri cubi, .9
Rasinoase, Mehedinti, Anul 2006, Mii metri cubi, .7
Rasinoase, Mehedinti, Anul 2007, Mii metri cubi, .7
Rasinoase, Mehedinti, Anul 2008, Mii metri cubi, .8
Rasinoase, Mehedinti, Anul 2009, Mii metri cubi, .5
Rasinoase, Mehedinti, Anul 2010, Mii metri cubi, .8
Rasinoase, Mehedinti, Anul 2011, Mii metri cubi, .6
Rasinoase, Mehedinti, Anul 2012, Mii metri cubi, 1
Rasinoase, Mehedinti, Anul 2013, Mii metri cubi, .7
Rasinoase, Mehedinti, Anul 2014, Mii metri cubi, 1.3
Rasinoase, Mehedinti, Anul 2015, Mii metri cubi, 1.2
