
Judete, Sectiuni si capitole conform Nomenclatorului Combinat (NC), Luni, UM: Mii euro, Valoare
TOTAL, X. Hirtie si articole din acestea, Luna ianuarie 2011, Mii EURO, 22056
TOTAL, X. Hirtie si articole din acestea, Luna februarie 2011, Mii EURO, 21317
TOTAL, X. Hirtie si articole din acestea, Luna martie 2011, Mii EURO, 23905
TOTAL, X. Hirtie si articole din acestea, Luna aprilie 2011, Mii EURO, 23877
TOTAL, X. Hirtie si articole din acestea, Luna mai 2011, Mii EURO, 24718
TOTAL, X. Hirtie si articole din acestea, Luna iunie 2011, Mii EURO, 21751
TOTAL, X. Hirtie si articole din acestea, Luna iulie 2011, Mii EURO, 22227
TOTAL, X. Hirtie si articole din acestea, Luna august 2011, Mii EURO, 20982
TOTAL, X. Hirtie si articole din acestea, Luna septembrie 2011, Mii EURO, 24845
TOTAL, X. Hirtie si articole din acestea, Luna octombrie 2011, Mii EURO, 24240
TOTAL, X. Hirtie si articole din acestea, Luna noiembrie 2011, Mii EURO, 24276
TOTAL, X. Hirtie si articole din acestea, Luna decembrie 2011, Mii EURO, 19921
TOTAL, X. Hirtie si articole din acestea, Luna ianuarie 2012, Mii EURO, 19283
TOTAL, X. Hirtie si articole din acestea, Luna februarie 2012, Mii EURO, 20903
TOTAL, X. Hirtie si articole din acestea, Luna martie 2012, Mii EURO, 22899
TOTAL, X. Hirtie si articole din acestea, Luna aprilie 2012, Mii EURO, 22309
TOTAL, X. Hirtie si articole din acestea, Luna mai 2012, Mii EURO, 24777
TOTAL, X. Hirtie si articole din acestea, Luna iunie 2012, Mii EURO, 26118
TOTAL, X. Hirtie si articole din acestea, Luna iulie 2012, Mii EURO, 24276
TOTAL, X. Hirtie si articole din acestea, Luna august 2012, Mii EURO, 23415
TOTAL, X. Hirtie si articole din acestea, Luna septembrie 2012, Mii EURO, 24647
TOTAL, X. Hirtie si articole din acestea, Luna octombrie 2012, Mii EURO, 27101
TOTAL, X. Hirtie si articole din acestea, Luna noiembrie 2012, Mii EURO, 25619
TOTAL, X. Hirtie si articole din acestea, Luna decembrie 2012, Mii EURO, 20225
TOTAL, X. Hirtie si articole din acestea, Luna ianuarie 2013, Mii EURO, 25786
TOTAL, X. Hirtie si articole din acestea, Luna februarie 2013, Mii EURO, 24326
TOTAL, X. Hirtie si articole din acestea, Luna martie 2013, Mii EURO, 26464
TOTAL, X. Hirtie si articole din acestea, Luna aprilie 2013, Mii EURO, 29823
TOTAL, X. Hirtie si articole din acestea, Luna mai 2013, Mii EURO, 26929
TOTAL, X. Hirtie si articole din acestea, Luna iunie 2013, Mii EURO, 25853
TOTAL, X. Hirtie si articole din acestea, Luna iulie 2013, Mii EURO, 28242
TOTAL, X. Hirtie si articole din acestea, Luna august 2013, Mii EURO, 26187
TOTAL, X. Hirtie si articole din acestea, Luna septembrie 2013, Mii EURO, 28887
TOTAL, X. Hirtie si articole din acestea, Luna octombrie 2013, Mii EURO, 29909
TOTAL, X. Hirtie si articole din acestea, Luna noiembrie 2013, Mii EURO, 29709
TOTAL, X. Hirtie si articole din acestea, Luna decembrie 2013, Mii EURO, 24985
TOTAL, X. Hirtie si articole din acestea, Luna ianuarie 2014, Mii EURO, 27827
TOTAL, X. Hirtie si articole din acestea, Luna februarie 2014, Mii EURO, 27442
TOTAL, X. Hirtie si articole din acestea, Luna martie 2014, Mii EURO, 28939
TOTAL, X. Hirtie si articole din acestea, Luna aprilie 2014, Mii EURO, 28602
TOTAL, X. Hirtie si articole din acestea, Luna mai 2014, Mii EURO, 28285
TOTAL, X. Hirtie si articole din acestea, Luna iunie 2014, Mii EURO, 27589
TOTAL, X. Hirtie si articole din acestea, Luna iulie 2014, Mii EURO, 29666
TOTAL, X. Hirtie si articole din acestea, Luna august 2014, Mii EURO, 26739
TOTAL, X. Hirtie si articole din acestea, Luna septembrie 2014, Mii EURO, 31183
TOTAL, X. Hirtie si articole din acestea, Luna octombrie 2014, Mii EURO, 32970
TOTAL, X. Hirtie si articole din acestea, Luna noiembrie 2014, Mii EURO, 32191
TOTAL, X. Hirtie si articole din acestea, Luna decembrie 2014, Mii EURO, 30342
TOTAL, X. Hirtie si articole din acestea, Luna ianuarie 2015, Mii EURO, 30730
TOTAL, X. Hirtie si articole din acestea, Luna februarie 2015, Mii EURO, 28261
TOTAL, X. Hirtie si articole din acestea, Luna martie 2015, Mii EURO, 33953
TOTAL, X. Hirtie si articole din acestea, Luna aprilie 2015, Mii EURO, 29437
TOTAL, X. Hirtie si articole din acestea, Luna mai 2015, Mii EURO, 29177
TOTAL, X. Hirtie si articole din acestea, Luna iunie 2015, Mii EURO, 32203
TOTAL, X. Hirtie si articole din acestea, Luna iulie 2015, Mii EURO, 32388
TOTAL, X. Hirtie si articole din acestea, Luna august 2015, Mii EURO, 28111
TOTAL, X. Hirtie si articole din acestea, Luna septembrie 2015, Mii EURO, 33543
TOTAL, X. Hirtie si articole din acestea, Luna octombrie 2015, Mii EURO, 35681
TOTAL, X. Hirtie si articole din acestea, Luna noiembrie 2015, Mii EURO, 33770
TOTAL, X. Hirtie si articole din acestea, Luna decembrie 2015, Mii EURO, 29857
TOTAL, X. Hirtie si articole din acestea, Luna ianuarie 2016, Mii EURO, 32024
TOTAL, X. Hirtie si articole din acestea, Luna februarie 2016, Mii EURO, 35467
TOTAL, X. Hirtie si articole din acestea, Luna martie 2016, Mii EURO, 35711
TOTAL, X. Hirtie si articole din acestea, Luna aprilie 2016, Mii EURO, 33493
TOTAL, X. Hirtie si articole din acestea, Luna mai 2016, Mii EURO, 34240
TOTAL, X. Hirtie si articole din acestea, Luna iunie 2016, Mii EURO, 36638
TOTAL, X. Hirtie si articole din acestea, Luna iulie 2016, Mii EURO, 35490
TOTAL, X. Hirtie si articole din acestea, Luna august 2016, Mii EURO, 32946
TOTAL, X. Hirtie si articole din acestea, Luna septembrie 2016, Mii EURO, 39980
TOTAL, X. Hirtie si articole din acestea, Luna octombrie 2016, Mii EURO, 37543
TOTAL, X. Hirtie si articole din acestea, Luna noiembrie 2016, Mii EURO, 39196
TOTAL, X. Hirtie si articole din acestea, Luna decembrie 2016, Mii EURO, 33417
TOTAL, 47. Pasta din lemn, Luna ianuarie 2011, Mii EURO, 1195
TOTAL, 47. Pasta din lemn, Luna februarie 2011, Mii EURO, 1245
TOTAL, 47. Pasta din lemn, Luna martie 2011, Mii EURO, 2265
TOTAL, 47. Pasta din lemn, Luna aprilie 2011, Mii EURO, 1866
TOTAL, 47. Pasta din lemn, Luna mai 2011, Mii EURO, 2244
TOTAL, 47. Pasta din lemn, Luna iunie 2011, Mii EURO, 1127
TOTAL, 47. Pasta din lemn, Luna iulie 2011, Mii EURO, 1102
TOTAL, 47. Pasta din lemn, Luna august 2011, Mii EURO, 1039
TOTAL, 47. Pasta din lemn, Luna septembrie 2011, Mii EURO, 1691
TOTAL, 47. Pasta din lemn, Luna octombrie 2011, Mii EURO, 1470
TOTAL, 47. Pasta din lemn, Luna noiembrie 2011, Mii EURO, 957
TOTAL, 47. Pasta din lemn, Luna decembrie 2011, Mii EURO, 942
TOTAL, 47. Pasta din lemn, Luna ianuarie 2012, Mii EURO, 1609
TOTAL, 47. Pasta din lemn, Luna februarie 2012, Mii EURO, 1613
TOTAL, 47. Pasta din lemn, Luna martie 2012, Mii EURO, 1812
TOTAL, 47. Pasta din lemn, Luna aprilie 2012, Mii EURO, 1767
TOTAL, 47. Pasta din lemn, Luna mai 2012, Mii EURO, 1543
TOTAL, 47. Pasta din lemn, Luna iunie 2012, Mii EURO, 1246
TOTAL, 47. Pasta din lemn, Luna iulie 2012, Mii EURO, 1379
TOTAL, 47. Pasta din lemn, Luna august 2012, Mii EURO, 1378
TOTAL, 47. Pasta din lemn, Luna septembrie 2012, Mii EURO, 1335
TOTAL, 47. Pasta din lemn, Luna octombrie 2012, Mii EURO, 1781
TOTAL, 47. Pasta din lemn, Luna noiembrie 2012, Mii EURO, 815
TOTAL, 47. Pasta din lemn, Luna decembrie 2012, Mii EURO, 840
TOTAL, 47. Pasta din lemn, Luna ianuarie 2013, Mii EURO, 1357
TOTAL, 47. Pasta din lemn, Luna februarie 2013, Mii EURO, 1313
TOTAL, 47. Pasta din lemn, Luna martie 2013, Mii EURO, 1627
TOTAL, 47. Pasta din lemn, Luna aprilie 2013, Mii EURO, 1597
TOTAL, 47. Pasta din lemn, Luna mai 2013, Mii EURO, 1452
TOTAL, 47. Pasta din lemn, Luna iunie 2013, Mii EURO, 1335
TOTAL, 47. Pasta din lemn, Luna iulie 2013, Mii EURO, 1267
TOTAL, 47. Pasta din lemn, Luna august 2013, Mii EURO, 1359
TOTAL, 47. Pasta din lemn, Luna septembrie 2013, Mii EURO, 1261
TOTAL, 47. Pasta din lemn, Luna octombrie 2013, Mii EURO, 1303
TOTAL, 47. Pasta din lemn, Luna noiembrie 2013, Mii EURO, 1250
TOTAL, 47. Pasta din lemn, Luna decembrie 2013, Mii EURO, 953
TOTAL, 47. Pasta din lemn, Luna ianuarie 2014, Mii EURO, 1307
TOTAL, 47. Pasta din lemn, Luna februarie 2014, Mii EURO, 1313
TOTAL, 47. Pasta din lemn, Luna martie 2014, Mii EURO, 1387
TOTAL, 47. Pasta din lemn, Luna aprilie 2014, Mii EURO, 1591
TOTAL, 47. Pasta din lemn, Luna mai 2014, Mii EURO, 1029
TOTAL, 47. Pasta din lemn, Luna iunie 2014, Mii EURO, 1174
TOTAL, 47. Pasta din lemn, Luna iulie 2014, Mii EURO, 1481
TOTAL, 47. Pasta din lemn, Luna august 2014, Mii EURO, 1372
TOTAL, 47. Pasta din lemn, Luna septembrie 2014, Mii EURO, 2411
TOTAL, 47. Pasta din lemn, Luna octombrie 2014, Mii EURO, 1725
TOTAL, 47. Pasta din lemn, Luna noiembrie 2014, Mii EURO, 1552
TOTAL, 47. Pasta din lemn, Luna decembrie 2014, Mii EURO, 1286
TOTAL, 47. Pasta din lemn, Luna ianuarie 2015, Mii EURO, 1371
TOTAL, 47. Pasta din lemn, Luna februarie 2015, Mii EURO, 1432
TOTAL, 47. Pasta din lemn, Luna martie 2015, Mii EURO, 1273
TOTAL, 47. Pasta din lemn, Luna aprilie 2015, Mii EURO, 1385
TOTAL, 47. Pasta din lemn, Luna mai 2015, Mii EURO, 1489
TOTAL, 47. Pasta din lemn, Luna iunie 2015, Mii EURO, 1592
TOTAL, 47. Pasta din lemn, Luna iulie 2015, Mii EURO, 2042
TOTAL, 47. Pasta din lemn, Luna august 2015, Mii EURO, 1764
TOTAL, 47. Pasta din lemn, Luna septembrie 2015, Mii EURO, 1746
TOTAL, 47. Pasta din lemn, Luna octombrie 2015, Mii EURO, 1689
TOTAL, 47. Pasta din lemn, Luna noiembrie 2015, Mii EURO, 1558
TOTAL, 47. Pasta din lemn, Luna decembrie 2015, Mii EURO, 1413
TOTAL, 47. Pasta din lemn, Luna ianuarie 2016, Mii EURO, 1329
TOTAL, 47. Pasta din lemn, Luna februarie 2016, Mii EURO, 1655
TOTAL, 47. Pasta din lemn, Luna martie 2016, Mii EURO, 1602
TOTAL, 47. Pasta din lemn, Luna aprilie 2016, Mii EURO, 1827
TOTAL, 47. Pasta din lemn, Luna mai 2016, Mii EURO, 1724
TOTAL, 47. Pasta din lemn, Luna iunie 2016, Mii EURO, 1723
TOTAL, 47. Pasta din lemn, Luna iulie 2016, Mii EURO, 1763
TOTAL, 47. Pasta din lemn, Luna august 2016, Mii EURO, 1728
TOTAL, 47. Pasta din lemn, Luna septembrie 2016, Mii EURO, 2117
TOTAL, 47. Pasta din lemn, Luna octombrie 2016, Mii EURO, 2100
TOTAL, 47. Pasta din lemn, Luna noiembrie 2016, Mii EURO, 2611
TOTAL, 47. Pasta din lemn, Luna decembrie 2016, Mii EURO, 2124
TOTAL, 48. Hirtie si articole din acestea, Luna ianuarie 2011, Mii EURO, 17154
TOTAL, 48. Hirtie si articole din acestea, Luna februarie 2011, Mii EURO, 16643
TOTAL, 48. Hirtie si articole din acestea, Luna martie 2011, Mii EURO, 17446
TOTAL, 48. Hirtie si articole din acestea, Luna aprilie 2011, Mii EURO, 17544
TOTAL, 48. Hirtie si articole din acestea, Luna mai 2011, Mii EURO, 18170
TOTAL, 48. Hirtie si articole din acestea, Luna iunie 2011, Mii EURO, 16099
TOTAL, 48. Hirtie si articole din acestea, Luna iulie 2011, Mii EURO, 17380
TOTAL, 48. Hirtie si articole din acestea, Luna august 2011, Mii EURO, 15635
TOTAL, 48. Hirtie si articole din acestea, Luna septembrie 2011, Mii EURO, 17270
TOTAL, 48. Hirtie si articole din acestea, Luna octombrie 2011, Mii EURO, 18112
TOTAL, 48. Hirtie si articole din acestea, Luna noiembrie 2011, Mii EURO, 18609
TOTAL, 48. Hirtie si articole din acestea, Luna decembrie 2011, Mii EURO, 15079
TOTAL, 48. Hirtie si articole din acestea, Luna ianuarie 2012, Mii EURO, 13951
TOTAL, 48. Hirtie si articole din acestea, Luna februarie 2012, Mii EURO, 14421
TOTAL, 48. Hirtie si articole din acestea, Luna martie 2012, Mii EURO, 14591
TOTAL, 48. Hirtie si articole din acestea, Luna aprilie 2012, Mii EURO, 15547
TOTAL, 48. Hirtie si articole din acestea, Luna mai 2012, Mii EURO, 17443
TOTAL, 48. Hirtie si articole din acestea, Luna iunie 2012, Mii EURO, 18112
TOTAL, 48. Hirtie si articole din acestea, Luna iulie 2012, Mii EURO, 18053
TOTAL, 48. Hirtie si articole din acestea, Luna august 2012, Mii EURO, 16796
TOTAL, 48. Hirtie si articole din acestea, Luna septembrie 2012, Mii EURO, 17825
TOTAL, 48. Hirtie si articole din acestea, Luna octombrie 2012, Mii EURO, 19339
TOTAL, 48. Hirtie si articole din acestea, Luna noiembrie 2012, Mii EURO, 19111
TOTAL, 48. Hirtie si articole din acestea, Luna decembrie 2012, Mii EURO, 14444
TOTAL, 48. Hirtie si articole din acestea, Luna ianuarie 2013, Mii EURO, 19097
TOTAL, 48. Hirtie si articole din acestea, Luna februarie 2013, Mii EURO, 17624
TOTAL, 48. Hirtie si articole din acestea, Luna martie 2013, Mii EURO, 17053
TOTAL, 48. Hirtie si articole din acestea, Luna aprilie 2013, Mii EURO, 21140
TOTAL, 48. Hirtie si articole din acestea, Luna mai 2013, Mii EURO, 19596
TOTAL, 48. Hirtie si articole din acestea, Luna iunie 2013, Mii EURO, 19322
TOTAL, 48. Hirtie si articole din acestea, Luna iulie 2013, Mii EURO, 21472
TOTAL, 48. Hirtie si articole din acestea, Luna august 2013, Mii EURO, 18771
TOTAL, 48. Hirtie si articole din acestea, Luna septembrie 2013, Mii EURO, 20806
TOTAL, 48. Hirtie si articole din acestea, Luna octombrie 2013, Mii EURO, 22710
TOTAL, 48. Hirtie si articole din acestea, Luna noiembrie 2013, Mii EURO, 22472
TOTAL, 48. Hirtie si articole din acestea, Luna decembrie 2013, Mii EURO, 18093
TOTAL, 48. Hirtie si articole din acestea, Luna ianuarie 2014, Mii EURO, 21402
TOTAL, 48. Hirtie si articole din acestea, Luna februarie 2014, Mii EURO, 20058
TOTAL, 48. Hirtie si articole din acestea, Luna martie 2014, Mii EURO, 21672
TOTAL, 48. Hirtie si articole din acestea, Luna aprilie 2014, Mii EURO, 20581
TOTAL, 48. Hirtie si articole din acestea, Luna mai 2014, Mii EURO, 21507
TOTAL, 48. Hirtie si articole din acestea, Luna iunie 2014, Mii EURO, 20575
TOTAL, 48. Hirtie si articole din acestea, Luna iulie 2014, Mii EURO, 22209
TOTAL, 48. Hirtie si articole din acestea, Luna august 2014, Mii EURO, 19587
TOTAL, 48. Hirtie si articole din acestea, Luna septembrie 2014, Mii EURO, 22547
TOTAL, 48. Hirtie si articole din acestea, Luna octombrie 2014, Mii EURO, 23905
TOTAL, 48. Hirtie si articole din acestea, Luna noiembrie 2014, Mii EURO, 23527
TOTAL, 48. Hirtie si articole din acestea, Luna decembrie 2014, Mii EURO, 20380
TOTAL, 48. Hirtie si articole din acestea, Luna ianuarie 2015, Mii EURO, 22106
TOTAL, 48. Hirtie si articole din acestea, Luna februarie 2015, Mii EURO, 21248
TOTAL, 48. Hirtie si articole din acestea, Luna martie 2015, Mii EURO, 24310
TOTAL, 48. Hirtie si articole din acestea, Luna aprilie 2015, Mii EURO, 21211
TOTAL, 48. Hirtie si articole din acestea, Luna mai 2015, Mii EURO, 21629
TOTAL, 48. Hirtie si articole din acestea, Luna iunie 2015, Mii EURO, 24168
TOTAL, 48. Hirtie si articole din acestea, Luna iulie 2015, Mii EURO, 24120
TOTAL, 48. Hirtie si articole din acestea, Luna august 2015, Mii EURO, 20463
TOTAL, 48. Hirtie si articole din acestea, Luna septembrie 2015, Mii EURO, 24383
TOTAL, 48. Hirtie si articole din acestea, Luna octombrie 2015, Mii EURO, 27043
TOTAL, 48. Hirtie si articole din acestea, Luna noiembrie 2015, Mii EURO, 24798
TOTAL, 48. Hirtie si articole din acestea, Luna decembrie 2015, Mii EURO, 21766
TOTAL, 48. Hirtie si articole din acestea, Luna ianuarie 2016, Mii EURO, 23205
TOTAL, 48. Hirtie si articole din acestea, Luna februarie 2016, Mii EURO, 25664
TOTAL, 48. Hirtie si articole din acestea, Luna martie 2016, Mii EURO, 26103
TOTAL, 48. Hirtie si articole din acestea, Luna aprilie 2016, Mii EURO, 24637
TOTAL, 48. Hirtie si articole din acestea, Luna mai 2016, Mii EURO, 25220
TOTAL, 48. Hirtie si articole din acestea, Luna iunie 2016, Mii EURO, 27678
TOTAL, 48. Hirtie si articole din acestea, Luna iulie 2016, Mii EURO, 26968
TOTAL, 48. Hirtie si articole din acestea, Luna august 2016, Mii EURO, 24725
TOTAL, 48. Hirtie si articole din acestea, Luna septembrie 2016, Mii EURO, 29942
TOTAL, 48. Hirtie si articole din acestea, Luna octombrie 2016, Mii EURO, 27842
TOTAL, 48. Hirtie si articole din acestea, Luna noiembrie 2016, Mii EURO, 29286
TOTAL, 48. Hirtie si articole din acestea, Luna decembrie 2016, Mii EURO, 23773
TOTAL, 49. Carti  ziare, Luna ianuarie 2011, Mii EURO, 3707
TOTAL, 49. Carti  ziare, Luna februarie 2011, Mii EURO, 3430
TOTAL, 49. Carti  ziare, Luna martie 2011, Mii EURO, 4194
TOTAL, 49. Carti  ziare, Luna aprilie 2011, Mii EURO, 4467
TOTAL, 49. Carti  ziare, Luna mai 2011, Mii EURO, 4304
TOTAL, 49. Carti  ziare, Luna iunie 2011, Mii EURO, 4525
TOTAL, 49. Carti  ziare, Luna iulie 2011, Mii EURO, 3745
TOTAL, 49. Carti  ziare, Luna august 2011, Mii EURO, 4308
TOTAL, 49. Carti  ziare, Luna septembrie 2011, Mii EURO, 5884
TOTAL, 49. Carti  ziare, Luna octombrie 2011, Mii EURO, 4657
TOTAL, 49. Carti  ziare, Luna noiembrie 2011, Mii EURO, 4710
TOTAL, 49. Carti  ziare, Luna decembrie 2011, Mii EURO, 3900
TOTAL, 49. Carti  ziare, Luna ianuarie 2012, Mii EURO, 3722
TOTAL, 49. Carti  ziare, Luna februarie 2012, Mii EURO, 4869
TOTAL, 49. Carti  ziare, Luna martie 2012, Mii EURO, 6496
TOTAL, 49. Carti  ziare, Luna aprilie 2012, Mii EURO, 4995
TOTAL, 49. Carti  ziare, Luna mai 2012, Mii EURO, 5791
TOTAL, 49. Carti  ziare, Luna iunie 2012, Mii EURO, 6759
TOTAL, 49. Carti  ziare, Luna iulie 2012, Mii EURO, 4844
TOTAL, 49. Carti  ziare, Luna august 2012, Mii EURO, 5241
TOTAL, 49. Carti  ziare, Luna septembrie 2012, Mii EURO, 5488
TOTAL, 49. Carti  ziare, Luna octombrie 2012, Mii EURO, 5982
TOTAL, 49. Carti  ziare, Luna noiembrie 2012, Mii EURO, 5693
TOTAL, 49. Carti  ziare, Luna decembrie 2012, Mii EURO, 4941
TOTAL, 49. Carti  ziare, Luna ianuarie 2013, Mii EURO, 5331
TOTAL, 49. Carti  ziare, Luna februarie 2013, Mii EURO, 5389
TOTAL, 49. Carti  ziare, Luna martie 2013, Mii EURO, 7784
TOTAL, 49. Carti  ziare, Luna aprilie 2013, Mii EURO, 7085
TOTAL, 49. Carti  ziare, Luna mai 2013, Mii EURO, 5882
TOTAL, 49. Carti  ziare, Luna iunie 2013, Mii EURO, 5196
TOTAL, 49. Carti  ziare, Luna iulie 2013, Mii EURO, 5502
TOTAL, 49. Carti  ziare, Luna august 2013, Mii EURO, 6057
TOTAL, 49. Carti  ziare, Luna septembrie 2013, Mii EURO, 6820
TOTAL, 49. Carti  ziare, Luna octombrie 2013, Mii EURO, 5896
TOTAL, 49. Carti  ziare, Luna noiembrie 2013, Mii EURO, 5986
TOTAL, 49. Carti  ziare, Luna decembrie 2013, Mii EURO, 5939
TOTAL, 49. Carti  ziare, Luna ianuarie 2014, Mii EURO, 5118
TOTAL, 49. Carti  ziare, Luna februarie 2014, Mii EURO, 6071
TOTAL, 49. Carti  ziare, Luna martie 2014, Mii EURO, 5879
TOTAL, 49. Carti  ziare, Luna aprilie 2014, Mii EURO, 6431
TOTAL, 49. Carti  ziare, Luna mai 2014, Mii EURO, 5748
TOTAL, 49. Carti  ziare, Luna iunie 2014, Mii EURO, 5839
TOTAL, 49. Carti  ziare, Luna iulie 2014, Mii EURO, 5976
TOTAL, 49. Carti  ziare, Luna august 2014, Mii EURO, 5779
TOTAL, 49. Carti  ziare, Luna septembrie 2014, Mii EURO, 6224
TOTAL, 49. Carti  ziare, Luna octombrie 2014, Mii EURO, 7340
TOTAL, 49. Carti  ziare, Luna noiembrie 2014, Mii EURO, 7112
TOTAL, 49. Carti  ziare, Luna decembrie 2014, Mii EURO, 8677
TOTAL, 49. Carti  ziare, Luna ianuarie 2015, Mii EURO, 7252
TOTAL, 49. Carti  ziare, Luna februarie 2015, Mii EURO, 5581
TOTAL, 49. Carti  ziare, Luna martie 2015, Mii EURO, 8370
TOTAL, 49. Carti  ziare, Luna aprilie 2015, Mii EURO, 6840
TOTAL, 49. Carti  ziare, Luna mai 2015, Mii EURO, 6058
TOTAL, 49. Carti  ziare, Luna iunie 2015, Mii EURO, 6443
TOTAL, 49. Carti  ziare, Luna iulie 2015, Mii EURO, 6227
TOTAL, 49. Carti  ziare, Luna august 2015, Mii EURO, 5883
TOTAL, 49. Carti  ziare, Luna septembrie 2015, Mii EURO, 7413
TOTAL, 49. Carti  ziare, Luna octombrie 2015, Mii EURO, 6949
TOTAL, 49. Carti  ziare, Luna noiembrie 2015, Mii EURO, 7415
TOTAL, 49. Carti  ziare, Luna decembrie 2015, Mii EURO, 6678
TOTAL, 49. Carti  ziare, Luna ianuarie 2016, Mii EURO, 7490
TOTAL, 49. Carti  ziare, Luna februarie 2016, Mii EURO, 8148
TOTAL, 49. Carti  ziare, Luna martie 2016, Mii EURO, 8007
TOTAL, 49. Carti  ziare, Luna aprilie 2016, Mii EURO, 7029
TOTAL, 49. Carti  ziare, Luna mai 2016, Mii EURO, 7296
TOTAL, 49. Carti  ziare, Luna iunie 2016, Mii EURO, 7236
TOTAL, 49. Carti  ziare, Luna iulie 2016, Mii EURO, 6758
TOTAL, 49. Carti  ziare, Luna august 2016, Mii EURO, 6494
TOTAL, 49. Carti  ziare, Luna septembrie 2016, Mii EURO, 7921
TOTAL, 49. Carti  ziare, Luna octombrie 2016, Mii EURO, 7602
TOTAL, 49. Carti  ziare, Luna noiembrie 2016, Mii EURO, 7299
TOTAL, 49. Carti  ziare, Luna decembrie 2016, Mii EURO, 7520
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2011, Mii EURO, 700
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2011, Mii EURO, 923
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna martie 2011, Mii EURO, 983
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2011, Mii EURO, 845
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna mai 2011, Mii EURO, 837
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2011, Mii EURO, 1049
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2011, Mii EURO, 898
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna august 2011, Mii EURO, 561
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2011, Mii EURO, 865
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2011, Mii EURO, 707
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2011, Mii EURO, 746
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2011, Mii EURO, 810
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2012, Mii EURO, 708
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2012, Mii EURO, 659
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna martie 2012, Mii EURO, 847
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2012, Mii EURO, 741
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna mai 2012, Mii EURO, 876
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2012, Mii EURO, 871
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2012, Mii EURO, 741
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna august 2012, Mii EURO, 579
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2012, Mii EURO, 533
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2012, Mii EURO, 663
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2012, Mii EURO, 800
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2012, Mii EURO, 641
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2013, Mii EURO, 813
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2013, Mii EURO, 954
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna martie 2013, Mii EURO, 1111
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2013, Mii EURO, 1043
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna mai 2013, Mii EURO, 1123
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2013, Mii EURO, 1080
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2013, Mii EURO, 969
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna august 2013, Mii EURO, 813
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2013, Mii EURO, 798
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2013, Mii EURO, 1092
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2013, Mii EURO, 1027
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2013, Mii EURO, 694
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2014, Mii EURO, 1154
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2014, Mii EURO, 1130
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna martie 2014, Mii EURO, 1223
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2014, Mii EURO, 1108
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna mai 2014, Mii EURO, 1280
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2014, Mii EURO, 1180
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2014, Mii EURO, 1109
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna august 2014, Mii EURO, 952
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2014, Mii EURO, 1269
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2014, Mii EURO, 1100
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2014, Mii EURO, 1044
